lead_id,campaign_id,created_on,source,status,est_value
57,13,2024-06-11,content,new,29892.86
58,6,2024-08-02,partner,new,17600.9
59,1,2024-10-27,partner,lost,8244.21
60,10,2024-02-21,content,qualified,12273.35
61,11,2023-08-16,partner,new,7509.46
62,20,2024-07-20,partner,qualified,3296.2
63,4,2024-09-08,webinar,lost,6976.03
64,17,2024-01-11,outbound,new,868.23
65,20,2024-12-11,webinar,new,23848.35
66,6,2024-12-04,webinar,lost,5832.08
67,16,2024-01-20,search,new,4968.88
68,2,2023-12-14,outbound,new,18226.8
69,22,2023-12-14,partner,won,29338.25
70,2,2024-01-19,partner,won,17843.49
71,1,2024-04-13,content,qualified,11073.61
72,3,2023-11-20,search,won,28747.52
73,2,2024-12-19,webinar,qualified,6227.79
74,1,2023-12-26,content,qualified,26575.41
75,12,2024-04-30,content,won,18460.91
76,14,2024-06-03,webinar,lost,20957.83
77,10,2024-03-06,partner,won,29135.4
78,23,2024-12-27,content,qualified,1815.33
79,23,2024-10-29,webinar,qualified,19651.78
80,6,2024-08-16,partner,won,2440.04
81,16,2023-08-03,partner,new,18249.29
82,22,2023-08-16,content,qualified,13307.8
83,17,2024-08-25,partner,new,17033.06
84,13,2023-07-28,events,qualified,19390.92
85,24,2024-11-17,search,won,590.69
86,5,2024-04-04,search,lost,3480.24
87,19,2024-01-29,events,lost,29546.42
88,10,2024-02-24,partner,won,22498.4
89,20,2024-04-01,webinar,lost,28895.02
90,10,2023-11-26,events,lost,19659.89
91,8,2024-01-06,search,lost,3287.59
92,22,2024-03-31,outbound,lost,20243.72
93,10,2024-08-14,outbound,qualified,8560.52
94,7,2024-04-19,events,lost,29330.61
95,19,2024-11-08,partner,lost,20098.78
96,2,2024-09-11,search,new,5626.8
97,10,2024-01-31,content,qualified,26706.29
98,15,2024-05-16,webinar,qualified,19330.72
99,22,2024-05-29,outbound,qualified,20582.76
100,17,2023-11-18,outbound,qualified,18836.47
101,14,2024-06-04,outbound,qualified,28666.42
102,11,2023-08-28,content,lost,15242.68
103,4,2024-11-14,webinar,new,7368.39
104,13,2023-12-26,search,new,9259.59
105,6,2024-02-21,search,new,26664.12
106,18,2024-11-22,content,lost,27361.31
107,12,2024-06-18,partner,lost,8142.75
108,7,2024-08-04,search,qualified,5073.01
109,17,2023-12-28,outbound,won,4806.32
110,1,2024-05-19,outbound,qualified,22757.03
111,12,2024-12-23,content,new,14662.61
112,8,2023-12-05,partner,lost,7100.99
113,11,2024-05-22,outbound,qualified,28485.54
114,24,2024-01-18,outbound,new,742.57
115,9,2024-02-20,partner,qualified,1580.24
116,16,2023-08-30,events,won,20172.0
117,2,2024-12-17,search,qualified,2024.28
118,1,2024-10-10,content,qualified,22418.3
119,6,2024-05-21,content,won,10740.95
120,20,2024-09-07,webinar,won,17720.25
121,7,2024-03-02,outbound,lost,15479.87
122,18,2024-04-01,partner,qualified,16686.61
123,16,2024-06-16,partner,lost,8596.14
124,23,2024-11-22,webinar,lost,20439.58
125,12,2023-08-06,events,new,26295.24
126,14,2023-12-03,content,qualified,24023.24
127,11,2024-06-13,search,qualified,9598.19
128,7,2024-12-24,events,new,17210.16
129,9,2024-01-06,search,new,9530.25
130,20,2023-11-23,partner,won,4172.71
131,19,2023-10-06,webinar,lost,8425.61
132,11,2024-05-25,content,qualified,2438.34
133,12,2023-08-08,partner,new,2225.8
134,11,2024-07-02,webinar,new,19323.44
135,8,2024-04-25,outbound,qualified,8734.92
136,17,2024-05-18,search,new,5781.94
137,23,2024-03-27,events,won,2254.42
138,3,2024-03-14,outbound,lost,24919.53
139,4,2024-06-01,events,won,9894.53
140,15,2024-06-16,partner,qualified,25279.57
141,16,2024-04-23,search,qualified,23104.5
142,15,2024-11-15,partner,new,19175.4
143,8,2024-07-23,webinar,won,15201.06
144,16,2024-03-17,webinar,won,5724.5
145,18,2024-10-03,partner,qualified,11055.0
146,23,2023-12-18,webinar,new,15175.38
147,5,2024-05-15,search,qualified,5632.13
148,23,2024-11-29,content,new,11561.93
149,6,2023-12-24,outbound,qualified,7016.96
150,1,2024-10-01,content,lost,2526.79
151,2,2024-08-11,search,lost,27926.63
152,11,2024-05-04,webinar,lost,8893.65
153,10,2023-11-10,partner,lost,16648.48
154,8,2024-05-30,partner,new,8300.02
155,20,2024-04-23,search,qualified,19367.01
156,17,2024-11-18,search,qualified,22499.49
157,9,2024-11-10,webinar,won,28464.64
158,8,2023-11-17,partner,new,19412.58
159,16,2024-05-08,webinar,won,25977.58
160,6,2024-10-23,webinar,new,2273.83
161,13,2024-10-31,content,won,631.37
162,10,2024-10-04,events,lost,14926.09
163,9,2024-12-11,partner,won,16395.55
164,15,2024-03-08,webinar,won,26004.01
165,24,2024-02-11,outbound,new,9543.97
166,20,2024-08-12,webinar,lost,7924.54
167,19,2024-08-04,content,new,18916.16
168,10,2024-06-16,content,qualified,6315.54
169,1,2023-12-23,content,lost,25776.15
170,21,2024-09-28,webinar,qualified,11355.64
171,15,2024-11-14,partner,qualified,21282.82
172,3,2024-12-22,content,won,846.89
173,17,2024-07-24,content,qualified,21010.26
174,11,2024-07-08,webinar,qualified,13292.74
175,13,2024-10-26,webinar,new,3940.39
176,2,2024-08-27,events,qualified,19459.87
177,18,2024-07-09,search,qualified,23612.59
178,21,2024-11-09,webinar,new,3952.65
179,21,2024-10-08,webinar,qualified,3813.51
180,1,2024-12-03,content,new,23004.0
181,1,2024-11-25,content,qualified,10552.4
182,7,2024-06-30,search,won,14753.73
183,21,2024-04-27,content,qualified,24208.17
184,19,2023-11-21,webinar,new,11473.67
185,22,2023-12-15,content,new,14043.66
186,13,2024-10-21,content,qualified,23798.64
187,7,2023-08-21,outbound,lost,19789.03
188,2,2024-01-05,partner,won,2407.03
189,5,2024-11-10,content,lost,15066.13
190,11,2024-09-17,outbound,qualified,7432.79
191,2,2024-04-24,search,lost,17465.94
192,22,2023-12-22,search,new,17841.72
193,11,2023-12-09,events,won,11406.33
194,22,2024-01-20,webinar,lost,3665.33
195,5,2023-11-25,search,qualified,2553.6
196,6,2024-10-07,content,new,14700.38
197,18,2024-11-15,events,qualified,3202.94
198,24,2024-09-11,events,won,25916.0
199,15,2024-12-04,partner,lost,3698.14
200,18,2023-08-22,search,new,6393.48
201,6,2024-10-15,partner,qualified,25028.51
202,13,2023-12-06,outbound,lost,1362.83
203,19,2024-07-26,outbound,won,3857.06
204,6,2023-08-21,events,qualified,19737.25
205,6,2023-11-29,partner,lost,9680.96
206,22,2024-01-15,content,won,5174.6
207,1,2023-07-23,partner,new,13359.24
208,19,2024-10-17,webinar,new,8001.13
209,9,2024-05-31,search,won,20736.28
210,16,2024-03-30,events,lost,19267.01
211,12,2024-12-07,webinar,new,21517.9
212,13,2024-12-19,content,new,27646.35
213,14,2024-04-01,webinar,qualified,9803.16
214,5,2024-12-25,webinar,new,21102.55
215,12,2024-09-13,webinar,lost,7595.25
216,15,2024-07-20,webinar,new,25769.35
217,23,2024-10-07,search,new,6894.19
218,16,2024-10-26,partner,won,2073.1
219,9,2024-07-26,events,new,15763.73
220,20,2024-02-29,outbound,new,27826.66
221,3,2024-12-25,events,lost,23554.7
222,8,2024-07-02,events,lost,2872.58
223,13,2024-11-19,webinar,lost,17765.31
224,4,2024-06-07,partner,lost,24582.42
225,2,2023-08-26,search,new,15334.72
226,8,2024-10-08,content,new,10430.36
227,7,2024-02-05,outbound,qualified,9316.26
228,12,2024-07-23,search,won,23455.62
229,18,2024-10-27,partner,lost,14212.94
230,20,2024-10-10,outbound,lost,25540.52
231,7,2024-11-15,content,won,3897.13
232,23,2024-06-04,webinar,won,6138.94
233,24,2024-05-21,outbound,lost,8909.19
234,20,2024-03-25,outbound,new,12108.32
235,15,2024-09-16,webinar,new,21623.38
236,14,2024-09-01,outbound,won,3884.4
237,3,2024-11-08,partner,qualified,9064.49
238,24,2024-08-12,partner,new,2096.58
239,2,2024-08-22,events,new,26041.66
240,3,2024-01-28,events,qualified,25159.0
241,4,2024-08-21,content,new,27186.79
242,20,2024-10-15,content,won,28291.77
243,16,2024-11-10,search,new,29803.14
244,2,2023-11-04,events,qualified,4300.44
245,13,2024-06-28,content,lost,24741.89
246,7,2023-12-21,partner,new,3222.43
247,4,2024-09-26,events,qualified,8310.5
248,14,2024-10-11,outbound,qualified,10382.2
249,13,2024-02-01,outbound,new,4325.62
250,22,2024-12-10,outbound,lost,23856.57
251,9,2023-12-25,search,lost,26927.91
252,4,2024-04-20,outbound,qualified,29994.17
253,13,2024-12-20,webinar,qualified,7260.32
254,20,2024-12-15,partner,qualified,13932.33
255,1,2023-08-27,webinar,new,11284.53
256,21,2023-11-10,search,qualified,13485.54
257,1,2024-04-30,events,lost,8365.31
258,21,2023-11-05,search,lost,12494.0
259,6,2023-12-15,webinar,qualified,27555.7
260,5,2024-10-14,search,won,18623.33
261,7,2024-05-20,search,qualified,25127.45
262,22,2024-10-04,content,qualified,16140.48
263,23,2024-12-26,content,qualified,609.87
264,3,2024-03-23,outbound,qualified,9118.21
265,16,2024-03-15,search,new,28684.17
266,9,2024-11-23,events,new,10946.54
267,5,2024-05-23,search,qualified,8298.66
268,20,2023-09-30,content,won,508.71
269,4,2024-07-07,content,qualified,21312.45
270,12,2024-04-07,partner,qualified,6300.49
271,4,2024-09-07,content,lost,11584.82
272,2,2024-12-25,outbound,new,10704.85
273,17,2024-12-03,search,lost,21313.63
274,23,2024-10-23,content,qualified,22285.84
275,22,2024-11-24,partner,qualified,17722.81
276,11,2024-06-15,events,new,4296.15
277,7,2024-02-02,webinar,lost,26355.05
278,24,2024-10-05,webinar,qualified,13594.78
279,14,2024-07-31,outbound,won,22773.59
280,5,2023-12-06,outbound,new,3947.47
281,23,2023-10-06,partner,qualified,11220.96
282,20,2024-11-11,outbound,lost,29075.67
283,2,2023-09-28,webinar,qualified,23968.14
284,19,2024-05-28,content,lost,21973.48
285,14,2023-10-09,outbound,qualified,21089.48
286,21,2024-11-08,partner,qualified,14212.42
287,14,2023-08-30,partner,qualified,13086.79
288,23,2024-02-06,search,new,18971.96
289,19,2024-10-18,partner,new,12849.94
290,22,2023-12-16,webinar,lost,10403.0
291,9,2024-11-20,events,new,4667.78
292,5,2024-10-14,content,lost,15755.28
293,12,2024-11-20,partner,qualified,16581.57
294,8,2024-07-21,outbound,qualified,11917.61
295,6,2024-08-12,content,lost,3384.19
296,14,2024-08-28,content,lost,10439.94
297,9,2024-10-01,partner,new,4069.26
298,24,2024-06-16,content,qualified,6383.51
299,17,2023-08-02,content,new,13132.14
300,14,2024-07-03,outbound,new,16453.08
301,2,2024-11-14,partner,lost,4473.82
302,8,2024-12-23,content,lost,7261.95
303,6,2024-11-20,search,won,1768.54
304,13,2024-01-10,search,qualified,13362.09
305,18,2023-09-24,events,qualified,15064.23
306,23,2024-09-06,search,qualified,7412.8
307,15,2024-03-14,partner,new,29568.04
308,16,2024-03-13,search,qualified,1524.31
309,20,2024-09-03,partner,new,19770.94
310,24,2024-05-16,webinar,qualified,16251.47
311,19,2024-12-29,events,new,27626.29
312,15,2024-10-10,search,new,21672.68
313,6,2024-03-12,events,new,3312.67
314,22,2024-05-25,content,new,2301.25
315,11,2024-02-11,outbound,won,3257.23
316,9,2024-01-17,events,qualified,28248.87
317,3,2024-02-05,outbound,new,25872.58
318,7,2024-12-05,search,lost,13923.98
319,13,2024-11-18,partner,new,4991.3
320,13,2023-07-07,content,lost,8560.36
321,2,2024-11-15,partner,qualified,27418.61
322,10,2024-07-16,search,new,6919.79
323,21,2024-07-30,webinar,new,8045.74
324,9,2024-11-18,partner,qualified,14548.53
325,1,2024-04-25,content,new,13598.23
326,20,2024-12-11,content,new,25497.82
327,11,2023-09-04,outbound,new,28017.34
328,8,2023-11-13,content,lost,24009.55
329,8,2024-06-22,partner,won,6941.91
330,24,2024-09-10,webinar,new,4066.5
331,5,2024-10-10,outbound,new,21940.84
332,22,2024-08-07,partner,qualified,17498.97
333,14,2024-08-02,events,lost,23364.96
334,3,2024-07-25,search,new,19476.01
335,19,2024-06-25,search,qualified,22053.68
336,24,2024-07-30,events,lost,25887.81
337,23,2023-11-30,outbound,won,9326.94
338,19,2024-05-12,events,qualified,27691.48
339,20,2023-09-05,search,new,16180.17
340,5,2023-11-10,partner,lost,1765.99
341,16,2024-05-09,webinar,new,20697.43
342,4,2024-02-07,outbound,qualified,16220.67
343,16,2024-10-13,content,new,1079.1
344,23,2023-07-24,events,lost,5386.95
345,16,2024-12-13,webinar,qualified,12975.76
346,20,2024-11-24,webinar,qualified,8303.92
347,18,2023-07-27,partner,new,22776.15
348,12,2024-12-26,content,qualified,4356.34
349,6,2024-10-20,search,lost,7246.49
350,10,2024-11-26,events,lost,14975.71
351,24,2024-07-26,content,won,3648.06
352,6,2024-07-04,events,qualified,17101.79
353,10,2023-07-05,content,qualified,25040.11
354,12,2023-12-21,content,new,3763.51
355,16,2024-08-01,webinar,qualified,13594.49
356,8,2024-12-13,search,won,2442.79
357,5,2024-12-20,outbound,qualified,13393.06
358,19,2024-12-01,webinar,new,8948.11
359,17,2023-09-04,events,new,7283.34
360,20,2024-07-20,partner,qualified,23370.97
361,13,2024-05-07,content,lost,22688.62
362,6,2023-08-15,webinar,new,19889.46
363,17,2023-10-01,outbound,lost,12293.99
364,9,2024-09-06,outbound,qualified,25365.2
365,14,2024-10-31,partner,new,17232.64
366,18,2024-02-27,partner,new,21490.13
367,13,2024-07-05,search,lost,15309.79
368,8,2024-11-09,events,qualified,2411.22
369,4,2024-01-02,partner,won,5721.01
370,23,2023-08-08,search,new,21811.67
371,1,2024-12-29,partner,won,29552.63
372,19,2024-06-10,events,new,5048.43
373,15,2023-12-19,events,won,5272.8
374,9,2024-02-24,events,won,6046.78
375,5,2024-12-10,content,new,9999.24
376,12,2024-04-16,content,lost,1815.18
377,10,2024-03-12,search,lost,23570.68
378,16,2024-08-09,events,qualified,29029.04
379,11,2024-09-30,partner,won,17655.58
380,11,2023-08-06,outbound,qualified,6973.06
381,23,2024-09-13,content,qualified,4835.13
382,8,2024-09-15,webinar,qualified,2340.88
383,16,2024-12-22,outbound,won,20760.94
384,20,2024-10-13,partner,qualified,23783.69
385,17,2024-03-12,webinar,lost,18147.18
386,10,2024-06-18,outbound,qualified,20805.86
387,8,2024-07-12,content,qualified,26368.74
388,6,2024-09-30,content,lost,24376.16
389,8,2024-11-15,search,lost,27465.04
390,16,2024-07-23,search,lost,17079.81
391,12,2024-10-20,outbound,won,17777.64
392,6,2023-10-10,content,qualified,29517.37
393,5,2024-08-30,partner,new,20450.28
394,22,2023-12-31,partner,lost,13523.9
395,10,2023-09-30,partner,new,3577.06
396,14,2024-01-16,events,new,13920.67
397,15,2024-08-30,search,qualified,3720.65
398,1,2023-11-28,content,won,19176.95
399,17,2024-04-08,search,qualified,6668.24
400,22,2023-08-19,content,lost,12253.2
401,10,2024-02-18,partner,new,23147.03
402,9,2024-01-13,search,new,12282.52
403,20,2024-11-26,webinar,new,22787.34
404,8,2024-01-22,partner,lost,27006.3
405,19,2024-06-08,content,qualified,9267.23
406,10,2024-10-23,outbound,qualified,8280.48
407,15,2024-10-20,events,lost,6893.42
408,15,2023-12-29,search,won,19021.97
409,6,2023-11-29,content,qualified,14545.24
410,5,2024-10-23,content,qualified,23277.27
411,14,2024-07-20,content,lost,25787.18
412,22,2023-09-27,webinar,lost,16351.46
413,24,2024-10-20,outbound,lost,21407.82
414,18,2023-11-18,webinar,lost,16309.23
415,3,2024-04-21,content,new,20311.39
416,16,2024-09-24,search,new,3798.73
417,4,2023-12-28,search,lost,16370.44
418,6,2024-06-29,content,qualified,14235.19
419,18,2024-07-02,events,won,22324.72
420,23,2024-04-10,outbound,qualified,24371.23
421,5,2024-01-21,partner,qualified,1470.66
422,23,2024-11-22,partner,qualified,10105.41
423,7,2024-05-30,content,qualified,18340.49
424,7,2024-05-22,content,won,18532.86
425,12,2023-08-04,outbound,qualified,12366.03
426,20,2023-11-16,search,new,29353.48
427,6,2023-09-17,content,won,8957.12
428,11,2024-02-22,search,lost,24597.18
429,7,2024-11-06,partner,new,23707.46
430,10,2024-01-06,outbound,won,19262.94
431,17,2023-09-16,partner,won,9215.31
432,15,2024-11-20,webinar,new,29571.48
433,6,2024-12-15,outbound,qualified,6391.91
434,19,2024-08-14,content,qualified,25479.77
435,21,2024-11-05,webinar,qualified,10241.64
436,7,2024-12-24,partner,new,3235.18
437,14,2023-12-13,outbound,qualified,14110.16
438,5,2023-07-24,webinar,qualified,25250.93
439,19,2024-08-13,content,lost,23788.68
440,4,2024-10-06,events,won,18999.74
441,7,2024-11-20,events,qualified,20150.55
442,8,2023-12-15,outbound,new,29290.94
443,20,2024-12-28,events,lost,1598.28
444,13,2024-05-01,search,qualified,1973.57
445,8,2024-08-05,search,new,10450.16
446,8,2024-09-02,events,new,13376.51
447,7,2024-03-10,content,qualified,17668.32
448,20,2024-02-06,outbound,new,14327.76
449,23,2024-06-10,content,new,22278.36
450,19,2024-08-22,content,lost,18104.34
451,10,2023-08-31,partner,won,26294.61
452,22,2024-10-16,search,won,13935.0
453,8,2023-11-11,search,lost,29667.55
454,1,2024-04-22,content,lost,1512.62
455,13,2024-08-28,webinar,lost,7159.55
456,10,2023-10-07,webinar,new,805.91
457,14,2024-10-05,webinar,lost,19412.4
458,20,2024-11-01,partner,qualified,23281.21
459,18,2024-04-07,partner,qualified,7031.31
460,17,2024-11-06,events,lost,25253.81
461,16,2024-02-11,events,won,17805.04
462,5,2024-09-30,outbound,new,22387.47
463,14,2024-12-26,content,won,14722.22
464,5,2024-03-22,search,lost,2014.51
465,6,2023-08-15,events,new,8011.88
466,8,2024-11-14,events,new,23845.1
467,6,2024-07-09,events,qualified,15224.62
468,15,2023-09-23,search,won,1112.6
469,4,2024-11-26,outbound,lost,19962.36
470,20,2024-11-25,webinar,won,13113.81
471,5,2023-07-15,partner,lost,19951.87
472,14,2024-10-04,webinar,lost,22264.7
473,12,2024-05-09,webinar,lost,7477.26
474,9,2024-03-24,search,lost,21424.07
475,3,2024-06-30,webinar,lost,3258.34
476,20,2023-11-30,outbound,qualified,25031.96
477,12,2024-11-26,events,qualified,9258.94
478,16,2024-12-01,events,lost,15702.92
479,20,2024-07-04,content,qualified,8438.12
480,9,2024-02-14,search,new,7990.12
481,22,2024-12-14,webinar,lost,28601.13
482,8,2023-12-27,webinar,new,7443.09
483,1,2023-12-29,partner,lost,6894.51
484,24,2024-02-26,partner,won,29159.62
485,1,2024-11-26,webinar,qualified,3887.3
486,2,2024-12-17,partner,new,21234.83
487,9,2024-03-05,content,won,18670.12
488,8,2023-07-28,events,lost,19584.52
489,4,2024-11-23,webinar,qualified,7654.21
490,17,2023-10-01,outbound,qualified,8446.95
491,12,2023-08-07,search,new,16187.49
492,5,2024-05-01,events,new,13679.67
493,5,2024-02-21,partner,new,14029.31
494,7,2023-09-20,webinar,qualified,4970.27
495,10,2024-04-04,webinar,won,17152.41
496,5,2024-08-16,search,lost,26141.82
497,24,2023-08-24,content,new,1915.09
498,14,2024-06-08,content,lost,843.89
499,23,2024-09-05,webinar,won,9664.83
500,18,2024-04-19,events,qualified,5897.48
501,19,2024-01-15,partner,qualified,4412.31
502,14,2023-10-21,webinar,won,18203.97
503,24,2024-10-29,events,won,9636.22
504,13,2024-11-16,content,qualified,27875.75
505,14,2024-12-25,partner,lost,26119.86
506,14,2024-04-14,partner,won,24676.66
507,18,2024-07-25,events,qualified,14915.35
508,24,2024-08-11,search,won,27554.49
509,13,2024-07-29,outbound,new,24125.55
510,5,2024-04-25,partner,lost,5141.39
511,14,2024-08-17,content,qualified,6411.64
512,14,2024-02-11,content,new,1639.75
513,3,2023-12-09,partner,qualified,16014.42
514,14,2024-11-19,partner,lost,7281.96
515,12,2023-07-25,outbound,qualified,17101.75
516,24,2024-03-10,outbound,lost,14852.21
517,5,2023-09-03,content,qualified,21455.89
518,10,2023-10-16,search,lost,19264.44
519,17,2024-12-19,outbound,new,26828.28
520,11,2024-07-24,events,new,7115.57
521,20,2024-12-28,partner,lost,26809.7
522,24,2024-04-09,partner,lost,17072.79
523,13,2024-10-04,outbound,won,28236.34
524,20,2023-07-21,partner,qualified,3565.31
525,22,2023-09-02,partner,lost,27203.3
526,5,2024-11-23,outbound,won,12777.84
527,20,2024-06-15,partner,qualified,16975.67
528,1,2023-11-12,partner,new,26979.6
529,20,2024-11-10,content,qualified,28541.35
530,20,2024-12-17,partner,lost,6113.93
531,13,2024-08-02,outbound,lost,29463.21
532,7,2024-09-21,partner,won,23754.64
533,9,2024-09-20,partner,lost,24410.99
534,9,2024-11-19,webinar,lost,5776.07
535,4,2024-12-20,content,lost,22637.56
536,13,2024-11-07,content,new,863.69
537,2,2024-03-01,partner,qualified,13933.18
538,15,2024-07-14,search,lost,14328.33
539,19,2024-04-14,partner,lost,18982.82
540,2,2024-05-18,events,new,5771.69
541,5,2024-01-24,content,lost,27389.16
542,13,2024-08-11,search,new,5123.71
543,9,2024-08-05,search,new,3162.38
544,19,2024-10-10,events,lost,17361.8
545,16,2024-08-22,content,lost,16219.69
546,19,2024-10-17,webinar,lost,21964.33
547,2,2023-12-01,outbound,qualified,28009.26
548,24,2024-10-02,partner,new,22342.6
549,4,2023-12-31,search,new,11736.3
550,11,2024-01-14,partner,lost,20166.7
551,22,2023-07-22,outbound,lost,19505.8
552,23,2024-02-27,outbound,new,23054.23
553,2,2024-04-01,webinar,new,8261.16
554,21,2024-06-07,outbound,new,27437.25
555,20,2023-11-19,search,won,12097.27
556,7,2023-12-23,outbound,new,1651.93
557,4,2024-02-16,events,qualified,630.41
558,4,2024-07-19,partner,lost,1331.0
559,17,2023-08-27,events,qualified,28485.39
560,16,2024-07-19,events,new,27619.16
561,21,2023-10-25,events,new,4541.37
562,20,2023-09-29,search,qualified,3424.39
563,20,2023-09-07,webinar,qualified,5231.21
564,8,2024-07-02,outbound,qualified,27620.65
565,8,2024-07-29,content,lost,16466.97
566,18,2023-09-13,outbound,lost,21797.46
567,12,2023-12-16,search,new,24156.08
568,4,2024-07-07,outbound,new,17490.35
569,2,2023-08-17,partner,qualified,7749.34
570,21,2024-10-26,events,lost,13998.16
571,20,2024-12-12,outbound,new,15062.41
572,17,2023-07-30,events,lost,856.84
573,16,2024-06-21,search,lost,16451.24
574,13,2024-02-25,content,lost,28322.91
575,22,2024-09-21,content,new,8389.19
576,1,2024-11-10,webinar,qualified,9997.54
577,24,2024-03-27,events,qualified,20502.13
578,1,2024-03-28,content,new,24047.8
579,1,2023-08-30,search,lost,8910.36
580,11,2024-03-20,events,lost,10889.16
581,4,2024-07-13,webinar,new,27277.4
582,15,2023-11-05,content,new,9176.12
583,24,2024-11-18,webinar,lost,28984.04
584,20,2024-10-29,outbound,lost,19168.52
585,11,2024-03-02,search,qualified,26386.03
586,3,2024-05-30,partner,qualified,25680.57
587,12,2023-09-30,events,won,17296.44
588,4,2024-11-25,content,won,4640.93
589,17,2024-08-29,content,new,12441.59
590,1,2023-08-15,content,won,1906.22
591,17,2024-10-24,partner,lost,26366.78
592,8,2024-06-11,events,lost,18275.78
593,14,2024-11-24,outbound,new,27912.9
594,5,2024-09-21,events,qualified,25423.94
595,20,2024-12-25,outbound,qualified,22347.63
596,4,2023-08-02,outbound,won,5894.51
597,24,2024-06-16,partner,lost,5757.56
598,9,2024-02-25,events,new,24918.27
599,2,2024-07-26,events,qualified,15850.75
600,23,2024-12-09,content,new,29654.65
601,18,2023-10-21,webinar,won,26172.86
602,4,2024-05-15,webinar,won,27790.59
603,15,2024-10-31,partner,new,5780.32
604,11,2024-12-12,content,qualified,17308.76
605,1,2024-12-16,partner,lost,11154.9
606,10,2024-11-29,outbound,won,14287.78
607,16,2024-02-23,webinar,lost,11544.59
608,1,2024-04-10,search,qualified,7781.78
609,16,2023-09-22,webinar,won,14623.04
610,5,2024-10-26,webinar,new,19207.23
611,2,2023-12-25,outbound,won,26073.13
612,18,2024-09-07,events,new,1852.63
613,6,2024-09-18,content,new,22700.14
614,11,2024-01-23,webinar,lost,11376.39
615,7,2024-09-11,content,qualified,17545.63
616,9,2023-12-12,partner,new,2947.05
617,15,2023-09-18,content,new,12904.78
618,16,2024-10-17,events,qualified,28836.2
619,12,2023-11-05,partner,lost,28649.71
620,18,2024-08-31,search,lost,22588.25
621,13,2024-12-11,content,lost,3500.31
622,9,2023-08-23,outbound,new,8828.43
623,3,2023-09-15,search,lost,28407.52
624,9,2024-11-19,webinar,won,2606.61
625,8,2024-07-19,webinar,lost,25339.65
626,18,2024-04-11,partner,lost,3357.19
627,24,2024-09-09,partner,new,24003.01
628,6,2024-12-17,events,qualified,11146.53
629,23,2024-11-25,partner,qualified,29140.9
630,8,2024-04-08,search,won,17304.18
631,17,2024-03-23,search,new,26786.41
632,16,2023-09-03,events,won,14270.5
633,8,2024-10-06,partner,qualified,20343.5
634,10,2024-05-24,webinar,new,19473.23
635,3,2024-11-07,events,lost,7317.8
636,15,2024-10-02,partner,lost,24591.16
637,23,2023-09-27,search,new,14158.85
638,21,2024-08-14,outbound,new,2984.16
639,6,2024-05-26,outbound,new,12574.69
640,7,2024-11-24,outbound,lost,1971.2
641,5,2024-01-11,partner,won,13519.34
642,23,2024-05-07,events,new,1907.53
643,3,2023-10-29,outbound,won,9968.54
644,20,2023-12-28,outbound,won,3312.63
