payment_id,invoice_id,paid_on,amount,method,status
91,114,2024-03-15,8262.95,wire,settled
92,115,2024-06-13,22723.71,ach,settled
93,116,2024-08-10,10108.34,wire,settled
94,117,2024-09-23,11982.0,card,settled
95,118,2024-10-16,13734.35,ach,settled
96,119,2023-07-23,15773.54,wire,settled
97,121,2023-12-18,12108.25,ach,settled
98,122,2024-01-10,26481.8,card,settled
99,123,2024-02-23,6760.53,wire,settled
100,124,2024-03-04,17825.55,ach,settled
101,125,2024-04-05,6176.35,ach,settled
102,127,2024-06-15,6044.58,ach,settled
103,128,2024-08-18,6569.19,card,settled
104,129,2024-09-10,31067.55,wire,settled
105,130,2024-10-19,41870.52,wire,settled
106,131,2024-11-21,8347.6,ach,settled
107,132,2024-12-20,29909.71,card,settled
108,134,2023-08-21,5031.68,ach,settled
109,135,2023-09-12,11762.85,wire,settled
110,136,2023-10-24,22538.49,ach,settled
111,137,2023-11-25,1369.78,wire,settled
112,138,2023-12-06,11416.1,wire,settled
113,139,2024-01-18,5737.4,card,settled
114,140,2024-02-15,26153.22,wire,settled
115,141,2024-03-27,14237.58,card,settled
116,142,2024-04-27,20213.32,ach,settled
117,143,2024-05-28,401.3,card,settled
118,144,2024-07-20,5370.44,card,settled
119,145,2024-08-16,3777.16,ach,settled
120,146,2024-09-07,1063.1,card,settled
121,148,2024-12-16,4445.46,wire,settled
122,149,2023-07-27,12590.24,ach,settled
123,150,2023-08-07,19342.52,ach,settled
124,151,2023-09-09,3281.82,wire,settled
125,152,2023-11-23,6583.73,wire,settled
126,153,2024-01-13,17675.24,ach,settled
127,154,2024-02-07,11253.72,card,settled
128,155,2024-03-11,12692.5,ach,settled
129,156,2024-04-19,28943.77,ach,settled
130,157,2024-05-13,31586.7,ach,settled
131,161,2024-10-09,15186.0,card,settled
132,162,2024-11-09,2089.43,card,settled
133,163,2024-12-19,6481.0,card,settled
134,165,2023-08-13,16000.06,ach,settled
135,166,2023-10-27,15024.42,ach,settled
136,168,2024-02-20,19844.1,wire,settled
137,169,2024-03-26,1699.86,wire,settled
138,170,2024-04-20,2503.65,ach,settled
139,171,2024-05-23,23801.74,ach,settled
140,172,2024-06-11,1907.28,wire,settled
141,173,2024-07-24,11461.59,card,settled
142,174,2024-08-10,16024.08,wire,settled
143,175,2024-09-16,19845.86,card,settled
144,176,2024-10-28,7773.09,card,settled
145,177,2024-11-05,7265.93,ach,settled
146,178,2024-12-18,26001.7,wire,settled
147,179,2023-07-09,28582.86,wire,settled
148,180,2023-08-30,6029.99,card,settled
149,181,2023-11-27,14853.06,card,settled
150,182,2023-12-24,14917.55,card,settled
151,183,2024-01-20,25556.26,ach,settled
152,185,2024-05-16,3857.08,card,settled
153,187,2024-07-08,3490.29,card,settled
154,188,2024-09-17,1905.49,ach,settled
155,189,2024-10-29,2967.16,ach,settled
156,190,2024-11-22,18894.14,card,settled
157,191,2024-12-19,7975.46,wire,settled
158,192,2023-07-10,4054.95,card,settled
159,193,2023-08-17,5688.8,wire,settled
160,195,2023-10-16,15977.75,wire,settled
161,196,2023-12-09,13509.0,card,settled
162,198,2024-02-27,474.78,card,settled
163,200,2024-06-16,21312.38,wire,settled
164,201,2024-07-21,8885.1,card,settled
165,202,2024-08-27,2066.85,card,settled
166,203,2024-09-24,4702.11,wire,settled
167,204,2024-11-10,17543.05,wire,settled
168,205,2023-09-26,7296.74,ach,settled
169,206,2023-10-18,40858.84,wire,settled
170,207,2023-12-25,8644.41,card,settled
171,209,2024-02-26,6155.7,wire,settled
172,210,2024-03-09,26044.3,wire,settled
173,211,2024-04-09,4137.04,card,settled
174,212,2024-05-10,5239.32,ach,settled
175,213,2024-06-17,14481.87,card,settled
176,214,2024-09-20,17754.34,card,settled
177,219,2023-10-22,17849.78,ach,settled
178,221,2024-01-13,21055.17,card,settled
179,222,2024-02-13,35466.89,card,settled
180,223,2024-03-08,3848.7,wire,settled
181,224,2024-04-15,4981.41,card,settled
182,225,2024-05-07,8496.06,card,settled
183,226,2024-06-10,29418.34,ach,settled
184,228,2024-10-11,9012.4,ach,settled
185,229,2023-07-28,32516.49,wire,settled
186,230,2023-08-24,9429.84,card,settled
187,231,2023-09-12,5824.08,wire,settled
188,232,2023-10-27,10016.56,card,settled
189,233,2023-11-19,17865.4,card,settled
190,235,2024-03-27,9218.07,card,settled
191,236,2024-04-10,652.82,ach,settled
192,237,2024-05-28,6301.06,ach,settled
193,238,2024-06-08,7174.38,card,settled
194,239,2024-07-24,3045.36,card,settled
195,242,2024-11-25,21136.93,wire,settled
196,243,2023-07-25,12365.16,wire,settled
197,245,2024-03-13,3898.88,ach,settled
198,247,2024-05-14,6062.68,card,settled
199,248,2024-07-21,8033.01,ach,settled
200,249,2024-09-17,4076.04,ach,settled
201,250,2024-10-25,13324.12,ach,settled
202,251,2024-12-05,3224.9,ach,settled
203,252,2023-08-17,10719.31,wire,settled
204,253,2023-10-07,8482.92,ach,settled
205,255,2023-12-13,6257.41,card,settled
206,256,2024-02-23,4509.45,wire,settled
207,257,2024-03-15,3279.92,card,settled
208,258,2024-04-24,2545.65,card,settled
209,260,2024-06-20,3617.18,wire,settled
210,261,2024-07-06,26829.16,wire,settled
211,262,2024-08-15,2167.8,wire,settled
212,263,2024-09-17,8873.84,ach,settled
213,264,2024-10-27,13035.16,card,settled
214,265,2024-11-15,8070.68,ach,settled
215,266,2023-08-23,19854.29,card,settled
216,267,2023-09-26,15976.37,wire,settled
217,269,2023-11-06,6431.58,card,settled
218,270,2023-12-20,17534.72,card,settled
219,272,2024-05-15,16500.02,wire,settled
220,273,2024-07-29,8633.34,ach,settled
221,274,2024-08-26,19130.72,wire,settled
222,275,2024-09-27,1489.04,wire,settled
223,276,2024-10-07,9839.81,wire,settled
224,277,2024-12-16,3693.18,wire,settled
225,278,2023-07-20,1746.29,ach,settled
226,279,2023-08-24,30551.81,card,settled
227,280,2023-09-16,3253.2,wire,settled
228,282,2023-11-16,6098.08,wire,settled
229,283,2023-12-09,16443.02,ach,settled
230,284,2024-01-29,4305.64,ach,settled
231,285,2024-02-25,12221.4,wire,settled
232,287,2024-04-05,12050.58,wire,settled
233,288,2024-05-21,18431.25,card,settled
234,289,2024-07-14,15779.31,ach,settled
235,290,2024-09-12,21929.01,ach,settled
236,291,2024-11-18,13741.79,wire,settled
237,293,2023-08-26,45829.43,wire,settled
238,294,2023-09-13,25492.07,wire,settled
239,295,2023-10-08,3980.32,card,settled
240,296,2023-11-24,6586.3,ach,settled
241,297,2023-12-09,26614.11,card,settled
242,298,2024-01-26,17807.26,ach,settled
243,299,2024-03-21,9919.7,card,settled
244,300,2024-05-06,5763.12,ach,settled
245,301,2024-06-19,24139.75,wire,settled
246,302,2024-09-16,18857.16,card,settled
247,303,2024-11-17,17742.06,wire,settled
248,304,2024-12-10,9993.04,ach,settled
249,305,2023-08-12,10704.1,card,settled
250,306,2023-09-23,10885.23,ach,settled
251,307,2023-10-20,8155.44,ach,settled
252,309,2024-02-17,9661.86,wire,settled
253,310,2024-04-18,16043.38,card,settled
254,311,2024-07-09,16279.28,wire,settled
255,313,2024-09-27,15914.56,ach,settled
256,314,2024-10-27,15298.02,wire,settled
257,316,2024-12-13,5629.92,ach,settled
258,318,2023-09-10,915.52,card,settled
259,319,2024-02-28,5026.35,wire,settled
260,321,2024-04-26,16447.46,ach,settled
261,322,2024-05-16,4898.67,card,settled
262,323,2024-07-13,35954.18,card,settled
263,324,2024-09-11,13358.8,card,settled
264,325,2024-10-16,19406.49,ach,settled
265,326,2024-11-07,2618.66,card,settled
266,327,2024-12-10,19084.62,wire,settled
267,328,2023-07-21,13612.18,wire,settled
268,329,2023-08-05,17615.63,ach,settled
269,330,2023-09-25,3124.59,card,settled
270,331,2023-10-07,17948.0,ach,settled
271,332,2023-11-12,11793.9,ach,settled
272,333,2023-12-24,12530.87,wire,settled
273,334,2024-01-24,8456.7,ach,settled
274,335,2024-02-26,546.68,ach,settled
275,336,2024-03-23,15780.35,card,settled
276,339,2024-08-26,23608.38,wire,settled
277,340,2024-09-11,1388.54,ach,settled
278,341,2024-10-08,20372.07,card,settled
279,342,2024-12-14,28430.43,card,settled
280,343,2023-08-22,2648.96,wire,settled
281,344,2023-09-11,18517.96,wire,settled
282,345,2023-10-09,14615.44,wire,settled
283,346,2023-11-21,32544.52,wire,settled
284,347,2024-01-12,8611.12,card,settled
285,348,2024-02-10,10874.37,card,settled
286,349,2024-03-28,4984.86,card,settled
287,350,2024-05-21,1287.04,wire,settled
288,351,2024-06-08,5942.91,card,settled
289,352,2024-08-15,5156.47,card,settled
290,353,2024-10-08,17834.0,wire,settled
291,354,2024-11-19,21617.25,card,settled
292,357,2023-12-06,3325.98,ach,settled
293,358,2024-01-14,1494.01,ach,settled
294,359,2024-02-12,10793.06,ach,settled
295,360,2024-05-14,36272.66,card,settled
296,361,2024-06-06,761.28,card,settled
297,362,2024-07-07,13220.28,ach,settled
298,363,2024-08-23,8454.93,wire,settled
299,364,2024-10-17,15438.59,card,settled
300,365,2024-11-13,763.36,ach,settled
301,366,2024-12-08,6099.83,wire,settled
302,367,2023-07-18,7127.78,card,settled
303,368,2023-08-21,19654.35,wire,settled
304,369,2023-09-16,24207.03,card,settled
305,370,2023-10-09,1262.9,card,settled
306,371,2023-11-19,332.37,card,settled
307,372,2023-12-15,4377.69,wire,settled
308,373,2024-01-07,1656.81,card,settled
309,374,2024-02-09,9794.31,ach,settled
310,375,2024-03-25,10506.29,ach,settled
311,376,2024-07-22,20361.05,wire,settled
312,377,2024-08-23,19137.74,wire,settled
313,378,2024-09-11,20329.97,card,settled
314,379,2024-10-10,4257.64,ach,settled
315,380,2024-11-18,13119.33,card,settled
316,381,2023-07-18,13729.28,ach,settled
317,382,2023-10-09,25528.2,ach,settled
318,383,2023-11-16,6649.4,card,settled
319,384,2024-02-05,3017.58,ach,settled
320,386,2024-06-22,24884.98,card,settled
321,387,2024-07-13,7314.56,card,settled
322,388,2024-08-20,12350.63,ach,settled
323,390,2024-10-23,20317.96,wire,settled
324,391,2024-11-07,24065.0,wire,settled
325,392,2023-07-19,11522.68,ach,settled
326,393,2023-08-05,4031.36,card,settled
327,394,2023-09-22,1912.45,ach,settled
328,395,2023-10-27,12836.02,wire,settled
329,396,2023-11-05,20980.88,ach,settled
330,397,2024-01-13,1721.15,wire,settled
331,398,2024-03-11,13543.97,wire,settled
332,399,2024-05-09,9453.84,wire,settled
333,400,2024-07-07,20131.24,wire,settled
334,401,2024-09-07,13381.99,ach,settled
335,402,2024-10-29,24151.4,ach,settled
336,403,2024-11-08,3711.03,ach,settled
337,404,2024-12-07,10688.82,ach,settled
338,405,2023-07-05,19060.96,wire,settled
339,406,2023-08-10,11697.72,wire,settled
340,407,2023-09-21,9687.09,ach,settled
341,408,2023-10-21,38067.73,wire,settled
342,409,2023-11-18,21282.09,card,settled
343,410,2023-12-28,18392.24,wire,settled
344,411,2024-01-14,29836.61,wire,settled
345,412,2024-03-10,20855.52,wire,settled
346,414,2024-07-05,36542.95,ach,settled
347,415,2024-08-09,4759.32,wire,settled
348,416,2024-10-30,16025.12,ach,settled
349,417,2024-11-10,1246.45,ach,settled
350,418,2024-12-19,27649.18,ach,settled
351,419,2023-08-23,19859.41,wire,settled
352,420,2023-09-20,10690.08,ach,settled
353,421,2023-10-27,12556.37,ach,settled
354,422,2023-12-14,13175.36,wire,settled
355,423,2024-01-22,15797.43,wire,settled
356,424,2024-02-25,23839.3,ach,settled
357,425,2024-03-27,3811.2,wire,settled
358,426,2024-04-23,6315.75,ach,settled
359,427,2024-05-25,1020.51,card,settled
360,428,2024-06-08,7162.6,wire,settled
361,430,2024-09-26,13933.76,card,settled
362,431,2024-10-21,16521.63,card,settled
363,434,2023-11-24,3890.66,card,settled
364,435,2023-12-23,30157.79,wire,settled
365,438,2024-03-07,19073.31,ach,settled
366,440,2024-05-22,18846.43,card,settled
367,442,2024-08-16,829.65,card,settled
368,443,2024-09-24,20641.11,wire,settled
369,444,2024-10-22,16025.76,ach,settled
370,445,2024-11-16,969.5,wire,settled
371,446,2024-12-16,20703.7,card,settled
372,447,2023-07-14,4890.67,ach,settled
373,448,2023-08-17,16352.36,card,settled
374,449,2023-11-22,3290.08,ach,settled
375,450,2024-01-11,14927.58,card,settled
376,451,2024-02-15,6260.55,card,settled
377,452,2024-03-11,1091.94,ach,settled
378,453,2024-04-05,1325.45,card,settled
379,455,2024-07-13,36188.09,ach,settled
380,456,2024-08-09,1813.64,card,settled
381,457,2024-09-27,7610.76,wire,settled
382,459,2024-12-19,17562.44,wire,settled
383,461,2023-08-23,7260.54,wire,settled
384,462,2023-09-10,16165.62,wire,settled
385,463,2023-10-26,28623.52,card,settled
386,464,2023-11-04,13371.51,wire,settled
387,465,2024-03-09,32126.34,ach,settled
388,467,2024-05-19,20508.98,wire,settled
389,471,2024-11-12,19960.3,card,settled
390,472,2024-12-21,9172.68,wire,settled
391,474,2023-08-13,28168.6,card,settled
392,475,2023-09-27,18435.42,card,settled
393,476,2023-10-19,8657.22,card,settled
394,477,2023-11-09,3908.75,card,settled
395,479,2024-02-04,11332.02,wire,settled
396,480,2024-04-10,11875.71,ach,settled
397,481,2024-05-11,13541.52,ach,settled
398,482,2024-07-16,15365.61,card,settled
399,483,2024-08-24,11135.25,card,settled
400,484,2024-10-14,14607.92,ach,settled
401,486,2023-07-14,22604.07,card,settled
402,487,2023-08-07,6566.46,wire,settled
403,488,2023-09-08,2845.66,ach,settled
404,489,2023-12-13,10524.51,wire,settled
405,490,2024-01-22,4913.33,wire,settled
406,491,2024-04-09,39761.84,card,settled
407,492,2024-05-19,17124.74,ach,settled
408,493,2024-06-23,11820.26,card,settled
409,494,2024-07-17,15079.59,wire,settled
410,495,2024-09-19,2898.76,card,settled
411,496,2024-12-10,28192.98,card,settled
412,497,2023-08-24,5260.7,wire,settled
413,498,2023-09-28,29156.27,wire,settled
414,499,2023-10-16,3750.15,card,settled
415,500,2023-11-14,2873.16,wire,settled
416,501,2023-12-05,3584.9,wire,settled
417,502,2024-01-09,32019.95,wire,settled
418,503,2024-02-23,6985.51,card,settled
419,504,2024-03-26,1754.73,ach,settled
420,505,2024-04-25,17861.03,ach,settled
421,506,2024-05-22,16428.79,wire,settled
422,507,2024-06-24,6848.68,ach,settled
423,508,2024-07-15,5601.09,ach,settled
424,509,2024-08-28,11100.4,ach,settled
425,510,2024-09-06,20897.69,ach,settled
426,514,2023-12-23,3341.92,card,settled
427,515,2024-01-16,3337.38,wire,settled
428,516,2024-02-16,16631.8,card,settled
429,517,2024-03-22,19686.68,wire,settled
430,519,2024-06-20,22361.33,wire,settled
431,522,2024-12-17,8498.05,ach,settled
432,523,2023-07-13,20417.52,ach,settled
433,524,2023-08-28,5055.21,wire,settled
434,526,2023-10-16,7244.74,card,settled
435,527,2023-12-11,3682.55,card,settled
436,528,2024-01-09,1829.4,wire,settled
437,530,2024-03-08,27203.14,ach,settled
438,531,2024-04-25,31268.91,wire,settled
439,532,2024-05-28,4447.56,wire,settled
440,533,2024-06-18,3025.17,card,settled
441,534,2024-07-28,8454.69,card,settled
442,536,2024-11-14,13482.91,card,settled
443,537,2024-12-08,21147.57,wire,settled
444,538,2023-07-25,21719.52,ach,settled
445,539,2023-08-20,17591.2,ach,settled
446,540,2023-09-23,8122.38,card,settled
447,541,2023-10-17,17395.72,card,settled
448,542,2023-11-12,7823.76,card,settled
449,543,2024-01-07,1550.1,ach,settled
450,544,2024-04-10,34521.06,wire,settled
451,545,2024-05-08,1352.84,ach,settled
452,546,2024-06-15,9801.84,wire,settled
453,547,2024-07-11,479.12,card,settled
454,548,2024-08-11,5829.68,ach,settled
455,549,2024-09-14,6647.6,card,settled
456,550,2024-10-20,10239.35,ach,settled
457,552,2024-12-08,2049.24,card,settled
458,553,2023-08-07,16015.68,ach,settled
459,554,2023-09-06,3411.62,ach,settled
460,555,2023-10-29,16160.85,ach,settled
461,556,2023-11-17,2035.62,wire,settled
462,557,2023-12-29,3772.8,ach,settled
463,558,2024-02-18,11171.46,wire,settled
464,561,2024-06-14,15733.47,wire,settled
465,562,2024-08-22,5139.4,ach,settled
466,563,2024-10-16,7483.75,card,settled
467,564,2024-12-22,13323.31,ach,settled
468,565,2023-07-10,4524.75,card,settled
469,566,2023-08-20,2754.48,card,settled
470,567,2023-09-08,17952.48,card,settled
471,568,2023-10-13,7055.4,ach,settled
472,569,2023-11-25,11310.96,card,settled
473,570,2024-01-20,26269.2,card,settled
474,571,2024-03-09,18541.55,card,settled
475,572,2024-04-16,111.61,wire,settled
476,573,2024-05-26,7136.08,ach,settled
477,574,2024-06-11,7841.9,wire,settled
478,578,2024-11-06,8006.4,ach,settled
479,579,2024-12-25,20624.48,ach,settled
480,580,2023-08-17,3880.0,ach,settled
481,581,2023-09-09,30558.3,ach,settled
482,582,2023-11-22,7833.92,ach,settled
483,583,2024-01-19,15528.85,wire,settled
484,584,2024-02-12,3994.98,wire,settled
485,585,2024-03-12,9835.41,card,settled
486,586,2024-04-13,10882.95,wire,settled
487,587,2024-05-23,6598.04,card,settled
488,588,2024-06-23,1383.57,wire,settled
489,589,2024-08-25,14215.86,card,settled
490,590,2024-09-21,13725.84,card,settled
491,591,2024-10-27,9939.62,ach,settled
492,593,2024-12-16,13068.24,ach,settled
493,594,2023-07-20,8781.43,card,settled
494,595,2023-08-11,19711.1,wire,settled
495,596,2023-09-14,16002.92,wire,settled
496,597,2023-10-23,28117.08,ach,settled
497,598,2023-11-18,17563.42,wire,settled
498,599,2023-12-21,10527.7,card,settled
499,600,2024-02-24,11963.34,ach,settled
500,602,2024-05-26,12897.35,wire,settled
501,603,2024-06-11,15682.65,wire,settled
502,604,2024-07-09,9672.4,card,settled
503,605,2024-08-09,1438.73,ach,settled
504,606,2024-09-09,4446.61,ach,settled
505,607,2024-10-07,14444.32,ach,settled
506,608,2024-11-18,5245.92,card,settled
507,609,2023-07-11,998.21,ach,settled
508,610,2023-09-27,12413.28,ach,settled
509,611,2023-10-25,10402.56,ach,settled
510,612,2023-11-05,21014.4,card,settled
511,613,2023-12-08,25387.16,wire,settled
512,614,2024-01-11,844.8,card,settled
513,615,2024-03-11,3417.36,ach,settled
514,616,2024-04-23,4279.32,wire,settled
515,617,2024-05-10,21685.66,wire,settled
516,618,2024-06-11,20563.7,card,settled
517,619,2024-07-18,5702.5,wire,settled
518,620,2024-08-18,35714.81,ach,settled
519,622,2024-12-13,4036.92,ach,settled
520,623,2023-08-27,31733.55,card,settled
521,624,2023-09-27,17715.2,card,settled
522,625,2023-11-27,14007.36,wire,settled
523,626,2023-12-21,5696.3,wire,settled
524,627,2024-01-28,22441.25,card,settled
525,629,2024-04-21,29385.79,ach,settled
526,631,2024-06-25,17251.4,ach,settled
527,632,2024-07-22,16508.57,ach,settled
528,633,2024-08-25,18776.65,ach,settled
529,634,2024-12-08,8256.04,card,settled
530,635,2023-07-12,7118.15,ach,settled
531,636,2023-08-25,17158.67,wire,settled
532,637,2023-09-22,36276.55,ach,settled
533,638,2023-10-15,16853.41,wire,settled
534,640,2023-12-18,6247.3,wire,settled
535,641,2024-01-27,22431.9,ach,settled
536,642,2024-02-13,13289.09,card,settled
537,643,2024-03-12,9789.58,ach,settled
538,644,2024-04-11,31235.19,card,settled
539,645,2024-05-11,15764.81,card,settled
540,647,2024-07-16,7192.85,ach,settled
541,648,2024-08-07,38536.94,ach,settled
542,649,2023-07-20,2047.32,wire,settled
543,650,2023-08-15,5007.0,ach,settled
544,653,2023-12-23,28087.97,wire,settled
545,654,2024-01-14,18412.0,ach,settled
546,655,2024-02-15,11189.2,wire,settled
547,656,2024-03-12,26882.85,wire,settled
548,657,2024-04-24,22730.48,wire,settled
549,658,2024-05-09,11905.2,card,settled
550,659,2024-06-09,20369.49,ach,settled
551,660,2024-07-08,950.35,card,settled
552,662,2024-10-18,18129.22,ach,settled
553,663,2024-11-24,11429.04,card,settled
554,664,2023-07-20,5598.86,wire,settled
555,665,2023-09-20,10017.5,ach,settled
556,666,2023-10-13,36193.16,ach,settled
557,667,2023-11-19,8057.95,wire,settled
558,668,2023-12-17,8983.85,card,settled
559,669,2024-01-21,732.2,wire,settled
560,670,2024-02-16,4303.54,wire,settled
561,671,2024-04-11,1245.64,ach,settled
562,672,2024-05-19,14865.9,ach,settled
563,673,2024-06-11,22109.63,ach,settled
564,674,2024-07-06,10247.7,ach,settled
565,675,2024-08-16,17506.29,ach,settled
566,676,2024-09-11,19081.71,ach,settled
567,677,2024-11-27,10830.84,card,settled
568,678,2024-12-14,9284.45,card,settled
569,680,2023-11-11,1170.97,ach,settled
570,681,2023-12-25,2587.4,ach,settled
571,683,2024-02-14,11985.28,wire,settled
572,684,2024-04-19,13671.63,wire,settled
573,685,2024-05-25,8886.56,ach,settled
574,686,2024-07-23,13774.11,card,settled
575,690,2024-11-28,41039.25,wire,settled
576,691,2024-12-18,1973.74,ach,settled
577,692,2023-07-09,9878.0,ach,settled
578,693,2023-08-18,22667.3,card,settled
579,694,2023-09-17,7526.24,wire,settled
580,696,2023-11-26,3374.88,ach,settled
581,697,2023-12-25,16851.7,card,settled
582,698,2024-01-21,12948.48,card,settled
583,699,2024-02-05,5422.16,wire,settled
584,700,2024-04-12,3446.91,ach,settled
585,701,2024-05-15,8639.2,wire,settled
586,702,2024-06-18,10645.11,card,settled
587,703,2024-08-08,3788.57,ach,settled
588,704,2024-10-10,10293.0,card,settled
589,705,2024-12-06,22957.4,card,settled
590,706,2023-07-16,7157.08,ach,settled
591,707,2023-08-17,5426.16,card,settled
592,708,2023-09-25,21155.95,card,settled
593,710,2023-11-15,10687.6,ach,settled
594,711,2023-12-16,818.04,wire,settled
595,712,2024-01-19,2404.56,wire,settled
596,714,2024-03-08,17180.46,wire,settled
597,715,2024-04-06,22372.89,wire,settled
598,716,2024-06-09,14866.81,ach,settled
599,717,2024-07-07,37414.62,wire,settled
600,719,2024-09-13,14558.51,wire,settled
601,720,2024-10-17,21036.18,wire,settled
602,721,2023-07-16,15299.91,ach,settled
603,722,2023-10-11,30923.13,ach,settled
604,723,2023-11-24,4117.32,wire,settled
605,724,2024-01-11,5175.17,wire,settled
606,725,2024-02-23,19789.3,ach,settled
607,726,2024-04-12,13484.34,card,settled
608,727,2024-05-12,3703.03,ach,settled
609,728,2024-06-23,13875.74,ach,settled
610,729,2024-07-22,24267.44,card,settled
611,730,2024-09-24,13217.31,card,settled
612,731,2024-11-22,3415.0,ach,settled
613,732,2024-12-15,5556.12,card,settled
614,733,2023-08-13,21654.51,wire,settled
615,734,2023-09-21,15357.9,ach,settled
616,736,2024-02-17,1974.68,ach,settled
617,737,2024-04-07,737.44,wire,settled
618,738,2024-06-18,1512.18,card,settled
619,740,2024-08-16,14147.13,card,settled
620,741,2024-09-15,10808.15,ach,settled
621,742,2024-11-13,2338.91,ach,settled
622,744,2023-07-08,14474.29,ach,settled
623,745,2023-08-27,10729.2,ach,settled
624,746,2023-09-07,3837.72,card,settled
625,747,2023-11-13,8351.45,wire,settled
626,749,2024-01-24,5850.72,card,settled
627,750,2024-02-11,11707.57,card,settled
628,752,2024-05-28,5938.88,wire,settled
629,753,2024-06-12,15754.96,wire,settled
630,754,2024-07-07,26086.72,ach,settled
631,755,2024-08-07,8405.57,card,settled
632,756,2024-09-07,1228.42,ach,settled
633,758,2024-12-22,12455.9,ach,settled
634,759,2023-07-08,1255.91,wire,settled
635,760,2023-08-13,15686.2,wire,settled
636,761,2023-09-20,24506.66,wire,settled
637,762,2023-11-23,6102.15,ach,settled
638,764,2024-01-04,3321.26,wire,settled
639,765,2024-02-19,10755.18,ach,settled
640,766,2024-03-05,9221.04,ach,settled
641,767,2024-04-10,23580.49,wire,settled
642,770,2024-08-21,13738.86,card,settled
643,772,2024-11-21,12102.24,ach,settled
644,773,2024-12-25,14892.12,ach,settled
