po_id,vendor_id,ordered_on,amount,status,department
366,68,2024-07-10,6553.5,fulfilled,People
367,54,2024-04-27,16366.57,fulfilled,Sales
368,14,2023-09-27,15001.65,open,Product
369,13,2024-03-28,2599.1,fulfilled,Sales
370,46,2024-06-17,25407.44,fulfilled,People
371,20,2023-08-05,19015.36,fulfilled,Engineering
372,76,2023-09-14,39287.56,fulfilled,Finance
373,22,2024-10-07,5812.18,fulfilled,Engineering
374,65,2023-09-01,33366.85,fulfilled,Operations
375,28,2024-06-05,29381.69,fulfilled,Engineering
376,34,2024-02-20,3242.07,fulfilled,Marketing
377,12,2024-10-21,37133.48,fulfilled,Finance
378,5,2024-05-21,20537.28,fulfilled,Support
379,25,2024-04-20,5421.29,fulfilled,Engineering
380,70,2023-12-20,33277.42,fulfilled,Product
381,6,2024-10-10,13053.77,fulfilled,Product
382,32,2024-08-02,9577.93,canceled,Marketing
383,22,2024-09-05,27713.96,open,People
384,73,2024-07-07,39410.27,fulfilled,Product
385,23,2024-01-20,29501.32,fulfilled,Finance
386,20,2024-12-08,35945.04,fulfilled,Sales
387,38,2024-03-31,8784.28,fulfilled,Support
388,17,2024-08-15,16785.16,fulfilled,Marketing
389,33,2024-10-13,13499.91,canceled,Sales
390,28,2024-07-22,7178.31,open,Operations
391,39,2024-09-30,9281.5,open,Engineering
392,71,2024-11-30,22760.69,open,Engineering
393,61,2023-11-21,29576.36,fulfilled,Marketing
394,63,2024-08-09,35610.91,fulfilled,Engineering
395,7,2024-05-12,22789.44,open,Product
396,72,2024-09-19,33264.31,fulfilled,Support
397,63,2024-03-05,10860.6,fulfilled,Operations
398,65,2024-09-15,20283.92,fulfilled,Product
399,29,2024-08-02,31530.96,fulfilled,Product
400,24,2024-12-31,38698.95,fulfilled,Marketing
401,62,2024-12-29,7959.62,open,Engineering
402,4,2024-08-18,13438.59,fulfilled,Operations
403,68,2023-12-23,4288.11,fulfilled,Marketing
404,15,2023-07-27,27017.74,fulfilled,Sales
405,26,2024-04-20,17665.36,fulfilled,Operations
406,66,2024-08-06,21930.19,fulfilled,Finance
407,24,2023-10-29,34327.65,fulfilled,Product
408,14,2023-12-06,25965.36,fulfilled,Finance
409,2,2023-07-17,32644.05,fulfilled,Product
410,42,2023-12-30,13788.54,fulfilled,Sales
411,30,2023-12-08,2308.49,fulfilled,Support
412,4,2024-04-22,36578.4,fulfilled,Finance
413,64,2024-11-24,26693.35,fulfilled,Support
414,42,2024-03-28,25324.86,fulfilled,People
415,55,2024-03-26,32800.41,fulfilled,People
416,59,2024-04-03,21729.25,fulfilled,Marketing
417,9,2024-06-11,11696.83,fulfilled,Finance
418,68,2024-09-07,7922.91,fulfilled,Product
419,30,2024-07-15,38178.05,fulfilled,Support
420,60,2024-11-20,25542.83,fulfilled,Product
421,35,2023-09-28,21203.92,fulfilled,Support
422,3,2023-10-26,20151.87,fulfilled,Support
423,25,2023-10-30,33107.48,fulfilled,Marketing
424,80,2024-09-19,9312.34,fulfilled,Product
425,9,2024-04-03,6317.69,fulfilled,People
426,69,2024-06-14,30469.66,fulfilled,Sales
427,62,2024-11-09,21509.28,fulfilled,Marketing
428,73,2024-01-26,38545.92,fulfilled,People
429,2,2023-07-10,27046.15,fulfilled,Finance
430,43,2024-04-11,12371.92,fulfilled,Support
431,54,2024-10-24,38426.5,fulfilled,Sales
432,74,2023-07-13,32618.67,fulfilled,Marketing
433,22,2023-07-05,23649.94,fulfilled,Support
434,23,2024-03-27,8255.11,fulfilled,Engineering
435,21,2024-12-12,6635.68,fulfilled,Engineering
436,35,2023-07-21,25317.18,open,Support
437,78,2024-05-10,27968.67,fulfilled,Marketing
438,42,2024-07-04,28756.24,fulfilled,Finance
439,47,2024-08-06,3393.86,open,Support
440,12,2024-10-25,12124.24,open,Engineering
441,31,2023-12-02,3990.1,open,Operations
442,59,2024-04-05,8309.86,fulfilled,Operations
443,11,2024-05-21,24792.03,fulfilled,Operations
444,67,2024-10-20,28107.53,fulfilled,Operations
445,60,2024-11-15,37594.43,fulfilled,Operations
446,11,2024-06-10,27011.49,fulfilled,Product
447,25,2024-01-17,16833.28,open,Product
448,76,2024-06-29,1693.23,fulfilled,Product
449,20,2024-11-11,36434.44,fulfilled,Product
450,23,2023-10-12,19276.61,fulfilled,Operations
451,10,2023-08-31,34879.13,canceled,Product
452,54,2023-12-30,3496.31,fulfilled,People
453,77,2024-04-04,4431.4,fulfilled,Operations
454,3,2024-03-15,27203.48,fulfilled,Engineering
455,74,2023-07-07,16611.12,fulfilled,Sales
456,19,2023-07-05,39761.1,fulfilled,Operations
457,51,2023-07-12,39025.25,fulfilled,Operations
458,35,2023-09-20,12893.48,open,Marketing
459,70,2024-01-01,1942.91,canceled,Product
460,17,2024-08-12,8989.75,open,Support
461,42,2023-08-19,28033.28,fulfilled,Product
462,21,2024-05-25,5354.53,fulfilled,Sales
463,58,2024-06-22,35231.94,canceled,Marketing
464,11,2024-08-13,17341.71,open,Operations
465,23,2024-11-10,28858.57,open,People
466,79,2024-08-09,19645.74,fulfilled,Support
467,48,2024-03-30,24986.93,open,Product
468,54,2023-07-17,11079.54,canceled,Engineering
469,33,2024-09-04,35777.46,fulfilled,Product
470,38,2024-08-09,28788.93,fulfilled,Support
471,78,2023-08-26,21901.42,open,People
472,40,2024-03-15,503.04,fulfilled,Finance
473,19,2024-10-21,19225.39,fulfilled,People
474,40,2024-06-21,35860.23,fulfilled,Product
475,56,2023-12-14,10417.0,open,Sales
476,48,2024-11-25,19976.41,fulfilled,Product
477,68,2024-11-30,38496.58,fulfilled,Sales
478,39,2024-12-08,3051.57,fulfilled,Product
479,48,2024-09-15,22585.96,fulfilled,Finance
480,20,2024-08-16,26886.45,fulfilled,Finance
481,16,2024-06-27,36605.09,open,Support
482,24,2024-03-25,33804.47,fulfilled,Support
483,2,2023-12-25,24498.62,fulfilled,Sales
484,56,2024-10-11,21170.96,fulfilled,People
485,61,2023-11-09,13309.95,fulfilled,Product
486,7,2024-07-22,12888.66,fulfilled,Support
487,62,2023-08-20,24643.17,open,Product
488,78,2023-07-27,19220.12,fulfilled,Engineering
489,29,2023-07-07,6753.07,fulfilled,Support
490,71,2024-03-12,19088.65,fulfilled,Operations
491,2,2023-08-12,9931.51,fulfilled,Product
492,74,2024-09-24,32222.48,fulfilled,Product
493,15,2023-12-18,1361.13,fulfilled,People
494,7,2024-07-12,29361.93,open,Product
495,8,2024-10-16,11294.89,fulfilled,Marketing
496,20,2024-09-27,11922.48,fulfilled,Marketing
497,6,2024-02-05,33704.89,fulfilled,Marketing
498,30,2023-12-13,8378.9,fulfilled,Product
499,67,2024-12-28,8078.0,fulfilled,Support
500,64,2024-03-25,13940.47,fulfilled,Marketing
501,33,2023-11-15,3356.94,fulfilled,Marketing
502,14,2023-08-26,19392.6,fulfilled,Sales
503,17,2024-12-10,16824.96,fulfilled,Product
504,40,2024-11-06,9264.93,fulfilled,Support
505,23,2023-11-30,16938.84,open,People
506,50,2023-07-05,4427.17,fulfilled,Engineering
507,36,2024-12-20,33938.98,fulfilled,Marketing
508,26,2024-08-17,18508.28,fulfilled,Engineering
509,12,2023-10-01,5332.36,fulfilled,Marketing
510,65,2023-10-16,15387.76,fulfilled,Sales
511,71,2024-01-04,20986.94,fulfilled,Engineering
512,36,2024-12-07,29974.45,fulfilled,Finance
513,36,2024-07-26,30148.89,fulfilled,People
514,20,2023-12-11,36821.1,fulfilled,Marketing
515,73,2023-07-30,36869.07,fulfilled,Engineering
516,16,2024-12-30,36308.17,fulfilled,Support
517,26,2023-11-27,39346.33,fulfilled,Product
518,61,2023-11-15,36285.84,open,Sales
519,10,2024-07-14,27553.64,fulfilled,People
520,40,2024-05-02,2432.23,open,Engineering
521,62,2023-07-16,19365.17,canceled,Product
522,67,2023-12-09,32246.04,fulfilled,Operations
523,12,2024-03-22,27863.19,fulfilled,Sales
524,36,2024-01-26,31744.9,fulfilled,Marketing
525,1,2024-05-18,4577.71,open,Product
526,76,2024-02-20,7671.13,fulfilled,Engineering
527,35,2023-11-18,25899.12,fulfilled,Operations
528,39,2024-03-16,10041.97,fulfilled,Support
529,24,2024-05-26,739.46,fulfilled,Product
530,42,2024-03-26,14197.26,open,Engineering
531,52,2023-09-30,38750.79,fulfilled,Operations
532,9,2024-09-14,38199.1,fulfilled,Operations
533,56,2024-12-07,36034.2,fulfilled,Support
534,52,2024-02-07,2659.97,canceled,People
535,2,2024-10-07,17871.08,canceled,Operations
536,7,2023-09-24,13433.08,fulfilled,Finance
537,60,2023-08-30,19498.75,canceled,Finance
538,36,2024-04-24,16452.56,open,Marketing
539,5,2023-09-17,20147.85,fulfilled,Operations
540,30,2023-12-06,29609.62,fulfilled,Operations
541,5,2024-11-08,16733.93,open,Finance
542,58,2024-11-10,5016.67,open,Support
543,56,2024-05-28,5818.23,canceled,Product
544,78,2023-07-10,32976.58,canceled,Support
545,40,2024-07-12,32069.82,fulfilled,Support
546,67,2024-09-09,37420.07,fulfilled,People
547,52,2024-03-06,29364.57,fulfilled,Marketing
548,58,2024-07-21,5402.82,open,Marketing
549,66,2023-09-10,10702.72,fulfilled,Engineering
550,3,2024-01-24,37951.53,fulfilled,Engineering
551,75,2024-07-15,27509.72,fulfilled,Sales
552,52,2023-12-07,38354.48,fulfilled,Marketing
553,35,2023-12-05,18963.7,fulfilled,Sales
554,45,2023-12-16,39481.29,fulfilled,Finance
555,67,2024-01-20,26031.58,canceled,Support
556,72,2023-12-04,13945.49,fulfilled,People
557,31,2024-09-09,31973.55,fulfilled,Product
