line_id,invoice_id,description,quantity,unit_price,line_total
112,57,add-on seats,8,1523.38,12187.04
113,57,support plan,10,1446.93,14469.3
114,58,usage overage,9,1513.42,13620.78
115,58,subscription,2,840.45,1680.9
116,58,usage overage,4,276.72,1106.88
117,59,add-on seats,7,864.64,6052.48
118,59,add-on seats,6,79.65,477.9
119,60,onboarding services,10,1147.5,11475.0
120,61,subscription,8,1527.4,12219.2
121,61,usage overage,1,1519.59,1519.59
122,61,subscription,10,1534.23,15342.3
123,62,add-on seats,10,599.31,5993.1
124,62,subscription,6,1040.51,6243.06
125,63,add-on seats,10,1694.2,16942.0
126,64,add-on seats,2,976.45,1952.9
127,65,add-on seats,2,1267.56,2535.12
128,65,support plan,10,1122.75,11227.5
129,65,onboarding services,9,1226.75,11040.75
130,66,support plan,5,805.48,4027.4
131,67,add-on seats,9,752.13,6769.17
132,67,subscription,5,942.04,4710.2
133,67,subscription,2,1678.4,3356.8
134,68,usage overage,7,86.54,605.78
135,68,add-on seats,8,1609.65,12877.2
136,68,usage overage,6,939.87,5639.22
137,69,subscription,1,1001.94,1001.94
138,69,subscription,8,475.04,3800.32
139,69,usage overage,6,807.28,4843.68
140,70,usage overage,7,1382.46,9677.22
141,70,support plan,7,1210.93,8476.51
142,70,support plan,2,839.96,1679.92
143,71,subscription,5,1188.71,5943.55
144,72,subscription,4,1701.75,6807.0
145,73,subscription,6,1070.67,6424.02
146,73,usage overage,2,1227.48,2454.96
147,74,support plan,10,1671.68,16716.8
148,74,subscription,5,1008.36,5041.8
149,74,usage overage,9,883.99,7955.91
150,75,subscription,3,394.43,1183.29
151,75,usage overage,9,1622.99,14606.91
152,76,usage overage,9,1520.6,13685.4
153,77,add-on seats,4,1409.56,5638.24
154,77,usage overage,10,978.35,9783.5
155,78,support plan,4,388.54,1554.16
156,78,usage overage,5,192.53,962.65
157,79,onboarding services,6,413.69,2482.14
158,79,onboarding services,7,556.47,3895.29
159,80,support plan,7,79.44,556.08
160,81,usage overage,5,1451.71,7258.55
161,81,support plan,6,146.89,881.34
162,81,onboarding services,3,1721.23,5163.69
163,82,usage overage,6,821.88,4931.28
164,83,subscription,5,434.07,2170.35
165,83,onboarding services,6,1482.89,8897.34
166,84,support plan,8,745.59,5964.72
167,84,onboarding services,3,987.12,2961.36
168,84,support plan,4,173.81,695.24
169,85,usage overage,10,1357.88,13578.8
170,85,onboarding services,4,1281.24,5124.96
171,85,subscription,10,1670.3,16703.0
172,86,usage overage,2,1689.96,3379.92
173,87,support plan,6,108.26,649.56
174,88,support plan,8,721.7,5773.6
175,88,onboarding services,5,194.13,970.65
176,88,add-on seats,5,1473.66,7368.3
177,89,add-on seats,3,1690.04,5070.12
178,89,subscription,9,1242.72,11184.48
179,90,usage overage,4,743.92,2975.68
180,90,usage overage,10,1231.11,12311.1
181,90,onboarding services,4,478.18,1912.72
182,91,onboarding services,1,1530.22,1530.22
183,92,support plan,10,322.44,3224.4
184,92,onboarding services,6,1711.19,10267.14
185,93,subscription,9,1281.88,11536.92
186,93,add-on seats,4,602.91,2411.64
187,94,subscription,9,501.26,4511.34
188,94,onboarding services,3,737.91,2213.73
189,95,usage overage,9,1479.65,13316.85
190,95,subscription,6,1087.71,6526.26
191,96,usage overage,8,945.88,7567.04
192,97,subscription,9,94.67,852.03
193,98,usage overage,9,1046.54,9418.86
194,99,support plan,3,1472.22,4416.66
195,100,subscription,8,1126.32,9010.56
196,100,onboarding services,6,1013.36,6080.16
197,101,onboarding services,1,898.32,898.32
198,101,support plan,3,743.55,2230.65
199,102,add-on seats,9,483.29,4349.61
200,102,usage overage,6,1303.49,7820.94
201,103,onboarding services,10,1226.6,12266.0
202,104,add-on seats,7,1255.1,8785.7
203,104,usage overage,7,917.82,6424.74
204,104,support plan,8,131.01,1048.08
205,105,add-on seats,8,389.05,3112.4
206,106,usage overage,8,232.73,1861.84
207,106,subscription,4,901.83,3607.32
208,107,subscription,4,791.65,3166.6
209,107,onboarding services,5,382.15,1910.75
210,108,onboarding services,6,632.4,3794.4
211,108,add-on seats,6,899.29,5395.74
212,108,support plan,4,1171.22,4684.88
213,109,onboarding services,8,787.38,6299.04
214,109,support plan,5,338.49,1692.45
215,109,onboarding services,4,1000.25,4001.0
216,110,usage overage,6,1609.17,9655.02
217,110,onboarding services,10,157.8,1578.0
218,111,usage overage,7,1042.13,7294.91
219,111,add-on seats,4,1193.09,4772.36
220,112,usage overage,2,788.97,1577.94
221,112,support plan,6,1467.03,8802.18
222,112,subscription,10,331.28,3312.8
223,113,usage overage,5,824.44,4122.2
224,113,onboarding services,3,887.47,2662.41
225,113,onboarding services,7,1714.42,12000.94
226,114,usage overage,9,270.09,2430.81
227,114,onboarding services,6,607.23,3643.38
228,114,support plan,3,103.07,309.21
229,115,add-on seats,3,952.25,2856.75
230,115,usage overage,7,869.95,6089.65
231,116,onboarding services,9,623.75,5613.75
232,116,usage overage,6,1312.92,7877.52
233,116,support plan,10,553.35,5533.5
234,117,subscription,8,1194.25,9554.0
235,117,support plan,8,624.26,4994.08
236,118,subscription,10,1304.1,13041.0
237,118,onboarding services,10,85.96,859.6
238,118,subscription,5,1101.62,5508.1
239,119,onboarding services,2,1678.27,3356.54
240,119,subscription,6,1360.06,8160.36
241,119,usage overage,6,1051.07,6306.42
242,120,support plan,4,999.25,3997.0
243,120,usage overage,7,1134.52,7941.64
244,120,support plan,2,282.51,565.02
245,121,onboarding services,9,352.59,3173.31
246,121,subscription,6,784.44,4706.64
247,122,add-on seats,9,816.16,7345.44
248,122,support plan,4,730.82,2923.28
249,123,usage overage,3,1024.22,3072.66
250,124,usage overage,3,1358.8,4076.4
251,124,add-on seats,1,1325.8,1325.8
252,124,onboarding services,10,1465.06,14650.6
253,125,support plan,3,628.31,1884.93
254,126,usage overage,7,329.93,2309.51
255,127,usage overage,9,202.17,1819.53
256,127,support plan,7,1659.47,11616.29
257,127,usage overage,8,705.81,5646.48
258,128,support plan,9,219.19,1972.71
259,129,usage overage,2,884.52,1769.04
260,129,support plan,9,885.7,7971.3
261,130,subscription,5,1188.66,5943.3
262,130,usage overage,10,141.62,1416.2
263,131,usage overage,3,912.85,2738.55
264,131,support plan,2,1045.8,2091.6
265,131,support plan,6,1143.54,6861.24
266,132,add-on seats,10,780.78,7807.8
267,132,usage overage,2,1450.41,2900.82
268,133,add-on seats,7,447.42,3131.94
269,133,usage overage,1,211.47,211.47
270,134,usage overage,6,200.01,1200.06
271,135,support plan,9,897.18,8074.62
272,135,add-on seats,10,384.76,3847.6
273,136,onboarding services,10,1679.22,16792.2
274,136,support plan,9,278.28,2504.52
275,137,support plan,10,1405.48,14054.8
276,138,support plan,5,1443.01,7215.05
277,138,onboarding services,3,121.46,364.38
278,139,usage overage,3,1066.62,3199.86
279,139,subscription,9,535.51,4819.59
280,139,support plan,6,489.87,2939.22
281,140,onboarding services,3,1513.25,4539.75
282,140,add-on seats,2,530.55,1061.1
283,140,usage overage,2,624.39,1248.78
284,141,subscription,2,1648.5,3297.0
285,141,usage overage,9,886.89,7982.01
286,141,usage overage,2,1526.51,3053.02
287,142,subscription,4,789.89,3159.56
288,142,support plan,8,1639.28,13114.24
289,142,onboarding services,2,1536.36,3072.72
290,143,support plan,5,658.14,3290.7
291,144,add-on seats,6,227.86,1367.16
292,144,subscription,2,881.14,1762.28
293,144,add-on seats,4,528.62,2114.48
294,145,support plan,5,1100.62,5503.1
295,145,subscription,7,800.66,5604.62
296,146,onboarding services,8,1518.61,12148.88
297,146,onboarding services,6,759.8,4558.8
298,147,support plan,3,319.49,958.47
299,148,add-on seats,8,113.06,904.48
300,149,usage overage,7,630.83,4415.81
301,150,add-on seats,10,296.31,2963.1
302,151,support plan,5,622.35,3111.75
303,151,usage overage,4,1658.54,6634.16
304,152,usage overage,4,1506.48,6025.92
305,152,add-on seats,7,1261.27,8828.89
306,152,onboarding services,5,791.34,3956.7
307,153,onboarding services,4,1097.7,4390.8
308,154,usage overage,1,442.26,442.26
309,155,onboarding services,10,1357.11,13571.1
310,156,onboarding services,5,998.32,4991.6
311,156,add-on seats,6,1020.38,6122.28
312,156,usage overage,7,1426.35,9984.45
313,157,add-on seats,3,677.67,2033.01
314,158,subscription,4,727.64,2910.56
315,158,add-on seats,5,516.39,2581.95
316,159,add-on seats,6,157.91,947.46
317,159,onboarding services,7,1457.35,10201.45
318,160,subscription,4,168.04,672.16
319,160,onboarding services,1,911.33,911.33
320,161,onboarding services,1,1664.21,1664.21
321,162,support plan,5,1602.77,8013.85
322,163,subscription,9,934.44,8409.96
323,164,support plan,10,89.98,899.8
324,164,subscription,6,483.67,2902.02
325,165,subscription,4,248.65,994.6
326,165,add-on seats,9,1715.64,15440.76
327,165,add-on seats,3,1657.61,4972.83
328,166,subscription,9,416.81,3751.29
329,166,onboarding services,10,774.69,7746.9
330,166,onboarding services,3,830.44,2491.32
331,167,usage overage,3,754.72,2264.16
332,167,add-on seats,2,1334.23,2668.46
333,168,subscription,10,1609.39,16093.9
334,168,add-on seats,6,1018.99,6113.94
335,168,onboarding services,6,926.99,5561.94
336,169,subscription,7,1297.19,9080.33
337,169,subscription,3,552.14,1656.42
338,169,add-on seats,1,1098.52,1098.52
339,170,subscription,9,707.75,6369.75
340,171,onboarding services,8,1504.12,12032.96
341,171,usage overage,1,799.41,799.41
342,171,add-on seats,10,1203.8,12038.0
343,172,subscription,3,1448.29,4344.87
344,173,subscription,4,540.81,2163.24
345,173,add-on seats,10,347.61,3476.1
346,174,usage overage,8,1425.32,11402.56
347,174,add-on seats,9,912.9,8216.1
348,174,support plan,2,1425.11,2850.22
349,175,onboarding services,4,1744.49,6977.96
350,175,support plan,3,225.36,676.08
351,175,support plan,9,1105.55,9949.95
352,176,add-on seats,1,416.34,416.34
353,177,add-on seats,5,1035.44,5177.2
354,177,support plan,1,1142.15,1142.15
355,178,support plan,10,1223.61,12236.1
356,178,usage overage,1,398.11,398.11
357,178,subscription,9,1119.1,10071.9
358,179,support plan,2,190.9,381.8
359,180,support plan,3,94.94,284.82
360,180,add-on seats,1,436.34,436.34
361,181,subscription,4,151.56,606.24
362,182,onboarding services,6,709.86,4259.16
363,182,usage overage,3,69.6,208.8
364,183,add-on seats,6,854.37,5126.22
365,183,support plan,9,893.52,8041.68
366,183,support plan,10,452.06,4520.6
367,184,usage overage,5,1666.15,8330.75
368,185,usage overage,8,1448.57,11588.56
369,186,onboarding services,5,729.78,3648.9
370,187,add-on seats,7,94.64,662.48
371,187,onboarding services,4,537.33,2149.32
372,187,add-on seats,10,1615.81,16158.1
373,188,subscription,4,1123.98,4495.92
374,188,add-on seats,7,503.53,3524.71
375,188,usage overage,4,1145.68,4582.72
376,189,add-on seats,6,1711.26,10267.56
377,190,usage overage,2,226.92,453.84
378,190,onboarding services,5,1726.67,8633.35
379,191,subscription,4,1116.18,4464.72
380,191,add-on seats,8,1330.97,10647.76
381,191,subscription,10,630.16,6301.6
382,192,usage overage,2,905.33,1810.66
383,192,subscription,6,1667.59,10005.54
384,192,support plan,3,1297.93,3893.79
385,193,onboarding services,8,1556.88,12455.04
386,194,subscription,6,1626.42,9758.52
387,195,add-on seats,8,1183.18,9465.44
388,195,subscription,5,708.52,3542.6
389,196,subscription,2,1571.93,3143.86
390,196,add-on seats,10,985.07,9850.7
391,196,support plan,9,147.17,1324.53
392,197,add-on seats,5,1595.93,7979.65
393,197,add-on seats,10,1736.98,17369.8
394,197,add-on seats,1,1248.89,1248.89
395,198,add-on seats,5,339.98,1699.9
396,198,subscription,2,399.79,799.58
397,199,usage overage,2,1240.36,2480.72
398,199,support plan,2,1607.53,3215.06
399,199,subscription,6,1128.9,6773.4
400,200,add-on seats,7,718.99,5032.93
401,201,subscription,3,356.36,1069.08
402,201,add-on seats,5,1065.2,5326.0
403,201,support plan,10,758.63,7586.3
404,202,add-on seats,3,1434.05,4302.15
405,202,subscription,9,1752.87,15775.83
406,202,add-on seats,8,1470.48,11763.84
407,203,add-on seats,9,957.42,8616.78
408,203,support plan,10,177.13,1771.3
409,203,add-on seats,9,910.29,8192.61
410,204,subscription,4,904.4,3617.6
411,205,add-on seats,7,1689.8,11828.6
412,205,subscription,7,1585.28,11096.96
413,206,add-on seats,5,1053.62,5268.1
414,206,onboarding services,7,844.45,5911.15
415,206,onboarding services,1,1717.69,1717.69
416,207,support plan,10,1750.41,17504.1
417,207,add-on seats,4,1486.81,5947.24
418,207,support plan,8,483.63,3869.04
419,208,add-on seats,8,1439.91,11519.28
420,209,usage overage,4,1725.2,6900.8
421,209,usage overage,8,381.43,3051.44
422,210,onboarding services,10,1649.11,16491.1
423,211,usage overage,7,311.85,2182.95
424,211,subscription,3,1149.88,3449.64
425,211,support plan,8,268.09,2144.72
426,212,add-on seats,4,829.03,3316.12
427,213,subscription,4,790.55,3162.2
428,213,subscription,2,1714.8,3429.6
429,213,onboarding services,2,947.71,1895.42
430,214,support plan,7,188.98,1322.86
431,214,usage overage,3,1015.65,3046.95
432,214,support plan,9,1692.18,15229.62
433,215,onboarding services,7,471.62,3301.34
434,216,support plan,2,980.01,1960.02
435,216,usage overage,10,1684.0,16840.0
436,216,add-on seats,8,1716.65,13733.2
437,217,add-on seats,4,755.81,3023.24
438,218,support plan,4,1428.38,5713.52
439,218,onboarding services,7,1460.39,10222.73
440,218,subscription,1,1670.29,1670.29
441,219,support plan,9,1505.16,13546.44
442,219,support plan,9,1481.72,13335.48
443,219,add-on seats,8,117.73,941.84
444,220,usage overage,5,304.28,1521.4
445,220,onboarding services,5,443.99,2219.95
446,221,usage overage,7,1710.21,11971.47
447,221,subscription,4,1130.56,4522.24
448,222,add-on seats,2,1595.27,3190.54
449,223,support plan,9,590.37,5313.33
450,224,support plan,1,1068.11,1068.11
451,225,onboarding services,5,893.3,4466.5
452,225,support plan,1,358.72,358.72
453,225,add-on seats,9,382.73,3444.57
454,226,support plan,5,1087.99,5439.95
455,226,add-on seats,8,1644.42,13155.36
456,226,add-on seats,2,1294.42,2588.84
457,227,subscription,4,890.59,3562.36
458,228,subscription,7,165.23,1156.61
459,228,subscription,5,1677.0,8385.0
460,229,onboarding services,4,567.24,2268.96
461,229,support plan,7,263.5,1844.5
462,229,add-on seats,3,1112.71,3338.13
463,230,add-on seats,4,147.63,590.52
464,230,support plan,1,641.61,641.61
465,230,subscription,6,1006.02,6036.12
466,231,add-on seats,10,661.96,6619.6
467,231,subscription,3,101.79,305.37
468,231,support plan,10,978.69,9786.9
469,232,support plan,10,746.57,7465.7
470,232,add-on seats,8,1702.46,13619.68
471,233,onboarding services,7,1238.5,8669.5
472,233,usage overage,4,936.03,3744.12
473,234,support plan,1,1246.04,1246.04
474,235,onboarding services,3,1036.26,3108.78
475,235,support plan,2,773.62,1547.24
476,235,add-on seats,1,1655.13,1655.13
477,236,support plan,8,439.81,3518.48
478,236,support plan,4,1740.38,6961.52
479,237,onboarding services,8,234.66,1877.28
480,238,onboarding services,9,80.01,720.09
481,238,usage overage,6,341.13,2046.78
482,238,onboarding services,8,674.3,5394.4
483,239,usage overage,8,919.31,7354.48
484,240,support plan,6,1733.27,10399.62
485,240,subscription,2,1365.95,2731.9
486,241,support plan,4,1126.96,4507.84
487,241,support plan,3,1310.19,3930.57
488,242,subscription,7,760.47,5323.29
489,243,subscription,6,1221.38,7328.28
490,243,usage overage,8,104.73,837.84
491,243,subscription,8,561.04,4488.32
492,244,usage overage,5,109.33,546.65
493,245,onboarding services,9,1558.85,14029.65
494,245,usage overage,8,462.31,3698.48
495,245,add-on seats,1,323.75,323.75
496,246,usage overage,8,1540.19,12321.52
497,246,usage overage,5,877.93,4389.65
498,247,onboarding services,9,663.28,5969.52
499,247,onboarding services,9,1112.89,10016.01
500,248,add-on seats,4,142.73,570.92
501,248,usage overage,5,278.95,1394.75
502,248,subscription,6,1146.32,6877.92
503,249,support plan,4,791.93,3167.72
504,249,add-on seats,8,313.1,2504.8
505,249,support plan,9,1656.66,14909.94
506,250,usage overage,6,135.61,813.66
507,251,subscription,1,1724.19,1724.19
508,252,onboarding services,4,340.62,1362.48
509,252,subscription,4,747.03,2988.12
510,252,usage overage,7,1059.03,7413.21
511,253,onboarding services,7,372.15,2605.05
512,254,usage overage,5,1647.84,8239.2
513,254,subscription,10,886.53,8865.3
514,254,add-on seats,3,189.92,569.76
515,255,support plan,2,1338.48,2676.96
516,255,support plan,10,918.0,9180.0
517,255,add-on seats,10,885.71,8857.1
518,256,subscription,2,1696.15,3392.3
519,256,usage overage,8,1122.98,8983.84
520,256,add-on seats,5,673.74,3368.7
521,257,support plan,4,120.03,480.12
522,257,add-on seats,8,289.2,2313.6
523,258,add-on seats,5,277.51,1387.55
524,258,support plan,3,951.53,2854.59
525,258,usage overage,3,1739.87,5219.61
526,259,support plan,7,1745.28,12216.96
527,260,usage overage,5,1755.95,8779.75
528,260,subscription,1,581.28,581.28
529,260,subscription,5,960.29,4801.45
530,261,add-on seats,3,1571.16,4713.48
531,261,usage overage,9,583.23,5249.07
532,262,onboarding services,9,624.9,5624.1
533,262,support plan,6,862.09,5172.54
534,262,subscription,10,662.13,6621.3
535,263,usage overage,4,667.39,2669.56
536,263,onboarding services,9,1055.12,9496.08
537,263,onboarding services,6,539.94,3239.64
538,264,support plan,7,1467.38,10271.66
539,264,subscription,5,681.01,3405.05
540,265,onboarding services,8,1642.19,13137.52
541,265,add-on seats,10,144.54,1445.4
542,266,add-on seats,10,1719.07,17190.7
543,266,usage overage,1,729.26,729.26
544,266,usage overage,7,1370.59,9594.13
545,267,usage overage,1,507.08,507.08
546,267,support plan,10,397.73,3977.3
547,268,add-on seats,2,1200.81,2401.62
548,268,subscription,9,1305.01,11745.09
549,269,subscription,9,1422.0,12798.0
550,269,usage overage,10,614.34,6143.4
551,270,onboarding services,8,1692.27,13538.16
552,271,usage overage,9,363.63,3272.67
553,271,onboarding services,10,355.03,3550.3
554,271,onboarding services,9,1254.55,11290.95
555,272,subscription,4,734.42,2937.68
556,272,add-on seats,3,1632.37,4897.11
557,272,onboarding services,3,1234.37,3703.11
558,273,subscription,9,219.81,1978.29
559,273,subscription,3,680.13,2040.39
560,274,usage overage,9,542.69,4884.21
561,274,support plan,6,422.29,2533.74
562,274,onboarding services,7,1550.94,10856.58
563,275,add-on seats,6,1044.31,6265.86
564,275,support plan,7,601.7,4211.9
565,276,subscription,7,443.6,3105.2
566,276,usage overage,10,1607.54,16075.4
567,276,support plan,4,1292.76,5171.04
568,277,support plan,5,1254.79,6273.95
569,277,onboarding services,3,916.34,2749.02
570,278,subscription,9,1288.74,11598.66
571,278,subscription,9,1685.89,15173.01
572,279,onboarding services,2,793.33,1586.66
573,280,support plan,4,1469.34,5877.36
574,281,add-on seats,2,134.63,269.26
575,281,subscription,3,261.62,784.86
576,281,usage overage,6,1737.81,10426.86
577,282,subscription,1,264.24,264.24
578,283,support plan,6,1098.8,6592.8
579,284,add-on seats,10,1008.53,10085.3
580,284,add-on seats,6,1695.96,10175.76
581,284,subscription,7,1640.54,11483.78
582,285,onboarding services,2,855.91,1711.82
583,286,subscription,8,318.44,2547.52
584,286,onboarding services,4,559.63,2238.52
585,286,subscription,7,1318.95,9232.65
586,287,support plan,1,329.95,329.95
587,287,support plan,7,111.78,782.46
588,287,usage overage,4,570.65,2282.6
589,288,usage overage,3,751.6,2254.8
590,289,add-on seats,5,512.89,2564.45
591,289,subscription,1,438.52,438.52
592,290,onboarding services,10,1331.36,13313.6
593,291,onboarding services,3,505.66,1516.98
594,291,support plan,1,213.4,213.4
595,292,onboarding services,8,368.97,2951.76
596,293,add-on seats,2,1118.98,2237.96
597,293,add-on seats,6,1704.75,10228.5
598,293,support plan,3,1046.06,3138.18
599,294,usage overage,9,861.89,7757.01
600,294,onboarding services,3,376.16,1128.48
601,294,onboarding services,7,324.03,2268.21
602,295,support plan,3,352.83,1058.49
603,296,add-on seats,3,1363.7,4091.1
604,297,usage overage,3,1236.04,3708.12
605,297,onboarding services,5,711.53,3557.65
606,297,subscription,4,913.86,3655.44
607,298,subscription,7,512.94,3590.58
608,299,add-on seats,4,277.63,1110.52
609,299,usage overage,10,971.54,9715.4
610,300,subscription,2,767.2,1534.4
611,301,add-on seats,6,1678.6,10071.6
612,301,add-on seats,10,1570.9,15709.0
613,301,onboarding services,2,359.7,719.4
614,302,subscription,7,1479.44,10356.08
615,303,usage overage,4,1078.18,4312.72
616,303,add-on seats,9,1292.8,11635.2
617,303,onboarding services,4,1289.2,5156.8
618,304,add-on seats,3,823.65,2470.95
619,305,onboarding services,3,1227.11,3681.33
620,306,onboarding services,7,1734.62,12142.34
621,306,support plan,1,554.99,554.99
622,306,support plan,3,813.56,2440.68
623,307,add-on seats,8,1739.05,13912.4
624,307,onboarding services,7,777.33,5441.31
625,308,subscription,4,477.36,1909.44
626,308,usage overage,10,136.04,1360.4
627,309,support plan,4,268.76,1075.04
628,310,add-on seats,3,541.36,1624.08
629,311,add-on seats,5,901.82,4509.1
630,312,subscription,2,206.19,412.38
631,313,usage overage,9,806.57,7259.13
632,313,support plan,8,1752.81,14022.48
633,314,usage overage,9,107.03,963.27
634,315,usage overage,9,1569.03,14121.27
635,316,support plan,7,1433.34,10033.38
636,316,support plan,5,265.78,1328.9
637,316,add-on seats,8,494.61,3956.88
638,317,subscription,8,1108.51,8868.08
639,317,support plan,6,305.68,1834.08
640,317,subscription,5,1219.76,6098.8
641,318,usage overage,4,927.19,3708.76
642,319,subscription,9,833.06,7497.54
643,319,add-on seats,6,239.64,1437.84
644,319,onboarding services,3,901.21,2703.63
645,320,onboarding services,5,275.65,1378.25
646,320,usage overage,5,118.58,592.9
647,320,add-on seats,6,561.04,3366.24
648,321,subscription,5,1024.23,5121.15
649,321,usage overage,4,490.12,1960.48
650,322,add-on seats,9,348.2,3133.8
651,322,usage overage,6,1683.14,10098.84
652,322,usage overage,9,1749.2,15742.8
653,323,add-on seats,6,84.11,504.66
654,324,subscription,8,916.63,7333.04
655,324,add-on seats,9,709.88,6388.92
656,324,add-on seats,3,1744.84,5234.52
657,325,add-on seats,2,1496.4,2992.8
658,325,onboarding services,1,1343.41,1343.41
659,326,add-on seats,4,1114.67,4458.68
660,327,usage overage,8,409.42,3275.36
661,328,subscription,6,259.29,1555.74
662,328,add-on seats,1,1383.52,1383.52
663,329,support plan,9,429.82,3868.38
664,330,onboarding services,5,185.08,925.4
665,330,add-on seats,6,1116.4,6698.4
666,330,add-on seats,6,923.75,5542.5
667,331,usage overage,1,917.24,917.24
668,332,subscription,7,550.65,3854.55
669,332,subscription,4,318.0,1272.0
670,332,subscription,1,1720.95,1720.95
671,333,subscription,9,267.44,2406.96
672,333,subscription,10,1609.55,16095.5
673,333,add-on seats,8,196.55,1572.4
674,334,add-on seats,5,695.49,3477.45
675,334,subscription,2,523.08,1046.16
676,334,add-on seats,8,258.35,2066.8
677,335,subscription,6,1025.46,6152.76
678,335,subscription,2,1657.03,3314.06
679,335,onboarding services,1,867.27,867.27
680,336,onboarding services,6,818.22,4909.32
681,336,subscription,7,408.9,2862.3
682,337,onboarding services,6,729.16,4374.96
683,337,add-on seats,8,535.07,4280.56
684,338,subscription,7,1447.06,10129.42
685,338,usage overage,4,1362.87,5451.48
686,338,usage overage,7,1093.21,7652.47
