payment_id,invoice_id,paid_on,amount,method,status
71,86,2024-02-07,3379.92,ach,settled
72,87,2024-04-27,649.56,wire,settled
73,88,2024-05-15,14112.55,wire,settled
74,89,2024-06-16,16254.6,ach,settled
75,90,2024-07-12,17199.5,card,settled
76,91,2024-08-22,1530.22,card,settled
77,92,2024-09-18,13491.54,wire,settled
78,93,2024-12-25,13948.56,wire,settled
79,94,2023-07-08,6725.07,wire,settled
80,95,2023-08-04,19843.11,wire,settled
81,96,2023-09-13,7567.04,card,settled
82,97,2023-11-06,852.03,card,settled
83,98,2023-12-15,9418.86,ach,settled
84,99,2024-02-28,4416.66,wire,settled
85,100,2024-04-19,15090.72,card,settled
86,101,2024-05-26,3128.97,ach,settled
87,102,2024-06-26,12170.55,wire,settled
88,105,2024-12-19,3112.4,card,settled
89,106,2023-07-08,5469.16,card,settled
90,107,2023-08-26,5077.35,wire,settled
91,108,2023-11-12,13875.02,card,settled
92,109,2023-12-27,11992.49,ach,settled
93,110,2024-01-11,11233.02,card,settled
94,111,2024-02-18,12067.27,card,settled
95,113,2024-07-24,18785.55,wire,settled
96,115,2024-10-25,8946.4,card,settled
97,116,2024-11-14,19024.77,wire,settled
98,117,2024-12-19,14548.08,wire,settled
99,118,2023-07-07,19408.7,card,settled
100,119,2023-08-04,17823.32,wire,settled
101,120,2023-10-26,12503.66,ach,settled
102,121,2023-11-16,7879.95,ach,settled
103,122,2023-12-19,10268.72,ach,settled
104,123,2024-01-27,3072.66,wire,settled
105,124,2024-02-17,20052.8,card,settled
106,126,2024-05-17,2309.51,card,settled
107,128,2024-07-15,1972.71,wire,settled
108,129,2024-08-26,9740.34,ach,settled
109,130,2024-10-08,7359.5,wire,settled
110,131,2024-11-13,11691.39,wire,settled
111,133,2023-07-17,3343.41,ach,settled
112,134,2023-10-17,1200.06,wire,settled
113,135,2023-11-23,11922.22,wire,settled
114,136,2024-02-10,19296.72,wire,settled
115,138,2024-04-26,7579.43,ach,settled
116,139,2024-05-06,10958.67,wire,settled
117,140,2024-06-08,6849.63,card,settled
118,141,2024-07-23,14332.03,ach,settled
119,142,2024-08-19,19346.52,wire,settled
120,143,2024-11-25,3290.7,wire,settled
121,144,2024-12-14,5243.92,wire,settled
122,145,2023-07-10,11107.72,card,settled
123,147,2023-10-16,958.47,wire,settled
124,148,2023-11-06,904.48,wire,settled
125,149,2023-12-27,4415.81,ach,settled
126,150,2024-01-10,2963.1,ach,settled
127,151,2024-02-15,9745.91,card,settled
128,152,2024-03-21,18811.51,ach,settled
129,153,2024-05-07,4390.8,ach,settled
130,154,2024-06-06,442.26,card,settled
131,155,2024-08-19,13571.1,ach,settled
132,156,2024-09-07,21098.33,wire,settled
133,157,2024-10-11,2033.01,card,settled
134,158,2024-11-18,5492.51,card,settled
135,159,2023-07-21,11148.91,card,settled
136,161,2023-09-18,1664.21,wire,settled
137,163,2023-12-17,8409.96,ach,settled
138,164,2024-01-16,3801.82,card,settled
139,165,2024-02-25,21408.19,wire,settled
140,166,2024-03-13,13989.51,card,settled
141,167,2024-04-24,4932.62,card,settled
142,168,2024-05-23,27769.78,wire,settled
143,169,2024-06-26,11835.27,card,settled
144,170,2024-08-11,6369.75,wire,settled
145,171,2024-09-16,24870.37,ach,settled
146,173,2023-07-24,5639.34,wire,settled
147,176,2023-12-13,416.34,card,settled
148,177,2024-02-19,6319.35,wire,settled
149,178,2024-03-19,22706.11,card,settled
150,179,2024-05-13,381.8,card,settled
151,180,2024-07-06,721.16,ach,settled
152,181,2024-09-18,606.24,ach,settled
153,183,2024-12-26,17688.5,ach,settled
154,185,2023-08-25,11588.56,wire,settled
155,186,2023-10-07,3648.9,ach,settled
156,187,2023-11-23,18969.9,wire,settled
157,189,2024-01-20,10267.56,card,settled
158,190,2024-02-12,9087.19,wire,settled
159,191,2024-03-08,21414.08,card,settled
160,192,2024-04-07,15709.99,card,settled
161,193,2024-05-23,12455.04,card,settled
162,195,2024-07-27,13008.04,wire,settled
163,196,2024-08-24,14319.09,card,settled
164,197,2024-09-14,26598.34,card,settled
165,198,2024-10-13,2499.48,wire,settled
166,199,2024-11-21,12469.18,wire,settled
167,200,2024-12-28,5032.93,ach,settled
168,201,2023-07-17,13981.38,ach,settled
169,202,2023-09-04,31841.82,wire,settled
170,203,2023-10-18,18580.69,ach,settled
171,204,2023-11-11,3617.6,ach,settled
172,205,2023-12-29,22925.56,card,settled
173,207,2024-02-16,27320.38,card,settled
174,208,2024-06-25,11519.28,ach,settled
175,209,2024-08-08,9952.24,wire,settled
176,210,2024-10-05,16491.1,ach,settled
177,211,2023-07-07,7777.31,wire,settled
178,212,2023-08-25,3316.12,wire,settled
179,213,2023-09-17,8487.22,ach,settled
180,214,2023-10-27,19599.43,card,settled
181,215,2023-11-14,3301.34,ach,settled
182,218,2024-02-26,17606.54,wire,settled
183,219,2024-03-16,27823.76,ach,settled
184,220,2024-04-11,3741.35,card,settled
185,221,2024-05-26,16493.71,wire,settled
186,222,2024-06-24,3190.54,ach,settled
187,223,2024-07-23,5313.33,card,settled
188,224,2024-08-18,1068.11,card,settled
189,225,2024-10-22,8269.79,wire,settled
190,226,2024-11-17,21184.15,ach,settled
191,227,2023-07-12,3562.36,card,settled
192,228,2023-09-23,9541.61,card,settled
193,230,2023-11-19,7268.25,ach,settled
194,231,2023-12-21,16711.87,ach,settled
195,232,2024-01-14,21085.38,wire,settled
196,233,2024-02-25,12413.62,card,settled
197,234,2024-03-28,1246.04,ach,settled
198,236,2024-08-09,10480.0,ach,settled
199,237,2024-10-20,1877.28,wire,settled
200,239,2023-07-11,7354.48,wire,settled
201,240,2023-08-12,13131.52,card,settled
202,241,2023-09-22,8438.41,ach,settled
203,242,2023-11-17,5323.29,card,settled
204,243,2024-01-28,12654.44,card,settled
205,244,2024-03-14,546.65,card,settled
206,245,2024-07-19,18051.88,ach,settled
207,246,2024-08-16,16711.17,card,settled
208,247,2024-09-11,15985.53,ach,settled
209,248,2024-11-21,8843.59,ach,settled
210,249,2023-07-24,20582.46,card,settled
211,250,2023-08-07,813.66,wire,settled
212,251,2023-09-15,1724.19,card,settled
213,252,2023-10-19,11763.81,ach,settled
214,253,2023-12-21,2605.05,wire,settled
215,254,2024-01-23,17674.26,card,settled
216,255,2024-02-18,20714.06,ach,settled
217,256,2024-04-25,15744.84,card,settled
218,257,2024-05-20,2793.72,wire,settled
219,258,2024-07-18,9461.75,wire,settled
220,259,2024-08-11,12216.96,ach,settled
221,260,2024-09-09,14162.48,wire,settled
222,261,2024-10-15,9962.55,ach,settled
223,262,2024-11-25,17417.94,wire,settled
224,263,2024-12-09,15405.28,wire,settled
225,264,2023-07-24,13676.71,ach,settled
226,265,2023-09-24,14582.92,card,settled
227,266,2023-10-10,27514.09,ach,settled
228,267,2023-11-23,4484.38,wire,settled
229,268,2024-03-10,14146.71,ach,settled
230,269,2024-06-13,18941.4,card,settled
231,270,2024-07-12,13538.16,ach,settled
232,271,2024-09-08,18113.92,ach,settled
233,272,2024-11-14,11537.9,ach,settled
234,274,2023-07-20,18274.53,ach,settled
235,276,2023-09-22,24351.64,card,settled
236,277,2023-10-26,9022.97,card,settled
237,278,2023-11-20,26771.67,card,settled
238,279,2024-01-21,1586.66,wire,settled
239,280,2024-02-07,5877.36,card,settled
240,281,2024-03-21,11480.98,card,settled
241,282,2024-04-13,264.24,card,settled
242,284,2024-06-10,31744.84,wire,settled
243,285,2024-09-14,1711.82,card,settled
244,286,2024-10-11,14018.69,wire,settled
245,287,2024-11-25,3395.01,ach,settled
246,289,2023-08-07,3002.97,ach,settled
247,290,2023-09-26,13313.6,card,settled
248,291,2023-10-09,1730.38,ach,settled
249,292,2023-11-06,2951.76,card,settled
250,293,2023-12-05,15604.64,ach,settled
251,294,2024-01-06,11153.7,ach,settled
252,295,2024-03-13,1058.49,ach,settled
253,296,2024-05-20,4091.1,wire,settled
254,297,2024-07-13,10921.21,ach,settled
255,298,2024-09-28,3590.58,card,settled
256,299,2024-10-27,10825.92,card,settled
257,300,2024-11-09,1534.4,wire,settled
258,301,2024-12-28,26500.0,card,settled
259,302,2023-07-24,10356.08,ach,settled
260,303,2023-09-10,21104.72,wire,settled
261,304,2023-10-18,2470.95,ach,settled
262,305,2023-11-25,3681.33,ach,settled
263,306,2023-12-11,15138.01,ach,settled
264,307,2024-01-20,19353.71,ach,settled
265,308,2024-02-09,3269.84,wire,settled
266,309,2024-04-21,1075.04,wire,settled
267,310,2024-06-10,1624.08,card,settled
268,311,2024-07-24,4509.1,card,settled
269,312,2024-10-11,412.38,wire,settled
270,313,2024-11-25,21281.61,card,settled
271,314,2024-12-19,963.27,wire,settled
272,316,2023-08-14,15319.16,wire,settled
273,317,2023-09-27,16800.96,wire,settled
274,318,2023-10-16,3708.76,card,settled
275,319,2023-11-10,11639.01,card,settled
276,320,2024-01-23,5337.39,ach,settled
277,321,2024-02-09,7081.63,ach,settled
278,322,2024-05-10,28975.44,ach,settled
279,324,2024-07-13,18956.48,card,settled
280,325,2024-08-21,4336.21,card,settled
281,326,2024-09-10,4458.68,card,settled
282,327,2024-10-11,3275.36,ach,settled
283,328,2024-12-21,2939.26,wire,settled
284,329,2023-07-22,3868.38,wire,settled
285,330,2023-08-09,13166.3,wire,settled
286,331,2023-09-12,917.24,wire,settled
287,332,2023-10-27,6847.5,wire,settled
288,333,2023-11-05,20074.86,card,settled
289,335,2024-03-13,10334.09,card,settled
290,336,2024-05-27,7771.62,wire,settled
291,339,2024-11-18,21320.62,card,settled
292,340,2023-07-23,11786.78,card,settled
293,341,2023-10-20,4361.01,card,settled
294,342,2023-11-25,7745.2,wire,settled
295,343,2023-12-15,2403.72,wire,settled
296,344,2024-01-12,9161.6,wire,settled
297,345,2024-02-08,3775.33,ach,settled
298,346,2024-04-27,19721.63,ach,settled
299,347,2024-05-24,17276.2,ach,settled
300,350,2024-09-26,14838.46,card,settled
301,351,2024-11-26,6420.76,wire,settled
302,352,2024-12-29,463.68,ach,settled
303,353,2023-07-20,21398.94,card,settled
304,354,2023-09-23,13579.99,wire,settled
305,355,2023-10-19,7342.87,card,settled
306,356,2023-12-26,3306.09,ach,settled
307,357,2024-01-27,10285.36,wire,settled
308,358,2024-02-29,1771.86,card,settled
309,359,2024-03-24,12985.08,card,settled
310,360,2024-05-08,15910.5,ach,settled
311,361,2024-06-29,20060.53,card,settled
312,362,2024-07-18,2764.4,ach,settled
313,363,2024-08-23,1581.12,card,settled
314,364,2024-09-07,17150.24,card,settled
315,365,2024-10-11,2464.49,card,settled
316,366,2024-11-17,11112.5,card,settled
317,368,2023-08-05,12713.8,card,settled
318,369,2023-09-27,10654.88,ach,settled
319,370,2023-10-11,4027.24,wire,settled
320,373,2024-01-19,3136.4,card,settled
321,374,2024-02-05,1544.4,card,settled
322,375,2024-03-26,17396.73,card,settled
323,376,2024-04-09,18669.5,wire,settled
324,377,2024-05-17,11616.57,wire,settled
325,378,2024-07-16,14269.72,wire,settled
326,379,2024-08-14,36623.75,ach,settled
327,380,2024-09-27,13961.42,wire,settled
328,381,2024-11-14,768.78,ach,settled
329,382,2024-12-25,20692.12,card,settled
330,383,2023-07-08,17286.33,wire,settled
331,384,2023-08-26,17585.69,card,settled
332,385,2023-09-08,15316.01,card,settled
333,386,2023-10-09,1392.12,card,settled
334,387,2023-11-28,11470.08,ach,settled
335,388,2023-12-16,26383.13,card,settled
336,389,2024-01-20,7399.9,card,settled
337,390,2024-03-27,6984.89,ach,settled
338,391,2024-05-05,20301.72,wire,settled
339,392,2024-06-12,1927.08,wire,settled
340,393,2024-07-24,13712.4,wire,settled
341,394,2024-08-26,2164.8,wire,settled
342,395,2024-11-26,1792.15,wire,settled
343,396,2024-12-22,8231.55,ach,settled
344,397,2023-07-20,1992.48,ach,settled
345,398,2023-08-28,1075.0,wire,settled
346,399,2023-09-12,19159.33,ach,settled
347,400,2023-10-19,1572.9,card,settled
348,401,2023-11-20,5744.6,card,settled
349,402,2023-12-16,6225.07,ach,settled
350,404,2024-03-23,9722.88,wire,settled
351,405,2024-04-17,5163.28,wire,settled
352,406,2024-05-27,25815.84,wire,settled
353,407,2024-07-27,16756.68,card,settled
354,409,2024-11-30,17036.07,ach,settled
355,410,2024-12-26,5055.84,card,settled
356,411,2023-08-07,12930.3,card,settled
357,412,2023-09-28,20674.6,card,settled
358,413,2024-01-28,10140.0,wire,settled
359,414,2024-03-06,5114.08,wire,settled
360,415,2024-04-29,6308.3,wire,settled
361,416,2024-05-20,7109.34,wire,settled
362,417,2024-06-09,2879.96,wire,settled
363,418,2024-07-24,345.6,ach,settled
364,419,2024-08-05,12728.61,wire,settled
365,420,2024-09-26,7749.7,wire,settled
366,421,2024-11-14,20448.68,ach,settled
367,423,2023-07-08,758.13,wire,settled
368,424,2023-08-07,26758.41,card,settled
369,427,2023-11-09,3037.35,card,settled
370,428,2023-12-18,18542.65,card,settled
371,429,2024-01-12,17521.06,wire,settled
372,430,2024-03-21,13398.15,ach,settled
373,431,2024-07-14,15474.16,card,settled
374,432,2024-08-06,13093.68,wire,settled
375,435,2023-08-14,8278.15,ach,settled
376,436,2023-09-13,11756.43,wire,settled
377,437,2023-11-25,15896.98,ach,settled
378,438,2024-01-25,13993.75,ach,settled
379,439,2024-02-14,10919.16,wire,settled
380,440,2024-03-19,16967.42,ach,settled
381,441,2024-05-29,651.28,ach,settled
382,442,2024-07-06,16846.25,ach,settled
383,443,2024-08-08,7626.69,ach,settled
384,444,2024-09-24,10700.17,ach,settled
385,445,2024-10-23,30636.69,card,settled
386,446,2024-11-12,3769.1,ach,settled
387,448,2023-09-21,11453.68,wire,settled
388,449,2023-12-22,1499.04,card,settled
389,450,2024-01-26,10004.58,ach,settled
390,451,2024-03-19,2380.34,ach,settled
391,452,2024-04-11,13889.01,card,settled
392,453,2024-05-06,27839.48,wire,settled
393,454,2024-07-15,868.63,card,settled
394,455,2024-08-24,4599.97,ach,settled
395,456,2024-10-29,8428.74,ach,settled
396,457,2024-11-14,10385.62,wire,settled
397,458,2023-10-27,5478.07,wire,settled
398,459,2023-11-23,23451.36,wire,settled
399,460,2023-12-08,4108.8,ach,settled
400,461,2024-01-11,8934.3,card,settled
401,462,2024-03-12,1058.55,card,settled
402,463,2024-04-07,13946.78,wire,settled
403,464,2024-06-21,7616.75,wire,settled
404,465,2024-07-18,3473.6,ach,settled
405,466,2024-08-22,14751.14,wire,settled
406,467,2024-09-16,2651.67,wire,settled
407,468,2024-10-27,9950.6,wire,settled
408,469,2024-11-19,150.3,wire,settled
409,470,2024-12-25,8783.41,card,settled
410,471,2023-08-13,649.39,ach,settled
411,472,2023-09-15,6710.8,wire,settled
412,473,2023-10-27,8281.6,wire,settled
413,475,2023-12-21,8678.27,wire,settled
414,476,2024-01-12,7374.66,ach,settled
415,477,2024-02-28,10244.69,card,settled
416,478,2024-03-24,3384.68,ach,settled
417,479,2024-04-23,8391.82,card,settled
418,481,2024-06-21,16420.1,ach,settled
419,482,2024-07-26,16858.86,wire,settled
420,483,2024-08-15,2433.81,ach,settled
421,484,2024-09-09,17890.5,ach,settled
422,485,2024-10-08,3181.32,card,settled
423,486,2024-11-27,8143.29,ach,settled
424,487,2024-12-11,12365.84,ach,settled
425,488,2023-08-07,9244.42,card,settled
426,490,2023-11-22,7499.01,card,settled
427,491,2024-01-28,7271.96,card,settled
428,492,2024-02-12,26595.08,card,settled
429,494,2024-04-11,6385.12,card,settled
430,495,2024-05-19,3152.02,wire,settled
431,496,2024-06-05,25340.28,ach,settled
432,497,2024-07-09,6956.95,wire,settled
433,498,2024-09-14,736.8,ach,settled
434,499,2024-10-22,1325.1,ach,settled
435,500,2023-09-25,10975.41,ach,settled
436,501,2023-10-21,21601.53,wire,settled
437,502,2023-12-21,9354.53,ach,settled
438,504,2024-04-14,2990.1,ach,settled
439,505,2024-05-20,1579.52,card,settled
440,506,2024-06-19,18326.02,card,settled
441,507,2024-08-04,17565.23,ach,settled
442,508,2024-09-11,10291.55,card,settled
443,509,2024-10-09,1620.75,card,settled
444,510,2024-11-24,15228.93,ach,settled
445,511,2024-12-13,5450.13,ach,settled
446,512,2023-07-13,3491.61,card,settled
447,513,2023-08-11,16924.39,wire,settled
448,514,2023-09-15,5727.76,wire,settled
449,515,2023-10-27,7228.3,ach,settled
450,517,2023-12-20,2536.68,card,settled
451,518,2024-02-19,4339.29,wire,settled
452,519,2024-04-13,10842.76,ach,settled
453,520,2024-05-15,6753.12,ach,settled
454,521,2024-07-08,16918.04,card,settled
455,522,2024-08-07,16172.44,card,settled
456,523,2024-09-20,15378.4,card,settled
457,524,2024-10-24,987.0,card,settled
458,525,2024-11-22,30064.84,wire,settled
459,526,2023-07-29,9123.91,wire,settled
460,527,2023-08-08,19684.49,wire,settled
461,528,2023-09-17,5102.37,card,settled
462,530,2024-01-14,1218.8,wire,settled
463,531,2024-02-17,9581.55,ach,settled
464,532,2024-03-17,10480.32,ach,settled
465,535,2024-06-26,15148.32,wire,settled
466,537,2024-10-24,12734.26,ach,settled
467,538,2023-07-26,19664.85,ach,settled
468,539,2023-08-12,1905.84,card,settled
469,540,2023-09-07,9222.8,ach,settled
470,541,2023-11-17,3521.28,card,settled
471,543,2024-03-11,733.68,wire,settled
472,546,2024-08-22,16299.54,wire,settled
473,547,2024-10-08,1680.97,ach,settled
474,548,2024-12-17,15723.09,wire,settled
475,549,2023-07-09,5130.72,wire,settled
476,550,2023-08-19,3797.15,card,settled
477,551,2023-09-07,1855.96,wire,settled
478,552,2023-10-09,800.7,card,settled
479,553,2023-12-08,15684.25,wire,settled
480,554,2024-01-26,13144.33,ach,settled
481,555,2024-03-11,2446.0,ach,settled
482,556,2024-04-09,11224.01,ach,settled
483,557,2024-05-22,4224.69,ach,settled
484,558,2024-06-19,15202.2,card,settled
485,559,2024-08-17,10561.19,ach,settled
486,560,2024-09-09,1981.49,card,settled
487,561,2024-11-20,2760.78,card,settled
488,562,2024-12-26,1333.08,wire,settled
489,563,2023-07-24,3602.55,ach,settled
490,564,2023-10-28,3584.24,card,settled
491,565,2023-11-26,11437.02,card,settled
492,566,2023-12-18,3850.45,wire,settled
493,567,2024-03-08,6197.6,card,settled
494,568,2024-04-26,10574.01,ach,settled
495,569,2024-07-25,24679.19,wire,settled
496,570,2024-08-09,3324.52,ach,settled
497,571,2024-09-09,5523.78,card,settled
498,572,2024-10-21,28444.67,ach,settled
499,573,2024-11-13,14179.59,wire,settled
500,574,2023-07-26,7663.82,ach,settled
501,575,2023-08-28,13790.85,card,settled
502,576,2023-09-11,18447.14,card,settled
503,577,2023-10-15,4876.95,card,settled
504,578,2023-11-17,10416.43,wire,settled
505,579,2023-12-24,11541.06,ach,settled
506,580,2024-01-25,6599.21,ach,settled
507,581,2024-02-18,17650.58,card,settled
508,582,2024-03-27,9161.38,ach,settled
509,583,2024-04-27,12483.0,card,settled
510,585,2024-06-07,14076.51,ach,settled
511,586,2024-07-12,1718.28,ach,settled
512,589,2024-12-24,848.32,wire,settled
513,590,2023-07-24,3727.04,wire,settled
514,591,2023-08-20,2970.76,card,settled
515,592,2023-09-23,8565.2,ach,settled
516,593,2023-10-17,8843.8,card,settled
517,594,2023-11-12,1775.37,ach,settled
518,595,2024-02-29,5348.68,ach,settled
519,596,2024-04-11,34543.73,card,settled
520,597,2024-05-06,1208.88,card,settled
521,598,2024-06-27,14545.46,ach,settled
522,599,2024-08-13,7342.87,wire,settled
523,600,2024-09-18,15034.8,card,settled
524,601,2024-10-10,1462.02,card,settled
525,602,2024-11-24,6588.06,ach,settled
526,603,2024-12-21,6951.26,wire,settled
527,604,2023-08-24,5183.61,ach,settled
528,605,2023-09-07,15298.14,card,settled
529,606,2023-11-06,13329.22,wire,settled
530,608,2024-01-25,20050.95,card,settled
531,609,2024-02-29,5244.7,ach,settled
532,610,2024-03-20,33924.87,ach,settled
533,611,2024-04-20,4177.32,ach,settled
534,612,2024-05-08,7683.06,ach,settled
535,613,2024-06-23,4375.04,wire,settled
536,615,2024-09-14,13563.58,wire,settled
537,616,2024-10-20,8069.68,card,settled
538,617,2024-11-06,5090.32,wire,settled
539,618,2023-07-20,2211.4,ach,settled
540,619,2023-08-09,1961.82,card,settled
541,621,2023-12-22,15519.31,wire,settled
542,622,2024-02-13,13139.72,card,settled
543,623,2024-05-06,6367.44,card,settled
544,624,2024-06-22,5781.8,card,settled
545,626,2024-12-11,11812.95,wire,settled
546,627,2023-09-10,12673.5,ach,settled
547,629,2023-11-09,29944.55,wire,settled
548,630,2024-01-22,7471.98,wire,settled
549,631,2024-02-18,11415.2,card,settled
550,632,2024-04-15,4773.78,ach,settled
551,633,2024-05-22,11844.84,wire,settled
552,635,2024-07-15,8886.28,wire,settled
553,636,2024-08-26,23097.48,ach,settled
554,637,2024-10-20,1293.6,wire,settled
555,638,2024-11-16,2581.42,card,settled
556,639,2024-12-17,12335.76,wire,settled
557,640,2023-07-13,13206.03,ach,settled
558,641,2023-10-09,6511.08,wire,settled
559,642,2023-11-16,6131.95,card,settled
560,643,2023-12-25,6722.32,card,settled
561,644,2024-02-24,11520.11,card,settled
562,645,2024-03-08,4250.04,card,settled
563,646,2024-06-11,12620.7,wire,settled
564,648,2024-08-23,15555.88,card,settled
565,649,2024-09-18,28588.17,ach,settled
566,650,2024-10-10,2489.72,card,settled
567,651,2024-12-14,22071.93,wire,settled
568,652,2023-07-10,20721.53,ach,settled
569,653,2023-08-08,2368.96,card,settled
570,654,2023-09-13,4203.6,wire,settled
571,655,2023-11-28,6930.25,ach,settled
572,656,2024-01-25,10295.42,ach,settled
573,657,2024-02-21,2102.3,card,settled
574,661,2024-07-05,10926.66,card,settled
575,662,2024-08-11,11599.37,ach,settled
576,663,2024-10-09,19016.17,wire,settled
577,664,2023-07-07,15251.24,ach,settled
578,665,2023-08-24,9026.1,wire,settled
579,666,2023-10-21,19998.56,wire,settled
580,668,2023-12-17,6184.31,wire,settled
581,669,2024-01-21,6172.95,card,settled
582,670,2024-02-16,10563.25,wire,settled
583,671,2024-03-10,14054.75,card,settled
584,672,2024-05-05,15335.56,ach,settled
585,673,2024-06-16,5949.78,card,settled
586,675,2024-08-17,22354.79,wire,settled
587,676,2024-10-10,27591.86,ach,settled
588,678,2023-08-08,2619.6,wire,settled
589,679,2023-10-21,14664.17,card,settled
590,680,2023-11-25,5892.84,ach,settled
591,681,2023-12-27,14417.86,ach,settled
592,683,2024-03-27,22084.36,ach,settled
593,684,2024-04-25,7920.78,ach,settled
594,686,2024-08-27,11137.24,ach,settled
595,687,2024-11-27,16367.9,wire,settled
596,688,2024-12-14,9910.98,card,settled
597,689,2023-07-16,7310.87,wire,settled
598,690,2023-08-13,18523.69,card,settled
599,691,2023-11-25,24968.44,card,settled
600,692,2023-12-27,4449.19,wire,settled
601,693,2024-02-11,10213.97,card,settled
602,694,2024-03-22,7208.81,ach,settled
603,695,2024-04-21,2529.11,wire,settled
604,696,2024-05-28,12060.78,ach,settled
605,697,2024-06-14,5480.96,card,settled
606,698,2024-08-12,1780.64,ach,settled
607,699,2024-11-18,16832.12,ach,settled
608,700,2024-12-17,7881.67,wire,settled
609,701,2023-07-23,7858.27,card,settled
610,703,2023-10-23,13253.15,card,settled
611,705,2024-01-12,27190.89,wire,settled
612,706,2024-02-23,4621.62,ach,settled
613,708,2024-04-27,9063.19,wire,settled
614,709,2024-05-21,6336.15,card,settled
615,711,2024-07-06,4518.41,wire,settled
616,713,2024-11-06,9987.67,wire,settled
617,714,2023-07-25,7434.94,ach,settled
618,715,2023-09-12,20957.62,ach,settled
619,716,2023-10-11,4424.02,ach,settled
620,717,2023-12-23,2730.48,wire,settled
621,718,2024-01-15,10333.89,card,settled
622,719,2024-03-09,1444.72,ach,settled
623,721,2024-05-23,23096.04,ach,settled
624,722,2024-06-06,4248.57,wire,settled
625,723,2024-07-04,18006.22,wire,settled
626,724,2024-08-15,2982.87,card,settled
627,725,2024-09-13,6747.85,card,settled
628,726,2024-10-09,10246.96,wire,settled
629,727,2024-11-25,9537.34,card,settled
630,728,2024-12-11,7792.38,ach,settled
631,729,2023-07-24,19867.26,wire,settled
632,730,2023-10-27,5053.68,card,settled
633,731,2023-11-21,8778.46,card,settled
634,732,2023-12-24,4499.31,wire,settled
635,734,2024-02-15,5757.36,card,settled
636,735,2024-03-22,1508.26,card,settled
637,736,2024-04-26,1989.43,wire,settled
638,737,2024-05-14,24920.11,ach,settled
639,738,2024-06-19,21616.08,card,settled
640,739,2024-08-22,5793.8,ach,settled
641,740,2024-09-04,5907.9,ach,settled
642,741,2024-10-23,15422.79,ach,settled
643,742,2024-11-26,10891.25,wire,settled
644,743,2023-07-09,3892.46,wire,settled
645,744,2023-08-19,14603.81,wire,settled
