event_id,customer_id,product_id,event_ts,event_type,units
355,45,3,2023-09-28 11:29:00,login,345
356,339,1,2024-10-20 14:55:00,export,215
357,326,5,2024-11-28 21:12:00,alert_fired,450
358,181,5,2024-10-11 05:29:00,dashboard_view,417
359,309,5,2023-12-23 10:25:00,export,289
360,217,6,2024-06-03 22:35:00,export,137
361,195,5,2024-08-24 01:51:00,dashboard_view,94
362,121,6,2023-11-23 18:23:00,export,248
363,211,3,2024-11-28 20:18:00,export,363
364,162,2,2024-11-28 12:13:00,login,465
365,406,5,2024-12-22 22:19:00,dashboard_view,422
366,397,5,2024-02-07 18:44:00,api_call,406
367,230,4,2024-07-25 19:55:00,export,455
368,29,2,2024-07-28 21:49:00,login,405
369,292,3,2024-07-17 01:15:00,login,4
370,193,5,2024-10-05 21:48:00,alert_fired,193
371,220,1,2024-10-09 02:12:00,dashboard_view,176
372,145,6,2024-03-28 00:47:00,report_run,183
373,136,4,2023-10-05 07:42:00,login,50
374,8,5,2024-10-14 18:42:00,report_run,456
375,371,5,2024-09-06 13:18:00,alert_fired,400
376,335,1,2024-11-18 18:36:00,api_call,497
377,269,1,2024-11-02 07:27:00,alert_fired,187
378,119,1,2023-08-24 02:21:00,alert_fired,285
379,368,4,2023-12-21 04:28:00,export,305
380,7,2,2024-12-18 16:08:00,dashboard_view,83
381,163,4,2024-03-21 18:51:00,api_call,209
382,199,1,2024-12-21 18:18:00,api_call,114
383,236,3,2024-12-17 22:56:00,alert_fired,494
384,312,5,2023-08-18 13:26:00,api_call,134
385,214,4,2024-04-28 07:15:00,report_run,114
386,357,3,2024-10-14 08:36:00,login,366
387,239,2,2024-06-19 01:51:00,export,208
388,316,4,2023-07-07 18:23:00,alert_fired,69
389,372,3,2023-07-26 01:00:00,api_call,124
390,198,2,2024-10-23 12:22:00,export,9
391,370,2,2024-12-23 19:40:00,login,326
392,244,3,2023-11-08 05:39:00,login,438
393,378,5,2023-09-26 01:52:00,alert_fired,463
394,223,3,2024-11-10 13:53:00,dashboard_view,253
395,172,6,2024-10-19 12:24:00,login,417
396,367,5,2024-10-27 13:58:00,report_run,364
397,119,3,2024-05-19 16:38:00,report_run,79
398,18,3,2024-03-28 14:04:00,login,492
399,312,6,2024-02-26 03:31:00,export,307
400,210,1,2024-12-03 17:42:00,export,267
401,180,1,2024-12-14 20:20:00,report_run,404
402,390,5,2024-09-03 20:38:00,alert_fired,63
403,328,3,2024-10-16 02:17:00,api_call,401
404,269,4,2024-10-26 12:49:00,alert_fired,25
405,80,4,2024-11-25 14:31:00,login,436
406,47,5,2024-11-05 11:22:00,dashboard_view,158
407,394,3,2023-11-21 00:50:00,login,250
408,65,2,2024-11-03 04:00:00,dashboard_view,297
409,215,3,2024-11-01 02:20:00,export,95
410,393,4,2024-03-28 16:24:00,api_call,92
411,365,2,2024-10-17 07:22:00,api_call,98
412,407,2,2023-08-18 19:36:00,report_run,107
413,242,5,2024-12-28 06:23:00,export,257
414,117,2,2024-06-05 10:02:00,report_run,470
415,174,2,2024-04-08 20:28:00,report_run,392
416,243,6,2023-10-14 06:59:00,dashboard_view,387
417,226,5,2023-07-18 13:47:00,api_call,108
418,241,2,2024-11-11 00:03:00,export,55
419,281,6,2024-11-14 14:22:00,alert_fired,258
420,86,3,2024-12-04 15:15:00,api_call,69
421,16,2,2024-10-12 17:44:00,export,180
422,112,2,2024-10-19 22:34:00,dashboard_view,316
423,360,1,2023-07-13 15:21:00,export,173
424,300,5,2024-03-12 11:37:00,api_call,73
425,276,3,2023-12-14 00:04:00,api_call,390
426,270,5,2023-07-28 21:04:00,dashboard_view,366
427,132,3,2024-10-24 04:04:00,dashboard_view,90
428,315,5,2024-10-24 09:24:00,login,228
429,85,4,2024-10-28 15:38:00,dashboard_view,378
430,37,1,2023-09-07 15:22:00,export,193
431,327,5,2024-08-28 17:34:00,export,276
432,416,1,2024-02-14 21:02:00,alert_fired,178
433,51,5,2024-01-28 10:55:00,dashboard_view,337
434,351,1,2024-12-10 13:27:00,api_call,391
435,21,4,2023-11-13 15:19:00,login,224
436,14,3,2023-12-08 03:28:00,alert_fired,248
437,256,4,2024-11-17 10:45:00,login,448
438,356,2,2024-02-04 03:19:00,login,148
439,230,3,2024-04-03 13:36:00,report_run,337
440,234,1,2024-01-21 22:47:00,login,67
441,224,1,2024-12-10 13:46:00,export,259
442,386,6,2023-08-05 15:23:00,export,159
443,379,5,2023-09-04 21:33:00,dashboard_view,198
444,392,3,2024-09-19 21:06:00,export,87
445,82,1,2024-03-23 00:39:00,alert_fired,169
446,330,2,2024-03-06 07:04:00,report_run,379
447,257,2,2024-09-03 20:28:00,login,160
448,26,1,2023-09-01 14:45:00,export,439
449,340,4,2024-08-28 09:34:00,alert_fired,494
450,415,3,2024-09-24 07:10:00,login,288
451,171,3,2024-05-04 14:07:00,alert_fired,225
452,60,2,2024-09-04 03:03:00,api_call,478
453,213,1,2024-03-05 11:19:00,export,444
454,294,4,2023-10-05 14:03:00,login,440
455,333,2,2024-03-01 13:46:00,report_run,256
456,157,1,2024-11-07 13:36:00,login,87
457,269,6,2024-10-09 07:03:00,report_run,145
458,91,3,2024-05-17 23:02:00,export,398
459,98,1,2024-04-03 23:31:00,report_run,407
460,131,4,2023-09-23 23:18:00,export,400
461,415,4,2024-05-16 21:16:00,api_call,238
462,312,3,2024-11-13 00:10:00,login,425
463,54,3,2023-07-28 19:49:00,api_call,177
464,402,4,2024-09-28 00:38:00,alert_fired,284
465,233,3,2024-11-09 02:38:00,api_call,178
466,43,3,2024-12-22 00:23:00,alert_fired,258
467,360,1,2024-06-20 18:40:00,api_call,134
468,247,1,2024-12-02 08:22:00,dashboard_view,108
469,210,1,2024-04-15 12:38:00,report_run,127
470,93,5,2024-03-18 05:13:00,login,187
471,224,4,2024-08-04 06:00:00,alert_fired,231
472,256,5,2024-09-20 15:22:00,api_call,234
473,266,2,2024-03-08 12:48:00,alert_fired,194
474,368,5,2024-04-05 18:08:00,login,366
475,420,6,2024-01-19 04:03:00,api_call,218
476,106,2,2024-08-01 17:01:00,alert_fired,225
477,172,5,2024-06-27 05:15:00,export,89
478,318,1,2024-10-15 09:51:00,dashboard_view,325
479,20,4,2024-08-04 16:33:00,alert_fired,182
480,266,4,2024-12-20 22:23:00,api_call,355
481,303,2,2024-02-01 19:26:00,api_call,119
482,34,1,2024-08-03 22:32:00,report_run,374
483,199,4,2024-05-13 09:43:00,dashboard_view,5
484,228,6,2024-12-16 23:44:00,dashboard_view,13
485,347,2,2024-11-13 03:58:00,export,495
486,198,1,2023-09-28 20:09:00,export,245
487,397,4,2024-08-19 08:02:00,alert_fired,301
488,379,3,2024-10-19 13:54:00,login,390
489,357,3,2024-10-09 01:23:00,dashboard_view,145
490,80,4,2024-07-28 16:58:00,login,49
491,279,6,2024-04-28 06:40:00,dashboard_view,466
492,212,2,2024-04-28 06:22:00,export,94
493,303,3,2024-04-21 21:08:00,login,402
494,116,2,2024-03-21 23:35:00,dashboard_view,197
495,391,3,2024-07-27 10:59:00,api_call,290
496,121,1,2024-06-05 06:37:00,api_call,352
497,153,3,2024-07-28 10:58:00,alert_fired,337
498,99,5,2024-08-10 14:03:00,alert_fired,207
499,403,3,2024-08-07 20:49:00,dashboard_view,43
500,72,3,2023-09-27 03:37:00,api_call,447
501,289,5,2024-10-27 07:31:00,report_run,428
502,170,2,2024-08-12 11:14:00,report_run,18
503,259,2,2024-11-07 21:36:00,export,402
504,262,6,2024-06-08 05:00:00,report_run,86
505,391,1,2024-09-08 21:51:00,report_run,392
506,379,4,2023-12-12 00:20:00,api_call,487
507,392,4,2024-04-28 05:45:00,export,47
508,47,1,2024-11-24 00:42:00,alert_fired,120
509,90,5,2023-07-01 06:51:00,report_run,342
510,202,4,2023-12-01 16:14:00,dashboard_view,353
511,41,2,2023-09-22 03:39:00,login,218
512,136,4,2024-06-13 01:19:00,login,492
513,66,3,2023-08-21 12:51:00,login,406
514,291,1,2024-01-11 18:14:00,report_run,482
515,210,1,2024-09-19 22:31:00,export,340
516,189,4,2024-08-16 20:35:00,alert_fired,446
517,31,5,2024-06-13 20:17:00,report_run,415
518,139,6,2024-10-16 05:34:00,api_call,109
519,252,4,2023-11-28 18:18:00,report_run,177
520,273,3,2024-05-08 20:07:00,export,111
521,403,4,2024-11-23 07:58:00,export,464
522,399,3,2024-11-16 00:48:00,alert_fired,387
523,27,1,2024-04-12 22:45:00,login,396
524,238,6,2024-07-19 03:23:00,api_call,314
525,184,2,2024-09-22 14:52:00,report_run,498
526,350,4,2024-06-26 05:42:00,export,95
527,343,1,2024-02-28 21:24:00,login,499
528,145,1,2024-12-13 14:16:00,report_run,344
529,147,5,2024-07-18 18:06:00,report_run,450
530,185,6,2024-12-03 14:03:00,alert_fired,359
531,93,2,2024-05-28 19:20:00,login,386
532,72,1,2023-08-23 21:31:00,api_call,47
533,351,5,2024-11-14 05:09:00,alert_fired,34
534,235,3,2024-05-28 04:28:00,alert_fired,96
535,93,4,2024-07-25 03:44:00,report_run,253
536,2,3,2024-12-28 03:14:00,api_call,494
537,315,6,2024-10-06 12:19:00,alert_fired,467
538,385,4,2024-02-16 00:51:00,dashboard_view,52
539,137,2,2024-03-15 19:24:00,report_run,49
540,173,5,2023-09-27 07:32:00,export,434
541,6,1,2024-08-04 07:52:00,report_run,487
542,158,1,2024-01-19 10:46:00,export,359
543,11,5,2024-07-02 21:53:00,report_run,155
544,172,4,2024-09-28 14:25:00,report_run,98
545,215,2,2024-07-10 00:25:00,report_run,463
546,366,5,2024-09-02 22:07:00,alert_fired,452
547,319,3,2024-05-28 11:40:00,dashboard_view,149
548,286,6,2024-02-28 21:58:00,dashboard_view,148
549,54,2,2023-08-28 22:08:00,alert_fired,229
550,177,2,2023-09-06 07:49:00,export,71
551,5,6,2024-12-09 09:35:00,export,210
552,411,2,2024-08-25 23:56:00,api_call,176
553,314,6,2024-07-21 10:57:00,api_call,457
