bill_id,vendor_id,billed_on,due_on,amount,status
71,24,2024-01-19,2024-02-18,14413.65,paid
72,11,2024-12-12,2025-01-11,17553.28,paid
73,6,2024-11-28,2024-12-28,22258.71,paid
74,46,2024-10-04,2024-11-03,17265.32,paid
75,41,2024-11-05,2024-12-05,21666.23,paid
76,39,2023-10-26,2023-11-25,22539.45,paid
77,25,2024-03-19,2024-04-18,1471.48,paid
78,46,2023-11-02,2023-12-02,22551.51,paid
79,71,2023-11-19,2023-12-19,23350.25,paid
80,1,2023-08-30,2023-09-29,9581.5,paid
81,64,2024-08-16,2024-09-15,6928.23,paid
82,11,2024-11-05,2024-12-05,22660.65,open
83,50,2024-07-17,2024-08-16,22862.96,open
84,9,2024-01-31,2024-03-01,4747.7,overdue
85,53,2024-04-13,2024-05-13,20668.59,open
86,51,2024-02-24,2024-03-25,13499.01,open
87,73,2023-08-11,2023-09-10,18299.38,paid
88,1,2024-09-17,2024-10-17,17043.33,paid
89,21,2023-12-21,2024-01-20,6058.2,paid
90,23,2024-10-20,2024-11-19,21558.94,paid
91,35,2023-08-30,2023-09-29,23389.05,open
92,68,2023-07-06,2023-08-05,17400.6,paid
93,36,2024-07-17,2024-08-16,8438.87,paid
94,58,2024-07-17,2024-08-16,23571.42,paid
95,11,2024-08-30,2024-09-29,8788.26,open
96,80,2023-10-03,2023-11-02,16176.04,overdue
97,68,2024-09-19,2024-10-19,6810.97,open
98,59,2024-06-29,2024-07-29,8014.34,paid
99,35,2024-10-29,2024-11-28,22294.95,paid
100,17,2023-07-13,2023-08-12,17095.63,paid
101,37,2023-12-12,2024-01-11,13362.35,paid
102,16,2024-09-16,2024-10-16,19573.79,paid
103,53,2024-04-20,2024-05-20,19753.74,paid
104,22,2024-07-07,2024-08-06,697.54,paid
105,8,2024-05-14,2024-06-13,6327.12,paid
106,42,2024-04-25,2024-05-25,1711.47,paid
107,36,2024-08-25,2024-09-24,14079.88,paid
108,64,2023-09-23,2023-10-23,18873.19,paid
109,5,2023-12-05,2024-01-04,1262.3,paid
110,40,2024-12-28,2025-01-27,4252.12,open
111,19,2023-10-29,2023-11-28,1525.24,paid
112,70,2024-01-03,2024-02-02,20616.88,paid
113,55,2024-05-10,2024-06-09,7272.48,paid
114,44,2024-01-12,2024-02-11,8712.76,paid
115,40,2023-07-16,2023-08-15,9776.9,paid
116,41,2024-11-15,2024-12-15,10055.46,paid
117,22,2024-01-01,2024-01-31,11478.49,paid
118,69,2024-06-05,2024-07-05,24873.59,paid
119,65,2024-09-03,2024-10-03,6341.02,open
120,40,2024-08-29,2024-09-28,21932.73,open
121,31,2023-12-24,2024-01-23,3471.63,paid
122,65,2023-07-02,2023-08-01,23143.69,paid
123,32,2024-05-17,2024-06-16,4281.93,open
124,60,2023-12-16,2024-01-15,12109.9,open
125,26,2023-12-04,2024-01-03,15477.54,paid
126,22,2023-07-19,2023-08-18,19751.04,paid
127,21,2024-05-22,2024-06-21,15271.1,paid
128,23,2024-07-11,2024-08-10,23658.98,paid
129,7,2024-05-11,2024-06-10,23246.73,paid
130,16,2024-05-09,2024-06-08,6556.29,paid
131,19,2023-10-22,2023-11-21,14854.52,paid
132,22,2024-05-12,2024-06-11,14325.39,overdue
133,9,2024-05-20,2024-06-19,9108.77,paid
134,25,2024-12-26,2025-01-25,16883.18,paid
135,76,2023-11-28,2023-12-28,17339.02,paid
136,33,2024-10-04,2024-11-03,24474.78,paid
137,36,2024-12-02,2025-01-01,22515.33,paid
138,26,2024-09-06,2024-10-06,24559.77,paid
139,50,2024-12-15,2025-01-14,10410.11,open
140,57,2024-03-04,2024-04-03,18074.22,paid
141,80,2023-07-01,2023-07-31,23632.04,paid
142,12,2024-06-13,2024-07-13,11599.62,paid
143,25,2023-08-25,2023-09-24,4419.88,paid
144,39,2024-05-27,2024-06-26,13276.16,paid
145,55,2024-08-26,2024-09-25,6332.59,paid
146,26,2024-10-12,2024-11-11,2742.33,paid
147,8,2023-10-03,2023-11-02,16410.89,paid
148,21,2023-11-07,2023-12-07,10616.05,open
149,31,2024-09-27,2024-10-27,10775.87,paid
150,40,2024-03-26,2024-04-25,3011.56,paid
151,46,2024-06-18,2024-07-18,14699.91,paid
152,69,2023-12-06,2024-01-05,19022.44,paid
153,9,2023-10-05,2023-11-04,19602.46,paid
154,61,2023-07-13,2023-08-12,649.89,paid
155,76,2024-05-10,2024-06-09,7783.42,overdue
156,62,2023-12-04,2024-01-03,8020.53,paid
157,37,2023-08-09,2023-09-08,5673.0,paid
158,62,2024-05-10,2024-06-09,17492.55,paid
159,77,2024-07-22,2024-08-21,12297.18,paid
160,40,2024-12-18,2025-01-17,5393.73,overdue
161,23,2023-10-30,2023-11-29,10015.52,paid
162,45,2023-11-08,2023-12-08,11854.01,paid
163,75,2023-10-19,2023-11-18,369.28,paid
164,59,2023-08-19,2023-09-18,24895.73,overdue
165,31,2024-11-29,2024-12-29,11958.62,paid
166,14,2024-11-23,2024-12-23,2854.47,paid
167,61,2023-12-04,2024-01-03,22252.64,paid
168,8,2023-10-23,2023-11-22,10990.68,paid
169,67,2024-02-11,2024-03-12,18968.04,paid
170,32,2023-11-16,2023-12-16,10439.38,paid
171,62,2023-08-09,2023-09-08,6781.13,paid
172,32,2024-01-15,2024-02-14,17984.11,paid
173,3,2023-11-23,2023-12-23,4320.68,paid
174,13,2024-12-30,2025-01-29,6482.72,open
175,36,2024-06-28,2024-07-28,18492.21,paid
176,21,2024-01-10,2024-02-09,21971.44,overdue
177,54,2024-12-20,2025-01-19,203.37,open
178,57,2024-05-22,2024-06-21,21167.88,paid
179,5,2024-08-23,2024-09-22,6768.0,paid
180,15,2024-03-16,2024-04-15,6036.07,paid
181,80,2024-08-01,2024-08-31,19305.6,paid
182,44,2024-08-14,2024-09-13,971.14,paid
183,36,2023-07-07,2023-08-06,2155.28,paid
184,4,2023-09-29,2023-10-29,19760.08,paid
185,36,2024-06-15,2024-07-15,8332.29,paid
186,18,2024-12-25,2025-01-24,20100.87,paid
187,25,2023-08-10,2023-09-09,2769.79,paid
188,44,2024-02-08,2024-03-09,6258.93,paid
189,35,2024-01-22,2024-02-21,474.52,paid
190,61,2024-08-11,2024-09-10,15163.25,paid
191,80,2024-04-15,2024-05-15,22468.84,paid
192,21,2024-01-29,2024-02-28,17800.84,paid
193,62,2024-04-29,2024-05-29,332.7,paid
194,44,2024-04-23,2024-05-23,16395.92,paid
195,79,2024-05-13,2024-06-12,11695.79,paid
196,61,2023-07-11,2023-08-10,9374.96,paid
197,53,2024-05-23,2024-06-22,7458.34,paid
198,53,2023-08-08,2023-09-07,18035.85,paid
199,17,2024-02-03,2024-03-04,14659.28,paid
200,52,2024-09-01,2024-10-01,15626.38,open
201,43,2024-09-07,2024-10-07,24430.96,paid
202,36,2024-11-24,2024-12-24,20220.98,paid
203,4,2024-05-09,2024-06-08,3529.8,paid
204,80,2024-12-28,2025-01-27,14400.86,paid
205,42,2023-08-02,2023-09-01,2610.43,open
206,67,2024-09-06,2024-10-06,5345.31,paid
207,39,2024-04-20,2024-05-20,23179.47,paid
208,22,2024-07-10,2024-08-09,14834.09,paid
209,27,2024-07-20,2024-08-19,17460.13,paid
210,3,2023-07-02,2023-08-01,9414.72,overdue
211,58,2024-08-26,2024-09-25,24344.86,paid
212,22,2023-09-08,2023-10-08,15953.37,open
213,63,2023-07-20,2023-08-19,7387.33,overdue
214,21,2024-02-28,2024-03-29,3665.23,paid
215,66,2024-12-27,2025-01-26,2570.82,paid
216,31,2024-11-03,2024-12-03,3728.79,open
217,13,2024-11-28,2024-12-28,14850.35,paid
218,74,2023-11-28,2023-12-28,20232.57,paid
219,24,2023-08-07,2023-09-06,2127.07,paid
220,46,2023-07-29,2023-08-28,19763.8,paid
221,51,2023-07-22,2023-08-21,11980.4,paid
222,14,2023-07-18,2023-08-17,218.29,paid
223,22,2024-03-25,2024-04-24,5564.34,paid
224,50,2024-10-01,2024-10-31,11318.28,paid
225,59,2023-12-24,2024-01-23,11605.4,paid
226,8,2023-10-22,2023-11-21,20659.97,paid
227,13,2024-04-14,2024-05-14,4682.51,paid
228,35,2023-12-12,2024-01-11,16320.92,paid
229,67,2024-03-21,2024-04-20,17842.83,paid
230,47,2024-12-15,2025-01-14,7880.46,paid
231,3,2024-05-26,2024-06-25,14902.28,paid
232,34,2024-10-18,2024-11-17,23775.76,paid
233,27,2023-12-25,2024-01-24,11881.92,paid
234,23,2023-11-13,2023-12-13,14272.53,paid
235,58,2024-08-28,2024-09-27,22522.9,paid
236,1,2024-10-07,2024-11-06,23421.32,paid
237,69,2024-04-24,2024-05-24,14171.05,paid
238,22,2023-11-19,2023-12-19,7189.57,open
239,51,2024-07-02,2024-08-01,18716.89,paid
240,10,2024-01-11,2024-02-10,17595.89,paid
241,68,2023-10-23,2023-11-22,7441.11,paid
242,75,2023-07-13,2023-08-12,17719.97,paid
243,8,2023-08-28,2023-09-27,3311.07,paid
244,33,2024-05-06,2024-06-05,2912.37,paid
245,50,2024-06-19,2024-07-19,19070.81,paid
246,19,2024-06-22,2024-07-22,1051.43,paid
247,77,2024-10-03,2024-11-02,9592.04,paid
248,19,2024-03-14,2024-04-13,16656.91,paid
249,66,2024-11-11,2024-12-11,9116.54,paid
250,65,2024-12-07,2025-01-06,4657.77,open
251,47,2023-12-20,2024-01-19,4587.29,paid
252,73,2023-11-05,2023-12-05,2353.58,paid
253,56,2024-08-21,2024-09-20,23760.9,paid
254,67,2024-07-18,2024-08-17,2042.97,overdue
255,79,2024-02-18,2024-03-19,15427.55,open
256,64,2024-02-02,2024-03-03,5138.16,paid
257,74,2023-09-21,2023-10-21,22700.34,paid
258,36,2024-01-09,2024-02-08,16527.62,paid
259,29,2024-01-02,2024-02-01,16110.35,paid
260,19,2024-08-04,2024-09-03,16767.59,paid
261,16,2023-09-08,2023-10-08,11672.06,paid
262,76,2024-06-06,2024-07-06,9848.95,paid
263,60,2024-09-04,2024-10-04,12422.12,paid
264,28,2024-12-09,2025-01-08,19141.85,paid
265,10,2023-07-10,2023-08-09,21806.76,paid
266,29,2024-05-27,2024-06-26,13128.38,paid
267,79,2024-05-30,2024-06-29,4188.68,paid
268,49,2024-01-21,2024-02-20,16866.18,paid
269,80,2024-06-12,2024-07-12,2205.33,paid
270,60,2024-03-01,2024-03-31,11489.49,paid
271,59,2023-08-10,2023-09-09,17242.69,paid
272,66,2024-10-12,2024-11-11,16455.98,paid
273,57,2024-01-03,2024-02-02,19982.01,paid
274,74,2023-12-31,2024-01-30,13279.9,paid
275,9,2023-09-18,2023-10-18,10255.54,paid
276,77,2024-03-25,2024-04-24,22281.53,paid
277,14,2024-09-02,2024-10-02,5263.02,paid
278,4,2023-10-23,2023-11-22,19679.48,paid
279,78,2024-07-22,2024-08-21,250.67,overdue
280,13,2024-07-05,2024-08-04,3657.38,paid
281,3,2024-04-05,2024-05-05,16312.62,paid
282,70,2024-10-12,2024-11-11,21783.18,paid
283,12,2024-11-19,2024-12-19,23662.69,open
284,80,2023-08-08,2023-09-07,5094.82,paid
285,50,2024-12-16,2025-01-15,19085.16,overdue
286,10,2023-09-04,2023-10-04,15223.41,paid
287,77,2024-10-13,2024-11-12,3990.17,paid
288,34,2023-09-03,2023-10-03,14055.8,paid
289,8,2024-02-25,2024-03-26,11298.26,paid
290,6,2023-08-18,2023-09-17,20212.07,open
291,79,2024-01-06,2024-02-05,21632.97,paid
292,48,2024-12-05,2025-01-04,19838.29,open
293,62,2024-04-16,2024-05-16,1147.75,open
294,79,2024-11-20,2024-12-20,16616.84,paid
295,69,2023-12-30,2024-01-29,6439.63,open
296,6,2023-11-08,2023-12-08,15191.52,open
297,40,2024-06-07,2024-07-07,6992.98,paid
298,65,2023-12-22,2024-01-21,12800.92,paid
299,32,2024-05-29,2024-06-28,11004.19,paid
300,4,2024-01-21,2024-02-20,24412.61,paid
301,53,2023-07-08,2023-08-07,1511.01,paid
302,25,2023-12-17,2024-01-16,20700.18,paid
303,23,2024-01-21,2024-02-20,17897.16,paid
304,53,2024-01-28,2024-02-27,5556.93,paid
305,32,2023-12-20,2024-01-19,21145.27,overdue
306,21,2024-08-13,2024-09-12,15934.08,paid
307,80,2024-12-16,2025-01-15,8026.22,open
308,44,2024-03-25,2024-04-24,12346.3,paid
309,47,2024-01-03,2024-02-02,20668.02,paid
310,13,2024-04-01,2024-05-01,9756.15,paid
311,9,2024-08-05,2024-09-04,6549.88,paid
312,1,2023-10-25,2023-11-24,23347.64,open
313,21,2024-11-11,2024-12-11,24724.56,paid
314,31,2024-02-27,2024-03-28,1455.13,paid
315,74,2024-07-30,2024-08-29,11490.91,open
316,71,2023-07-17,2023-08-16,4039.95,open
317,42,2024-04-09,2024-05-09,15288.23,open
318,65,2023-10-03,2023-11-02,12842.74,paid
319,69,2023-07-05,2023-08-04,13913.79,paid
320,22,2024-11-17,2024-12-17,2071.71,open
321,14,2024-09-19,2024-10-19,14102.55,paid
322,1,2024-05-14,2024-06-13,21893.14,overdue
323,10,2024-09-13,2024-10-13,8743.71,paid
324,37,2024-05-07,2024-06-06,8176.03,paid
325,50,2023-08-27,2023-09-26,17948.8,paid
326,23,2024-02-20,2024-03-21,2172.22,open
327,4,2024-08-13,2024-09-12,20553.14,paid
328,19,2023-09-22,2023-10-22,14849.01,paid
329,70,2024-05-02,2024-06-01,19277.4,paid
330,2,2024-05-31,2024-06-30,20107.12,paid
331,58,2024-09-01,2024-10-01,13738.51,paid
332,20,2024-06-21,2024-07-21,22712.92,paid
333,12,2024-01-17,2024-02-16,18250.37,paid
334,35,2024-12-25,2025-01-24,24773.37,paid
335,58,2024-02-12,2024-03-13,3584.24,paid
336,3,2024-10-07,2024-11-06,7518.62,paid
337,23,2024-10-02,2024-11-01,15989.05,open
338,48,2024-03-14,2024-04-13,4994.3,paid
339,67,2023-11-07,2023-12-07,15680.11,paid
340,71,2023-12-16,2024-01-15,22005.99,paid
341,59,2024-04-26,2024-05-26,21815.03,paid
342,60,2024-11-28,2024-12-28,3347.99,paid
343,1,2023-12-30,2024-01-29,8593.21,paid
344,56,2024-01-30,2024-02-29,14644.08,paid
345,59,2024-07-31,2024-08-30,13931.98,paid
346,31,2024-11-02,2024-12-02,19846.54,paid
347,52,2024-03-19,2024-04-18,9874.21,paid
348,33,2024-07-11,2024-08-10,18753.9,paid
349,33,2023-12-20,2024-01-19,12443.5,paid
350,37,2024-03-07,2024-04-06,24755.77,paid
351,27,2024-03-03,2024-04-02,17353.98,paid
352,69,2023-12-28,2024-01-27,6713.02,paid
353,25,2023-07-30,2023-08-29,11629.22,paid
354,55,2024-06-03,2024-07-03,21928.29,paid
355,9,2024-03-14,2024-04-13,15318.94,paid
356,62,2024-05-19,2024-06-18,10750.87,paid
357,64,2024-09-23,2024-10-23,22781.84,paid
358,54,2024-12-12,2025-01-11,16962.91,paid
359,33,2024-11-29,2024-12-29,22086.49,paid
360,78,2024-09-02,2024-10-02,24150.16,paid
361,67,2023-08-10,2023-09-09,10311.96,paid
362,36,2024-05-15,2024-06-14,14238.72,paid
363,12,2024-10-10,2024-11-09,12983.49,paid
364,22,2023-12-03,2024-01-02,11857.75,paid
365,4,2024-05-11,2024-06-10,9966.26,paid
366,77,2023-07-06,2023-08-05,3506.33,paid
367,31,2024-10-22,2024-11-21,13648.33,paid
368,61,2024-03-05,2024-04-04,3742.23,paid
369,60,2024-01-20,2024-02-19,8712.51,paid
370,70,2024-01-01,2024-01-31,18455.71,paid
371,32,2023-07-29,2023-08-28,7299.2,paid
372,32,2024-10-11,2024-11-10,14137.57,overdue
373,50,2024-03-03,2024-04-02,12704.65,paid
374,45,2024-07-21,2024-08-20,13536.95,overdue
375,50,2024-01-30,2024-02-29,5076.55,paid
376,62,2023-11-19,2023-12-19,3327.42,paid
377,38,2024-06-22,2024-07-22,2405.15,paid
378,79,2024-03-06,2024-04-05,15933.17,paid
379,67,2023-07-20,2023-08-19,6624.17,open
380,64,2024-06-01,2024-07-01,23955.5,paid
381,56,2024-04-23,2024-05-23,17040.13,paid
382,44,2024-02-10,2024-03-11,20277.1,paid
383,32,2024-07-05,2024-08-04,6560.97,paid
384,5,2024-02-13,2024-03-14,4054.57,paid
385,80,2024-06-02,2024-07-02,6161.52,paid
386,18,2024-09-11,2024-10-11,12156.84,paid
387,27,2024-03-08,2024-04-07,6274.09,paid
388,19,2024-02-01,2024-03-02,23681.31,open
389,24,2024-05-03,2024-06-02,17623.14,paid
390,19,2024-09-17,2024-10-17,3736.09,paid
391,65,2024-08-04,2024-09-03,1651.51,paid
392,20,2023-12-31,2024-01-30,22553.98,paid
393,53,2024-07-08,2024-08-07,4570.9,paid
394,18,2023-09-04,2023-10-04,18903.17,paid
395,33,2024-01-10,2024-02-09,3342.82,open
396,78,2023-07-26,2023-08-25,6465.63,paid
397,31,2024-06-15,2024-07-15,1174.52,paid
398,2,2023-10-15,2023-11-14,18978.75,paid
399,32,2024-06-27,2024-07-27,12203.46,paid
400,38,2023-11-17,2023-12-17,9331.29,open
401,50,2023-10-13,2023-11-12,22095.58,paid
402,28,2023-10-27,2023-11-26,6966.83,paid
403,32,2024-05-14,2024-06-13,18398.39,paid
404,60,2024-09-25,2024-10-25,9714.77,paid
405,6,2023-10-18,2023-11-17,19089.66,paid
406,48,2024-03-04,2024-04-03,10273.81,paid
407,2,2024-05-09,2024-06-08,15528.82,open
408,28,2023-10-09,2023-11-08,1519.51,paid
409,26,2024-03-21,2024-04-20,17300.39,paid
410,37,2024-09-23,2024-10-23,10187.72,paid
411,8,2023-08-17,2023-09-16,5264.04,paid
412,27,2024-06-09,2024-07-09,17000.06,paid
413,65,2023-07-08,2023-08-07,16314.99,paid
414,23,2024-10-30,2024-11-29,10967.48,overdue
415,73,2023-12-05,2024-01-04,24701.46,overdue
416,67,2024-02-14,2024-03-15,9757.99,paid
417,17,2023-07-23,2023-08-22,6451.37,open
418,64,2023-09-26,2023-10-26,11092.24,paid
419,68,2023-08-28,2023-09-27,1481.43,open
420,42,2023-07-24,2023-08-23,6911.52,paid
421,26,2024-12-01,2024-12-31,24491.08,open
422,37,2023-11-19,2023-12-19,15930.47,open
423,6,2024-03-04,2024-04-03,10500.62,open
424,33,2024-06-05,2024-07-05,21144.87,paid
425,57,2024-05-02,2024-06-01,24101.52,open
426,59,2023-11-29,2023-12-29,14747.73,paid
427,10,2023-11-08,2023-12-08,451.04,open
428,34,2023-10-31,2023-11-30,23165.36,paid
429,73,2024-04-21,2024-05-21,18195.57,paid
430,6,2024-04-01,2024-05-01,13754.16,paid
431,15,2024-08-09,2024-09-08,14491.61,paid
432,1,2023-10-05,2023-11-04,13734.42,open
433,58,2024-06-01,2024-07-01,13473.59,paid
434,29,2024-10-05,2024-11-04,17443.61,paid
435,65,2024-02-12,2024-03-13,21630.98,paid
436,74,2023-08-07,2023-09-06,7054.75,paid
437,45,2023-07-04,2023-08-03,19663.74,paid
438,70,2024-07-01,2024-07-31,21105.4,paid
439,5,2023-10-02,2023-11-01,9623.67,paid
440,60,2023-10-02,2023-11-01,9532.54,open
441,19,2024-10-03,2024-11-02,9398.13,paid
442,31,2023-07-26,2023-08-25,21151.08,paid
443,39,2023-09-08,2023-10-08,23673.91,paid
444,77,2023-07-16,2023-08-15,24100.25,paid
445,52,2023-07-25,2023-08-24,7616.26,paid
446,45,2024-08-14,2024-09-13,13871.48,paid
447,7,2023-12-07,2024-01-06,15467.23,paid
448,56,2023-09-18,2023-10-18,21052.84,paid
449,2,2024-05-17,2024-06-16,23060.17,open
450,10,2024-12-03,2025-01-02,2650.64,paid
451,1,2023-11-21,2023-12-21,17511.21,paid
452,79,2023-10-28,2023-11-27,16754.41,paid
453,11,2024-07-11,2024-08-10,24372.49,paid
454,40,2023-08-14,2023-09-13,14750.59,paid
455,34,2023-11-18,2023-12-18,8340.89,paid
456,25,2024-10-10,2024-11-09,4919.02,paid
457,34,2023-10-27,2023-11-26,8096.26,paid
458,62,2023-11-21,2023-12-21,22158.5,paid
459,17,2024-05-05,2024-06-04,10326.31,paid
460,47,2024-07-03,2024-08-02,22920.56,paid
461,41,2023-11-15,2023-12-15,9086.83,paid
462,69,2024-06-24,2024-07-24,16772.17,paid
463,6,2024-10-30,2024-11-29,22641.92,paid
464,15,2024-07-24,2024-08-23,19608.49,open
465,74,2024-08-07,2024-09-06,791.09,paid
466,71,2024-08-09,2024-09-08,7354.62,paid
467,51,2023-07-24,2023-08-23,2753.48,paid
468,71,2023-12-29,2024-01-28,4689.25,paid
469,27,2023-08-10,2023-09-09,2976.8,paid
470,21,2023-09-03,2023-10-03,21340.56,paid
471,10,2024-01-15,2024-02-14,12531.65,paid
472,30,2024-07-23,2024-08-22,13556.27,paid
473,1,2023-10-12,2023-11-11,15559.35,paid
474,59,2023-07-22,2023-08-21,13443.37,paid
475,24,2024-09-01,2024-10-01,9107.4,paid
476,67,2024-09-30,2024-10-30,17794.34,paid
477,7,2023-08-21,2023-09-20,17652.8,paid
478,55,2023-08-09,2023-09-08,10046.62,paid
479,44,2024-06-22,2024-07-22,23053.52,paid
480,33,2024-06-26,2024-07-26,10373.53,paid
481,53,2024-03-14,2024-04-13,18582.74,paid
482,25,2024-08-20,2024-09-19,20187.19,paid
483,7,2024-05-09,2024-06-08,4058.26,paid
484,74,2024-02-18,2024-03-19,14316.02,paid
485,17,2023-07-14,2023-08-13,8629.37,paid
486,70,2023-09-01,2023-10-01,6428.94,open
487,11,2023-11-24,2023-12-24,11241.08,open
488,26,2023-11-17,2023-12-17,1008.23,paid
489,65,2024-05-13,2024-06-12,22962.74,paid
490,66,2024-05-09,2024-06-08,3516.44,paid
491,52,2024-06-09,2024-07-09,7022.92,paid
492,63,2023-12-20,2024-01-19,5422.72,paid
493,57,2024-05-01,2024-05-31,23844.99,paid
494,64,2023-10-16,2023-11-15,8582.0,paid
495,61,2024-10-16,2024-11-15,7488.85,paid
496,16,2024-08-24,2024-09-23,5413.74,paid
497,33,2024-05-16,2024-06-15,11673.54,paid
498,11,2023-12-24,2024-01-23,3327.73,paid
499,76,2024-06-21,2024-07-21,13766.94,paid
500,30,2023-10-26,2023-11-25,10740.9,paid
501,7,2023-07-19,2023-08-18,4191.57,paid
502,11,2024-06-17,2024-07-17,10141.72,paid
503,50,2024-09-03,2024-10-03,2219.11,paid
504,62,2024-02-23,2024-03-24,8536.7,paid
505,26,2024-07-23,2024-08-22,14976.39,open
506,8,2024-02-24,2024-03-25,13098.65,paid
507,38,2023-11-18,2023-12-18,18488.33,paid
508,15,2023-10-18,2023-11-17,1352.16,paid
509,28,2024-06-07,2024-07-07,5320.0,paid
510,18,2023-11-26,2023-12-26,7282.29,paid
511,45,2024-04-17,2024-05-17,2686.02,open
512,11,2024-10-07,2024-11-06,12474.24,paid
513,38,2024-04-23,2024-05-23,3495.24,paid
514,75,2023-07-17,2023-08-16,15914.15,paid
515,1,2023-09-30,2023-10-30,11771.99,paid
516,45,2023-08-17,2023-09-16,19609.88,open
517,8,2024-04-06,2024-05-06,18480.98,paid
518,27,2024-02-03,2024-03-04,11406.3,paid
519,57,2023-12-28,2024-01-27,22508.64,open
520,59,2024-01-11,2024-02-10,17353.38,paid
521,49,2024-09-24,2024-10-24,9534.84,paid
522,72,2024-01-18,2024-02-17,11574.46,paid
523,68,2024-07-02,2024-08-01,15571.31,paid
524,65,2023-11-04,2023-12-04,3324.58,overdue
525,2,2023-09-22,2023-10-22,18000.99,paid
526,54,2023-09-12,2023-10-12,19122.47,paid
527,79,2023-08-07,2023-09-06,18067.97,paid
528,74,2024-03-14,2024-04-13,8247.87,open
529,12,2024-11-10,2024-12-10,24781.02,paid
530,76,2024-04-28,2024-05-28,7752.85,paid
531,46,2024-05-22,2024-06-21,20948.84,paid
532,76,2024-07-31,2024-08-30,7777.32,paid
533,32,2024-06-06,2024-07-06,20899.66,paid
534,56,2024-05-23,2024-06-22,7700.69,paid
535,69,2023-09-07,2023-10-07,19759.67,paid
536,56,2024-02-16,2024-03-17,14237.85,paid
537,50,2024-10-19,2024-11-18,14975.4,paid
538,49,2023-11-03,2023-12-03,521.01,paid
