expense_id,incurred_on,department,category,amount,description
53,2024-02-22,People,recruiting,979.85,client dinner
54,2024-05-01,Engineering,cloud,1310.13,conference travel
55,2024-04-28,Support,travel,663.4,job board
56,2024-08-11,People,training,2837.53,training course
57,2024-09-23,Operations,office,1338.86,job board
58,2023-10-04,Marketing,office,3072.54,job board
59,2023-09-03,Product,office,3724.33,training course
60,2023-09-10,Operations,recruiting,1927.63,conference travel
61,2023-10-16,Engineering,events,2650.69,laptop
62,2024-12-30,Finance,recruiting,2142.08,client dinner
63,2024-06-27,People,recruiting,3085.94,cloud overage
64,2024-09-30,Operations,office,2957.75,cloud overage
65,2024-08-14,Finance,travel,284.2,laptop
66,2023-08-28,Marketing,cloud,646.89,job board
67,2023-11-18,Engineering,office,1953.21,job board
68,2023-11-30,Product,cloud,282.16,training course
69,2023-11-17,Engineering,software,1860.84,training course
70,2023-09-10,Engineering,software,2112.59,cloud overage
71,2024-06-29,Support,office,3000.07,cloud overage
72,2023-12-31,Operations,training,1349.12,cloud overage
73,2023-08-21,Marketing,travel,245.62,team offsite
74,2023-08-10,Finance,travel,738.12,cloud overage
75,2024-09-05,Marketing,cloud,1037.6,client dinner
76,2024-05-08,People,cloud,2662.0,training course
77,2024-10-27,People,software,1442.54,cloud overage
78,2024-12-20,Product,training,1506.86,training course
79,2024-08-29,People,software,582.17,training course
80,2024-03-06,Finance,recruiting,3040.09,job board
81,2023-10-26,Product,cloud,2368.71,conference travel
82,2024-09-01,People,travel,896.68,cloud overage
83,2024-08-17,Sales,events,1574.39,conference travel
84,2024-03-28,Finance,office,1345.49,training course
85,2023-10-25,Marketing,software,756.68,team offsite
86,2024-07-23,Sales,recruiting,1458.5,laptop
87,2023-09-14,Marketing,cloud,3724.36,laptop
88,2023-08-16,Sales,office,1756.15,cloud overage
89,2024-08-29,Sales,training,173.92,client dinner
90,2024-03-15,Engineering,travel,1800.2,job board
91,2024-05-18,Engineering,training,3151.85,team offsite
92,2023-11-22,Operations,office,813.1,conference travel
93,2023-08-30,Engineering,travel,2771.03,client dinner
94,2024-03-13,Product,training,1706.97,client dinner
95,2024-01-27,People,cloud,2873.43,laptop
96,2024-12-20,Engineering,office,1483.52,team offsite
97,2023-07-30,Product,travel,3913.15,conference travel
98,2023-10-17,Engineering,events,2593.01,training course
99,2024-03-16,Marketing,office,884.53,conference travel
100,2024-04-06,Engineering,cloud,3913.5,team offsite
101,2024-09-14,Operations,office,2845.34,laptop
102,2024-12-10,Marketing,training,3164.13,training course
103,2024-12-22,Support,travel,3373.09,job board
104,2023-07-27,People,recruiting,142.33,team offsite
105,2024-02-27,People,events,2377.44,laptop
106,2024-07-07,Finance,training,2733.67,conference travel
107,2024-12-05,Support,events,2808.69,laptop
108,2023-08-21,Operations,software,1958.49,training course
109,2024-05-20,Finance,travel,1769.8,job board
110,2023-10-07,Engineering,cloud,1152.66,job board
111,2024-03-16,Support,recruiting,3929.83,laptop
112,2023-07-27,Marketing,events,2710.26,conference travel
113,2024-03-06,Operations,events,1532.39,job board
114,2024-09-22,Support,recruiting,775.95,laptop
115,2024-09-25,Marketing,events,3279.48,laptop
116,2023-12-10,Finance,events,652.25,training course
117,2024-11-17,Support,training,2506.22,job board
118,2024-05-18,Engineering,travel,278.33,laptop
119,2024-06-12,Finance,cloud,2140.89,laptop
120,2024-09-06,Operations,office,2559.49,team offsite
121,2023-07-20,Sales,recruiting,870.66,job board
122,2024-07-08,Operations,recruiting,3136.05,laptop
123,2023-12-15,Operations,training,1772.97,client dinner
124,2024-07-03,People,recruiting,3156.44,client dinner
125,2023-11-16,Finance,training,3988.67,laptop
126,2023-12-28,People,training,1309.24,team offsite
127,2024-05-16,Finance,travel,3861.24,job board
128,2023-07-11,People,office,3572.37,cloud overage
129,2023-09-21,Marketing,office,3507.32,team offsite
130,2023-11-12,Operations,events,3348.35,job board
131,2023-12-29,Product,travel,3103.29,client dinner
132,2023-12-08,Engineering,software,1452.4,team offsite
133,2024-11-11,Support,events,2446.1,conference travel
134,2023-10-20,Operations,training,2461.83,job board
135,2024-07-29,Engineering,events,3027.38,client dinner
136,2024-04-23,Marketing,travel,1396.21,training course
137,2024-06-16,Sales,recruiting,1942.92,cloud overage
138,2024-04-15,Finance,software,2919.92,training course
139,2024-03-11,Support,training,1012.51,training course
140,2024-12-29,Operations,cloud,931.11,laptop
141,2023-12-30,Sales,software,82.14,job board
142,2024-03-19,Finance,training,460.48,team offsite
143,2024-11-06,Finance,training,1372.65,conference travel
144,2024-10-16,Marketing,training,2234.67,team offsite
145,2024-05-06,Engineering,cloud,1201.63,conference travel
146,2024-07-05,People,recruiting,144.94,laptop
147,2024-11-21,Operations,cloud,3401.04,job board
148,2023-11-14,Product,travel,3383.76,training course
149,2023-12-16,Finance,travel,2348.85,laptop
150,2023-09-03,Support,cloud,2145.48,conference travel
151,2024-08-21,Marketing,software,1938.93,training course
152,2023-11-24,Sales,recruiting,3294.31,cloud overage
153,2024-05-21,Product,software,2305.54,team offsite
154,2024-12-14,Finance,training,3687.1,laptop
155,2024-03-23,Marketing,cloud,3223.54,conference travel
156,2024-06-06,Marketing,cloud,594.64,training course
157,2024-03-02,Marketing,recruiting,1604.41,team offsite
158,2024-08-04,Marketing,events,1398.69,team offsite
159,2023-11-16,Product,training,528.24,client dinner
160,2024-04-15,Sales,cloud,1540.13,team offsite
161,2024-07-20,Product,travel,990.03,cloud overage
162,2024-01-12,Sales,travel,1732.63,cloud overage
163,2024-06-23,Finance,office,3246.88,training course
164,2024-09-01,Product,recruiting,2540.66,laptop
165,2023-10-17,Marketing,training,3212.72,cloud overage
166,2024-06-06,Finance,recruiting,1997.86,laptop
167,2024-03-21,People,office,3075.56,conference travel
168,2023-07-10,Engineering,office,1814.25,conference travel
169,2024-02-27,Marketing,recruiting,1741.39,conference travel
170,2024-02-09,People,office,2203.95,conference travel
171,2024-10-23,Finance,events,3546.14,job board
172,2023-10-12,Marketing,training,3039.95,laptop
173,2024-11-16,Support,travel,2106.8,cloud overage
174,2023-08-13,Marketing,software,842.91,team offsite
175,2024-06-11,Finance,office,2137.87,training course
176,2023-10-18,Support,cloud,3336.21,training course
177,2024-03-30,People,office,1177.71,cloud overage
178,2024-08-27,Marketing,recruiting,1958.23,conference travel
179,2023-09-23,People,office,2735.98,team offsite
180,2024-02-16,Engineering,office,178.83,training course
181,2024-10-02,Engineering,office,159.87,client dinner
182,2024-07-29,Product,software,1775.93,training course
183,2024-08-30,Product,events,3057.94,laptop
184,2024-02-03,Product,travel,893.85,team offsite
185,2024-02-19,Support,training,922.86,team offsite
186,2023-12-17,Operations,travel,2078.86,training course
187,2023-08-29,Marketing,travel,2623.08,training course
188,2024-03-29,Finance,training,704.58,conference travel
189,2024-09-01,Finance,travel,1228.45,training course
190,2023-12-26,Operations,office,3305.56,job board
191,2023-10-09,Engineering,recruiting,2851.01,job board
192,2024-11-07,People,office,2574.28,training course
193,2024-07-06,Marketing,recruiting,2955.02,job board
194,2024-08-26,Engineering,cloud,268.54,laptop
195,2024-02-19,Product,recruiting,1801.28,laptop
196,2023-11-05,People,cloud,756.96,job board
197,2023-08-18,People,training,342.73,client dinner
198,2023-12-06,Sales,recruiting,3812.24,job board
199,2023-07-11,Product,recruiting,2011.84,conference travel
200,2024-03-10,Finance,training,1742.45,job board
201,2024-07-20,Sales,office,3436.41,client dinner
202,2024-01-02,Operations,recruiting,415.46,conference travel
203,2024-09-13,Marketing,cloud,3581.26,team offsite
204,2024-01-25,Finance,office,2853.58,job board
205,2024-05-30,People,recruiting,2014.37,job board
206,2024-10-24,Operations,training,2569.59,training course
207,2023-11-11,Finance,travel,3475.42,laptop
208,2024-01-16,People,software,1644.19,job board
209,2024-01-01,Product,software,1700.33,conference travel
210,2024-05-02,Marketing,software,2038.68,conference travel
211,2024-07-29,Operations,software,3477.71,team offsite
212,2024-06-12,Product,travel,2822.31,training course
213,2024-04-02,People,recruiting,98.83,training course
214,2023-12-18,People,office,533.7,cloud overage
215,2024-01-13,Sales,travel,1425.49,cloud overage
216,2024-01-14,Finance,cloud,2700.91,job board
217,2024-05-26,Engineering,office,2161.68,conference travel
218,2024-05-31,Engineering,events,1076.23,laptop
219,2024-01-05,Sales,training,393.14,client dinner
220,2024-09-11,Engineering,travel,1667.63,conference travel
221,2023-10-17,Finance,events,3343.74,conference travel
222,2024-02-17,People,travel,2929.25,team offsite
223,2024-05-19,Operations,recruiting,1786.49,team offsite
224,2024-08-05,Sales,recruiting,2817.84,job board
225,2024-07-09,Product,travel,3041.59,cloud overage
226,2024-06-01,People,recruiting,3222.6,cloud overage
227,2024-04-06,Operations,recruiting,147.1,laptop
228,2024-11-17,Marketing,travel,2583.01,team offsite
229,2024-11-24,Sales,software,3100.97,cloud overage
230,2024-05-07,Marketing,training,457.72,client dinner
231,2024-10-20,Sales,cloud,1565.77,cloud overage
232,2023-10-27,Product,software,754.83,cloud overage
233,2024-05-02,Support,events,2969.97,cloud overage
234,2024-12-31,Support,travel,3580.79,job board
235,2024-02-10,Product,training,1269.0,client dinner
236,2024-01-17,Engineering,travel,1399.4,laptop
237,2024-10-18,Product,software,2828.43,team offsite
238,2023-11-05,Operations,cloud,3371.03,client dinner
239,2024-08-08,People,software,2229.14,training course
240,2024-04-08,Marketing,software,1852.23,conference travel
241,2024-05-29,Engineering,office,3332.53,job board
242,2024-12-11,Operations,office,3330.6,cloud overage
243,2023-08-14,Marketing,events,1118.49,client dinner
244,2024-02-28,People,cloud,953.77,conference travel
245,2024-01-02,Marketing,cloud,3170.33,conference travel
246,2023-08-11,Marketing,office,452.33,training course
247,2024-02-19,Support,software,519.14,client dinner
248,2024-07-19,People,training,2686.36,laptop
249,2024-07-01,People,training,1633.76,cloud overage
250,2024-09-22,Sales,software,410.52,laptop
251,2023-10-11,Marketing,training,1108.75,job board
252,2023-10-18,Sales,training,1591.32,client dinner
253,2024-07-29,Marketing,recruiting,255.32,training course
254,2024-04-02,Operations,training,1205.26,team offsite
255,2023-09-07,Marketing,office,2272.07,laptop
256,2023-10-24,Engineering,training,3523.46,job board
257,2023-07-13,Product,events,2691.48,client dinner
258,2024-09-04,People,events,3887.12,client dinner
259,2024-03-15,Engineering,travel,1453.82,job board
260,2024-06-13,Sales,cloud,3651.61,client dinner
261,2023-08-09,Operations,events,3704.71,cloud overage
262,2023-10-19,Finance,cloud,3679.26,cloud overage
263,2024-05-07,Engineering,events,2233.17,cloud overage
264,2024-03-19,Marketing,travel,392.04,team offsite
265,2024-11-07,Sales,events,1454.92,cloud overage
266,2024-06-26,People,software,3671.02,training course
267,2024-03-19,Sales,software,3455.98,laptop
268,2024-06-27,Marketing,office,1454.32,team offsite
269,2024-06-12,Engineering,training,2148.0,job board
270,2023-09-20,Sales,office,1582.72,job board
271,2024-10-27,Sales,office,1806.83,cloud overage
272,2023-07-25,Product,office,2853.18,client dinner
273,2023-10-17,Support,software,472.46,team offsite
274,2024-08-16,Engineering,events,452.85,laptop
275,2024-05-18,Support,software,3504.31,client dinner
276,2023-12-23,Sales,recruiting,758.55,laptop
277,2024-03-06,Marketing,cloud,1171.52,team offsite
278,2023-11-20,Operations,training,123.69,cloud overage
279,2024-09-20,Operations,recruiting,570.02,conference travel
280,2024-03-11,Product,training,3910.25,cloud overage
281,2024-01-14,Product,events,3658.02,conference travel
282,2023-12-08,Finance,events,3331.02,team offsite
283,2024-06-27,People,training,3709.61,cloud overage
284,2024-04-11,Engineering,cloud,809.68,cloud overage
285,2024-02-14,People,cloud,3198.43,conference travel
286,2023-08-08,Operations,events,2905.54,client dinner
287,2023-09-14,Product,events,3845.19,cloud overage
288,2024-05-01,Operations,training,2021.59,client dinner
289,2024-11-24,Support,office,252.44,team offsite
290,2023-07-10,Operations,cloud,3356.62,training course
291,2024-07-14,Support,cloud,2397.51,cloud overage
292,2024-04-15,Operations,events,2217.1,cloud overage
293,2024-11-07,People,training,456.68,team offsite
294,2023-07-16,Engineering,software,1517.87,laptop
295,2024-04-08,Engineering,software,2538.49,job board
296,2023-11-19,Product,training,460.19,team offsite
297,2024-06-30,Support,cloud,1280.37,cloud overage
298,2024-12-22,Support,office,1448.83,cloud overage
299,2024-09-14,Sales,recruiting,359.64,client dinner
300,2024-01-07,Sales,training,3112.98,cloud overage
301,2024-06-27,Support,recruiting,2209.53,client dinner
302,2024-07-11,Sales,travel,3779.27,team offsite
303,2024-03-06,Sales,software,980.93,team offsite
304,2023-08-26,People,software,1022.87,conference travel
305,2024-05-05,People,cloud,172.16,team offsite
306,2023-07-16,Engineering,cloud,1061.01,training course
307,2024-01-17,Operations,travel,1577.15,job board
308,2023-11-16,Support,cloud,2619.89,conference travel
309,2024-07-31,Sales,cloud,76.79,client dinner
310,2023-09-05,People,cloud,3344.05,client dinner
311,2024-03-04,Sales,recruiting,1744.82,conference travel
312,2024-10-04,Sales,cloud,881.75,laptop
313,2023-08-12,Sales,office,407.92,team offsite
314,2024-12-17,Engineering,recruiting,3611.15,client dinner
315,2023-10-05,Product,events,1681.27,conference travel
316,2024-10-02,Operations,recruiting,2463.45,team offsite
317,2024-07-03,Marketing,office,3502.44,laptop
318,2023-08-29,Marketing,cloud,1428.7,team offsite
319,2024-01-31,People,software,2698.87,team offsite
320,2024-07-26,Operations,office,3731.39,team offsite
321,2024-04-01,Finance,cloud,1452.09,cloud overage
322,2023-12-31,Support,events,1858.25,team offsite
323,2024-05-19,Engineering,software,3416.83,training course
324,2023-07-14,Product,software,3619.05,job board
325,2023-11-06,People,office,1598.88,conference travel
326,2024-11-17,People,office,1574.46,conference travel
327,2024-07-29,Finance,software,1931.57,laptop
328,2024-05-26,Operations,software,2906.08,cloud overage
329,2024-04-30,Marketing,office,2615.07,client dinner
330,2024-08-29,Marketing,software,3065.12,conference travel
331,2023-07-06,Engineering,events,1003.58,team offsite
332,2024-10-31,Operations,cloud,1607.07,cloud overage
333,2024-03-27,Support,cloud,648.77,cloud overage
334,2024-05-29,Marketing,training,2796.05,training course
335,2024-04-29,Support,recruiting,1445.64,laptop
336,2024-10-15,Support,office,3161.24,training course
337,2024-03-24,Product,travel,3615.64,client dinner
338,2024-11-07,Marketing,office,2804.23,cloud overage
339,2024-05-03,Support,events,3125.54,job board
340,2023-07-22,Product,software,3607.3,team offsite
341,2024-02-18,Finance,software,3279.24,laptop
342,2023-10-11,Engineering,training,1648.76,client dinner
343,2024-08-04,Engineering,travel,2223.23,job board
344,2023-12-01,Engineering,recruiting,3533.51,training course
345,2023-08-02,Marketing,office,3941.04,team offsite
346,2024-01-26,People,office,331.76,cloud overage
347,2024-08-31,People,travel,77.92,conference travel
348,2024-06-22,Sales,cloud,2825.28,client dinner
349,2024-10-28,Operations,travel,1834.56,cloud overage
350,2024-07-19,Finance,travel,2904.51,laptop
351,2023-10-17,Support,travel,1033.57,job board
352,2024-01-04,Finance,office,734.12,laptop
353,2023-12-07,Product,software,1722.06,client dinner
354,2023-07-27,Sales,cloud,1167.99,team offsite
355,2024-11-09,Support,cloud,3679.68,cloud overage
356,2023-12-17,Marketing,software,2140.83,job board
357,2023-08-17,People,training,2255.61,training course
358,2024-10-20,Sales,training,1185.19,laptop
359,2024-03-13,Engineering,travel,2479.36,team offsite
360,2024-02-04,Marketing,travel,2508.41,training course
361,2024-11-15,Marketing,recruiting,401.17,cloud overage
362,2024-09-18,People,training,2734.9,conference travel
363,2024-08-24,Sales,cloud,773.65,cloud overage
364,2024-06-29,Sales,travel,3914.95,cloud overage
365,2024-08-25,Sales,office,1918.2,team offsite
366,2024-09-14,People,software,2041.89,client dinner
367,2023-08-03,Sales,recruiting,713.75,team offsite
368,2024-11-26,Finance,training,1199.36,training course
369,2024-10-21,Finance,recruiting,2550.87,cloud overage
370,2023-08-08,Finance,office,1278.64,training course
371,2023-09-29,Product,software,1221.07,conference travel
372,2023-11-14,Engineering,travel,2083.91,job board
373,2024-03-08,Marketing,software,3020.02,team offsite
374,2023-12-17,Sales,office,1682.6,training course
375,2023-10-28,Support,travel,3911.17,job board
376,2023-09-03,Engineering,cloud,963.46,cloud overage
377,2023-10-29,Support,software,1048.8,training course
378,2024-03-14,Marketing,travel,2981.05,laptop
379,2024-10-01,Finance,travel,932.52,job board
380,2024-11-19,Support,cloud,3885.27,conference travel
381,2024-08-10,People,office,2701.46,training course
382,2023-09-11,Operations,recruiting,3227.56,training course
383,2024-08-17,Operations,training,958.68,job board
384,2023-09-21,Support,training,1219.76,team offsite
385,2024-08-28,Marketing,office,774.17,team offsite
386,2023-12-09,Support,training,2441.16,client dinner
387,2024-09-02,Engineering,events,104.3,conference travel
388,2023-08-24,Sales,events,315.37,conference travel
389,2024-03-17,Product,office,916.9,laptop
390,2024-01-16,Finance,office,229.5,client dinner
391,2024-08-15,Operations,training,3462.27,cloud overage
392,2024-09-01,Finance,office,3610.87,client dinner
393,2024-10-19,Sales,office,2948.99,laptop
394,2024-02-04,Engineering,cloud,1630.23,training course
395,2024-01-18,Finance,travel,94.13,cloud overage
396,2023-12-13,People,events,3172.91,training course
397,2024-08-14,Support,events,2420.34,job board
398,2024-02-09,Product,training,3614.16,laptop
399,2024-09-14,Finance,software,1446.77,laptop
400,2023-10-09,Support,software,3856.32,client dinner
401,2023-11-13,Sales,travel,1827.95,laptop
402,2024-05-24,Operations,travel,1028.75,client dinner
403,2024-01-06,Operations,office,2499.1,training course
404,2024-11-20,People,training,2428.17,conference travel
405,2024-03-13,Sales,office,2712.68,training course
406,2024-12-19,Sales,travel,2777.27,job board
407,2023-10-09,Sales,cloud,938.73,client dinner
408,2024-06-29,Operations,recruiting,973.18,laptop
409,2024-05-27,Engineering,events,32.0,team offsite
410,2024-09-03,Operations,travel,2971.99,job board
411,2024-12-09,Marketing,cloud,3317.73,conference travel
412,2024-10-24,Product,events,1902.61,job board
413,2023-08-21,Product,software,2701.41,conference travel
414,2024-06-13,Product,cloud,2913.23,cloud overage
415,2023-07-09,Product,training,1024.7,cloud overage
416,2024-05-05,Marketing,events,2680.48,team offsite
417,2023-08-22,Sales,travel,2947.38,laptop
418,2024-01-22,Product,travel,2882.29,team offsite
419,2024-07-03,People,travel,2768.13,conference travel
420,2024-08-05,Sales,training,3414.65,cloud overage
421,2023-08-30,Product,training,1665.14,laptop
422,2024-07-05,Product,training,3946.51,laptop
423,2024-09-10,Finance,recruiting,1569.96,team offsite
424,2024-06-19,Operations,cloud,2777.01,cloud overage
425,2023-12-22,Finance,events,968.19,client dinner
426,2024-07-27,Support,office,2997.68,conference travel
427,2024-12-25,Finance,events,2961.87,cloud overage
428,2024-07-26,Finance,training,2920.77,conference travel
429,2023-10-12,Support,office,3797.83,training course
430,2024-04-19,Sales,cloud,1097.71,conference travel
431,2023-09-05,People,events,32.23,laptop
432,2024-01-31,People,recruiting,2698.73,client dinner
433,2024-12-02,Product,office,3678.17,team offsite
434,2024-05-07,Support,training,313.74,laptop
435,2024-08-05,Finance,recruiting,2288.6,job board
436,2024-07-28,Finance,travel,2528.6,job board
437,2024-11-04,Product,travel,3578.0,training course
438,2024-12-08,People,office,597.41,client dinner
439,2024-12-23,Operations,software,2752.69,team offsite
440,2023-10-08,Operations,cloud,1733.18,training course
441,2024-11-26,Operations,cloud,2094.93,job board
442,2024-05-24,People,software,2147.42,client dinner
443,2024-11-28,Support,office,966.08,training course
444,2024-12-16,Finance,office,3457.66,conference travel
445,2024-03-25,Operations,recruiting,3624.11,conference travel
446,2024-04-29,Product,office,3119.53,job board
447,2024-11-13,Marketing,cloud,3511.3,client dinner
448,2024-10-28,Finance,recruiting,2478.57,job board
449,2024-09-27,People,office,3630.82,laptop
450,2024-07-22,Engineering,cloud,235.99,laptop
451,2024-01-23,Product,software,3745.4,training course
452,2024-08-06,Engineering,travel,991.43,laptop
453,2023-11-27,Marketing,cloud,566.48,team offsite
454,2023-12-15,Support,training,1540.88,client dinner
455,2024-06-01,Finance,travel,3082.29,team offsite
456,2024-03-05,People,cloud,2648.97,training course
457,2024-03-19,Product,training,2960.62,conference travel
458,2024-02-10,Marketing,cloud,1009.1,cloud overage
459,2024-02-09,People,software,2228.7,team offsite
460,2024-11-16,Finance,travel,1147.1,team offsite
461,2024-07-19,Product,recruiting,1453.75,cloud overage
462,2024-09-25,Finance,software,3032.03,team offsite
463,2024-04-17,Operations,software,3007.36,cloud overage
464,2024-02-27,Finance,training,1843.45,conference travel
465,2023-08-13,Operations,travel,2402.46,conference travel
466,2024-08-20,People,travel,107.84,client dinner
467,2024-09-14,Engineering,cloud,358.4,cloud overage
468,2023-09-23,Engineering,recruiting,3376.86,conference travel
469,2024-10-09,Engineering,training,588.11,job board
470,2024-10-10,Operations,recruiting,1944.9,cloud overage
471,2024-01-16,People,training,675.71,team offsite
472,2023-07-30,People,recruiting,3766.94,training course
473,2024-10-10,Product,travel,2353.51,laptop
474,2024-06-22,Marketing,office,2438.27,job board
475,2024-05-05,Sales,recruiting,2120.15,job board
476,2024-05-18,Finance,travel,3915.37,cloud overage
477,2024-04-12,Engineering,travel,3636.84,laptop
478,2023-11-11,Support,travel,3227.31,laptop
479,2024-02-19,People,travel,170.55,training course
480,2023-08-29,Finance,events,3121.8,job board
481,2024-07-16,Product,cloud,299.5,conference travel
482,2023-09-17,Product,software,775.33,laptop
483,2024-04-06,Engineering,office,1207.26,team offsite
484,2023-09-02,Sales,software,3459.19,cloud overage
485,2024-08-29,Operations,cloud,3261.82,laptop
486,2023-09-10,Finance,training,3293.55,conference travel
487,2024-11-21,Marketing,recruiting,3945.58,cloud overage
488,2024-03-12,Finance,events,2925.17,client dinner
489,2023-10-28,Marketing,recruiting,73.38,job board
490,2024-12-07,Operations,cloud,235.87,training course
491,2024-07-31,Support,training,743.59,client dinner
492,2024-10-25,Engineering,cloud,3912.57,cloud overage
493,2023-12-31,Marketing,recruiting,2297.71,cloud overage
494,2024-07-18,Marketing,office,603.0,conference travel
495,2023-09-06,Finance,travel,2402.4,laptop
496,2024-08-05,Sales,software,2661.26,client dinner
497,2023-08-07,Sales,cloud,1855.16,team offsite
498,2024-04-08,Marketing,recruiting,89.77,laptop
499,2024-03-03,Finance,cloud,2832.48,cloud overage
500,2023-07-15,Marketing,cloud,2636.45,training course
501,2024-01-06,Operations,travel,2813.38,training course
502,2024-06-15,Marketing,cloud,1065.17,client dinner
503,2024-03-19,Sales,office,493.78,client dinner
504,2024-11-05,Marketing,events,3986.1,team offsite
505,2024-03-04,Engineering,software,969.54,conference travel
506,2024-03-16,Sales,training,1782.05,job board
507,2023-07-31,Support,travel,2797.86,cloud overage
508,2024-01-23,Operations,office,2208.6,job board
509,2024-03-07,Finance,training,2464.55,client dinner
510,2023-09-03,Operations,cloud,115.53,laptop
511,2023-08-09,People,cloud,3939.15,client dinner
512,2023-09-13,Finance,events,3635.74,cloud overage
513,2024-09-05,People,events,856.56,conference travel
514,2024-01-04,Sales,software,69.3,laptop
515,2023-12-25,Operations,office,1139.89,team offsite
516,2023-12-24,Sales,training,2668.05,client dinner
517,2024-05-06,Marketing,travel,1318.52,team offsite
518,2023-08-04,Operations,recruiting,408.52,cloud overage
519,2023-12-30,Marketing,office,1364.86,job board
520,2024-04-10,People,software,1094.26,job board
521,2024-04-02,People,software,2273.73,job board
522,2024-03-20,Product,training,3379.84,laptop
523,2024-03-05,People,recruiting,3659.03,team offsite
524,2024-02-17,Support,cloud,832.64,conference travel
525,2024-04-07,Marketing,training,666.01,client dinner
526,2024-07-28,People,software,1159.97,job board
527,2024-01-30,Sales,office,394.45,team offsite
528,2023-11-21,Product,cloud,3205.21,job board
529,2023-08-05,People,training,3285.2,training course
530,2023-11-08,Product,training,1287.02,cloud overage
531,2023-10-03,Operations,recruiting,669.0,client dinner
532,2024-11-07,People,office,693.69,cloud overage
533,2024-10-27,Engineering,training,3193.18,job board
534,2024-03-30,Operations,recruiting,3958.63,training course
535,2024-05-30,Sales,cloud,1077.1,job board
536,2024-04-29,Finance,cloud,2750.1,training course
537,2024-03-10,Support,events,3300.09,team offsite
538,2023-10-04,Finance,office,2573.51,laptop
539,2024-08-27,Support,recruiting,3634.47,cloud overage
540,2023-12-19,Finance,cloud,1490.38,training course
541,2024-10-15,Engineering,office,3667.11,laptop
542,2024-04-13,Support,training,3296.31,job board
543,2024-02-02,Finance,software,550.13,conference travel
544,2024-04-17,Engineering,training,1831.36,cloud overage
545,2024-11-05,Product,recruiting,2685.88,conference travel
546,2023-12-03,Operations,recruiting,2408.43,training course
547,2024-06-02,Marketing,events,2060.93,laptop
548,2023-07-23,Finance,recruiting,1957.47,laptop
549,2023-09-13,People,cloud,662.71,conference travel
550,2024-01-21,People,office,159.78,cloud overage
551,2024-08-16,Sales,office,2429.41,cloud overage
552,2023-11-04,Sales,cloud,2798.72,job board
553,2023-07-06,Operations,office,2086.65,laptop
554,2024-02-04,Sales,travel,2582.2,cloud overage
555,2023-10-03,People,cloud,3419.02,training course
556,2024-09-18,Operations,recruiting,208.94,conference travel
557,2024-03-28,Sales,training,1727.34,job board
558,2024-02-19,Finance,software,3384.97,conference travel
559,2024-06-06,Operations,events,393.01,job board
560,2023-09-19,Engineering,cloud,1278.29,training course
561,2024-10-21,Finance,travel,208.23,job board
