po_id,vendor_id,ordered_on,amount,status,department
208,12,2024-03-30,6319.26,fulfilled,Engineering
209,41,2024-11-22,37857.14,fulfilled,Marketing
210,16,2024-08-02,11183.83,fulfilled,Marketing
211,53,2023-10-14,21235.55,fulfilled,Support
212,12,2024-03-23,17227.51,fulfilled,Sales
213,38,2024-01-17,626.03,fulfilled,Marketing
214,48,2024-12-05,5220.64,open,Finance
215,59,2024-05-19,33351.76,fulfilled,Engineering
216,3,2024-04-05,37163.54,fulfilled,Engineering
217,26,2024-01-26,25776.08,open,People
218,20,2024-01-29,11332.77,fulfilled,Marketing
219,8,2024-11-12,5411.94,fulfilled,Finance
220,15,2024-04-10,35642.44,fulfilled,Engineering
221,42,2024-11-30,13284.05,fulfilled,Product
222,11,2023-08-10,39408.8,fulfilled,Marketing
223,45,2023-11-03,36658.15,fulfilled,Engineering
224,13,2024-10-02,14068.98,open,Engineering
225,26,2023-08-25,10736.03,open,Engineering
226,34,2024-12-18,36914.14,fulfilled,Support
227,14,2024-11-06,8207.69,fulfilled,Engineering
228,18,2024-04-22,22539.34,open,Support
229,15,2023-08-14,4609.88,canceled,Sales
230,48,2023-09-27,5016.55,open,Operations
231,10,2023-08-05,28295.66,fulfilled,Operations
232,60,2024-03-09,39906.31,fulfilled,People
233,67,2023-12-24,21790.07,fulfilled,Product
234,80,2024-11-23,9860.19,fulfilled,Finance
235,70,2023-12-01,5913.66,fulfilled,Finance
236,68,2023-09-14,3061.51,canceled,Support
237,33,2023-08-05,10103.25,fulfilled,Operations
238,13,2024-11-08,17583.95,canceled,Finance
239,11,2024-12-12,33583.79,fulfilled,People
240,17,2024-01-09,25091.63,fulfilled,Operations
241,23,2024-03-24,34256.97,fulfilled,Operations
242,76,2024-02-25,19768.4,fulfilled,People
243,53,2024-08-01,15000.52,fulfilled,Sales
244,9,2023-08-18,8836.79,fulfilled,Engineering
245,11,2024-01-09,6175.89,fulfilled,Support
246,52,2023-07-30,23090.24,fulfilled,Operations
247,3,2024-11-20,19936.68,fulfilled,Engineering
248,69,2024-11-26,8044.41,fulfilled,Marketing
249,38,2024-06-05,39538.15,open,Finance
250,12,2023-08-02,19751.99,fulfilled,Product
251,4,2024-04-01,15212.02,fulfilled,Engineering
252,11,2023-08-26,29475.66,fulfilled,Product
253,39,2024-02-15,5645.37,fulfilled,Finance
254,49,2024-01-13,32894.39,open,Product
255,37,2024-06-15,1061.87,open,Finance
256,6,2024-09-11,35108.51,fulfilled,Operations
257,10,2024-06-20,31561.68,fulfilled,Support
258,23,2024-06-23,14641.84,fulfilled,Marketing
259,34,2023-11-13,28239.27,fulfilled,Product
260,78,2024-08-16,20237.66,fulfilled,Engineering
261,43,2024-06-29,3876.48,fulfilled,People
262,41,2024-03-04,2762.9,fulfilled,Product
263,17,2024-10-05,9403.96,fulfilled,Finance
264,52,2024-08-27,4705.19,fulfilled,Marketing
265,54,2024-09-09,15810.93,fulfilled,Finance
266,11,2024-07-09,13614.63,fulfilled,Marketing
267,65,2024-09-03,8602.63,fulfilled,Support
268,71,2024-09-06,2132.3,open,Sales
269,26,2024-02-05,28128.38,fulfilled,Engineering
270,21,2024-08-22,25927.22,fulfilled,Product
271,3,2024-08-08,26853.8,fulfilled,Support
272,54,2024-05-21,7627.82,fulfilled,Marketing
273,58,2024-09-03,1968.2,open,Support
274,28,2024-02-04,37652.84,fulfilled,People
275,1,2024-01-29,19414.61,fulfilled,Operations
276,42,2023-08-10,6600.7,fulfilled,Finance
277,3,2024-04-01,7447.18,fulfilled,Operations
278,43,2024-01-05,28013.68,fulfilled,Support
279,63,2024-04-28,625.63,open,Support
280,16,2024-02-22,23141.63,fulfilled,Engineering
281,69,2023-12-08,35049.45,fulfilled,Marketing
282,16,2024-11-22,27775.06,open,Operations
283,5,2024-11-13,17063.17,fulfilled,Support
284,71,2024-01-12,28344.77,fulfilled,Sales
285,3,2024-12-20,15221.65,fulfilled,Operations
286,6,2023-11-23,11018.06,canceled,Product
287,28,2024-02-27,29608.24,fulfilled,Engineering
288,1,2023-09-22,38732.4,open,People
289,74,2024-05-20,20386.27,open,People
290,17,2024-10-10,14989.66,fulfilled,Operations
291,37,2024-07-15,1240.98,open,Product
292,34,2024-05-05,36067.47,fulfilled,Support
293,47,2024-02-25,24393.1,fulfilled,Sales
294,25,2024-03-14,20665.86,open,Engineering
295,53,2023-07-29,3116.86,fulfilled,Sales
296,75,2024-06-25,5332.23,fulfilled,Sales
297,56,2023-10-29,38909.79,canceled,Engineering
298,13,2023-07-14,24500.11,fulfilled,Engineering
299,72,2023-12-25,21750.35,fulfilled,People
300,36,2024-06-19,12957.52,fulfilled,Engineering
301,24,2023-10-03,11052.12,fulfilled,Operations
302,62,2024-01-18,21376.9,fulfilled,Marketing
303,70,2024-10-11,27745.37,open,Engineering
304,4,2023-12-19,22698.17,fulfilled,People
305,36,2023-11-17,8224.42,fulfilled,Operations
306,60,2023-11-02,28140.73,fulfilled,Finance
307,45,2024-06-22,17621.93,fulfilled,Sales
308,8,2024-04-06,1816.2,fulfilled,Marketing
309,28,2024-05-06,5705.23,fulfilled,Operations
310,27,2023-08-18,27178.21,canceled,Finance
311,39,2024-11-17,6412.16,fulfilled,Product
312,75,2024-01-23,26906.29,fulfilled,Product
313,2,2023-12-25,12327.86,fulfilled,Engineering
314,77,2023-07-22,35676.04,fulfilled,Product
315,35,2023-07-05,30549.29,fulfilled,Support
316,18,2024-01-11,15341.83,fulfilled,People
317,26,2024-02-09,35408.27,fulfilled,Product
318,79,2023-10-08,16334.7,fulfilled,People
319,5,2024-06-08,25474.72,fulfilled,Sales
320,39,2024-07-04,25949.77,open,Engineering
321,41,2024-01-19,23887.03,fulfilled,Product
322,63,2024-10-31,3948.8,fulfilled,Finance
323,34,2024-10-23,1714.96,fulfilled,People
324,32,2024-04-04,25978.68,fulfilled,Finance
325,11,2024-06-01,17653.9,fulfilled,Operations
326,50,2024-09-12,38222.36,fulfilled,Support
327,42,2024-05-05,22578.08,fulfilled,People
328,59,2024-08-05,18461.92,fulfilled,Operations
329,1,2024-04-26,24042.47,canceled,Finance
330,56,2023-10-21,33340.38,fulfilled,Product
331,38,2024-12-07,3653.11,fulfilled,Finance
332,1,2023-07-14,7309.7,fulfilled,Engineering
333,13,2023-07-30,21345.37,fulfilled,Sales
334,78,2023-09-04,12564.83,fulfilled,Engineering
335,54,2024-03-15,10445.07,fulfilled,Marketing
336,8,2023-11-14,26693.81,fulfilled,Support
337,24,2024-11-28,29082.34,fulfilled,Support
338,17,2023-08-15,37836.43,fulfilled,Engineering
339,38,2024-08-29,34434.61,open,Marketing
340,31,2024-03-13,17919.68,canceled,Engineering
341,41,2024-10-12,31157.64,fulfilled,Engineering
342,60,2024-09-10,16185.47,open,Operations
343,28,2023-11-22,16174.71,fulfilled,People
344,39,2024-09-26,17604.43,fulfilled,Marketing
345,59,2023-10-28,38310.8,fulfilled,Sales
346,66,2024-05-04,23745.1,fulfilled,Support
347,50,2024-07-02,32988.69,open,Marketing
348,33,2024-08-26,7495.89,open,Product
349,27,2024-10-03,3624.03,fulfilled,Operations
350,56,2024-09-10,39525.71,fulfilled,Product
351,75,2024-09-03,5654.15,open,Sales
352,79,2023-12-02,32896.54,canceled,People
353,73,2023-07-12,3184.47,fulfilled,Operations
354,37,2024-09-28,37224.44,fulfilled,Engineering
355,40,2024-02-04,26332.25,fulfilled,Product
356,16,2024-08-30,10350.64,fulfilled,Marketing
357,61,2024-12-01,16008.07,fulfilled,People
358,38,2023-08-31,21992.81,fulfilled,Operations
359,34,2024-03-26,20805.15,fulfilled,People
360,49,2023-11-25,16762.79,fulfilled,Product
361,31,2024-06-08,38744.68,open,Finance
362,31,2024-05-10,701.71,fulfilled,Operations
363,37,2024-04-20,21491.32,open,Marketing
364,1,2024-01-09,18506.22,fulfilled,Operations
365,28,2023-11-30,3381.12,fulfilled,Engineering
366,55,2024-12-25,6791.04,fulfilled,Operations
367,49,2024-12-30,39359.1,fulfilled,Operations
368,44,2023-10-20,31294.13,fulfilled,People
369,77,2024-07-11,12438.56,open,Operations
370,61,2024-04-29,1372.17,fulfilled,Operations
371,80,2023-11-05,24771.83,fulfilled,Marketing
372,33,2024-03-10,7442.56,fulfilled,Finance
373,3,2024-11-02,30224.93,fulfilled,Support
374,7,2024-06-24,9357.17,fulfilled,Finance
375,51,2024-03-05,25968.01,fulfilled,Sales
376,31,2024-11-25,21640.24,fulfilled,Marketing
377,43,2024-02-09,19582.0,open,Operations
378,17,2023-07-12,14592.17,fulfilled,Support
379,49,2024-03-16,28642.13,fulfilled,Sales
380,43,2023-08-19,18134.34,fulfilled,Operations
381,17,2024-01-29,29741.54,open,People
382,51,2023-10-27,1410.55,fulfilled,Marketing
383,4,2024-06-23,37863.65,open,Support
384,79,2024-07-16,30750.11,fulfilled,Sales
385,72,2023-07-05,19834.25,open,Engineering
386,59,2024-04-02,29573.08,canceled,Finance
387,38,2024-12-08,20970.9,fulfilled,Product
388,48,2023-07-17,25259.77,fulfilled,Finance
389,38,2023-07-29,33600.79,canceled,Engineering
390,25,2024-10-23,14025.56,canceled,Product
391,13,2023-07-22,32893.01,fulfilled,Engineering
392,10,2024-02-24,6591.04,open,Finance
393,12,2023-08-12,36199.21,fulfilled,Finance
394,11,2024-07-09,35241.41,open,Operations
395,24,2024-10-19,39031.29,fulfilled,Marketing
396,14,2024-02-28,24712.62,fulfilled,Finance
397,50,2023-12-21,37421.19,fulfilled,Finance
398,56,2024-07-01,25278.97,fulfilled,Support
399,29,2024-05-18,22689.39,open,Support
400,21,2024-04-05,6284.72,fulfilled,People
401,32,2024-02-29,34794.51,fulfilled,Finance
402,27,2023-11-23,21751.48,fulfilled,Product
403,20,2024-02-25,36382.43,open,Sales
404,52,2024-11-20,18753.66,fulfilled,Finance
405,53,2024-10-01,23854.79,fulfilled,Support
406,37,2024-05-01,23584.16,fulfilled,Engineering
407,68,2024-08-16,1021.37,fulfilled,Operations
408,18,2024-03-24,1949.7,fulfilled,Finance
409,54,2023-07-27,36524.44,fulfilled,Support
410,53,2023-10-12,26639.55,fulfilled,People
411,11,2023-08-19,38075.1,open,Operations
412,58,2023-07-07,32121.07,open,Marketing
413,65,2023-11-05,8249.98,fulfilled,Engineering
414,43,2023-11-27,2591.55,open,Sales
415,8,2024-02-29,31115.74,fulfilled,Marketing
416,67,2024-07-20,3947.91,canceled,Sales
417,19,2024-11-30,14987.12,open,People
418,14,2023-10-08,5691.34,fulfilled,Support
419,35,2023-12-23,33242.24,canceled,Marketing
420,25,2023-07-02,35725.07,fulfilled,Sales
421,22,2024-05-12,39851.97,fulfilled,Product
422,37,2023-11-26,28045.72,fulfilled,Product
423,43,2024-10-27,35156.89,fulfilled,Product
424,70,2023-10-21,11402.68,open,Engineering
425,58,2024-10-22,10686.0,fulfilled,Operations
426,26,2024-11-30,13357.33,fulfilled,Finance
427,65,2024-06-14,39604.47,fulfilled,Operations
428,15,2024-03-09,6257.44,canceled,Engineering
429,15,2023-08-20,37279.31,fulfilled,Marketing
430,62,2024-11-04,3649.34,fulfilled,Product
431,15,2024-01-19,11625.37,fulfilled,Engineering
432,70,2024-03-15,33579.49,fulfilled,Support
433,26,2024-02-17,1765.42,open,Engineering
434,13,2023-11-19,13664.03,open,People
435,48,2023-07-13,8883.25,open,Support
436,15,2024-11-12,1361.55,canceled,Marketing
437,63,2024-01-21,5089.02,canceled,Marketing
438,12,2024-04-26,31912.35,fulfilled,Product
439,40,2024-09-12,11478.43,fulfilled,Support
440,22,2024-06-11,14730.36,fulfilled,Sales
441,16,2023-10-04,25415.04,fulfilled,Sales
442,38,2023-12-06,26887.61,canceled,Marketing
443,33,2024-06-27,34364.92,fulfilled,Product
444,27,2024-10-26,31455.04,fulfilled,Sales
445,27,2024-02-29,19981.91,fulfilled,Product
446,29,2024-09-30,13998.47,fulfilled,Product
447,39,2024-06-11,27338.34,open,People
448,16,2024-12-16,12673.37,fulfilled,Marketing
449,40,2023-07-24,23195.34,fulfilled,People
450,11,2024-12-08,858.39,open,Support
451,17,2024-06-21,15358.15,fulfilled,Marketing
452,70,2024-09-08,9358.4,fulfilled,Marketing
453,10,2024-08-27,4166.06,fulfilled,Operations
454,22,2024-08-13,20085.05,open,Product
455,6,2024-01-10,26496.56,fulfilled,Marketing
456,77,2024-04-10,15903.82,fulfilled,Operations
457,62,2023-12-22,16229.34,fulfilled,Finance
458,7,2023-12-12,38705.14,open,Engineering
459,71,2024-12-31,26041.88,fulfilled,Finance
460,73,2024-05-24,39557.71,fulfilled,Engineering
461,27,2024-08-06,18486.82,fulfilled,Finance
462,73,2024-11-12,572.31,fulfilled,People
463,5,2024-12-25,3293.97,fulfilled,Operations
464,33,2024-05-25,30022.72,fulfilled,Product
465,52,2023-10-29,31187.25,fulfilled,Support
466,10,2023-10-22,19810.42,open,Sales
467,73,2023-12-08,24371.78,open,Operations
468,69,2023-10-08,30655.14,fulfilled,Support
469,3,2024-06-20,6088.26,fulfilled,Product
470,29,2023-10-17,6801.03,open,People
471,45,2024-07-27,17356.01,fulfilled,Product
472,10,2024-03-19,21905.24,fulfilled,Support
473,7,2023-09-18,3605.34,fulfilled,Finance
474,57,2024-04-10,24706.65,fulfilled,Sales
475,38,2024-06-24,29155.68,open,Product
476,13,2024-04-27,3593.44,fulfilled,Sales
477,8,2023-09-01,29153.54,fulfilled,Support
478,21,2023-07-22,39609.0,fulfilled,Support
479,61,2024-02-12,7746.96,fulfilled,People
480,70,2023-11-11,27206.93,fulfilled,People
481,65,2024-12-22,27510.8,fulfilled,Product
482,79,2024-07-01,6165.95,open,Marketing
483,45,2024-06-05,12805.55,fulfilled,Support
484,79,2024-08-16,34646.58,fulfilled,Finance
485,71,2024-01-12,26594.52,open,Product
486,39,2024-07-01,17128.74,canceled,Support
487,13,2024-09-08,17920.42,fulfilled,Product
488,51,2024-01-18,12888.12,fulfilled,Product
489,80,2024-10-06,23587.4,fulfilled,Engineering
490,9,2024-07-11,17536.27,fulfilled,Product
491,7,2024-06-10,27848.91,fulfilled,Product
492,48,2024-12-09,33710.92,fulfilled,People
493,72,2023-07-25,11322.21,fulfilled,Product
494,53,2024-06-30,12296.41,fulfilled,Marketing
495,37,2024-04-08,15195.23,open,Product
496,31,2024-12-07,8814.47,fulfilled,Support
497,12,2024-01-21,18409.24,fulfilled,Finance
498,30,2024-11-11,5694.78,open,People
499,73,2023-11-24,767.01,fulfilled,Support
500,21,2024-12-29,4388.65,fulfilled,Marketing
501,64,2024-10-12,13332.58,fulfilled,Sales
502,41,2023-10-31,1739.13,open,Product
503,56,2023-07-11,25778.54,fulfilled,Support
504,18,2024-10-11,9726.33,fulfilled,Marketing
505,33,2024-03-22,26533.13,fulfilled,Engineering
506,33,2024-02-28,38855.14,fulfilled,Operations
507,59,2024-03-06,12225.84,fulfilled,Marketing
508,7,2024-08-06,4350.51,fulfilled,Marketing
509,70,2024-09-11,10092.84,fulfilled,Operations
510,48,2024-01-03,1600.02,open,Marketing
511,19,2024-02-16,26321.12,open,Marketing
512,56,2024-04-25,9833.13,canceled,Operations
513,61,2024-07-01,19871.52,fulfilled,Engineering
514,20,2024-04-23,21861.24,fulfilled,Finance
515,80,2024-07-24,24618.93,fulfilled,Sales
516,2,2024-12-21,4668.47,fulfilled,Product
517,21,2023-11-23,9465.72,open,Operations
518,78,2023-12-06,3251.92,fulfilled,Engineering
519,31,2023-10-18,15589.81,fulfilled,Marketing
520,28,2024-11-06,854.45,open,Support
521,16,2024-12-11,33825.46,fulfilled,Engineering
522,9,2024-01-26,12086.28,fulfilled,Product
523,26,2024-09-11,20064.58,fulfilled,People
524,52,2024-12-01,39700.98,fulfilled,People
525,5,2024-04-14,32168.54,fulfilled,Product
526,29,2024-09-01,37022.58,open,Product
527,11,2023-12-17,983.87,fulfilled,Marketing
528,45,2023-10-19,18362.47,open,Support
529,26,2024-08-21,24419.32,fulfilled,Finance
530,1,2024-11-14,26650.06,fulfilled,Marketing
531,50,2024-06-08,6132.84,fulfilled,Finance
532,31,2023-07-02,27728.12,fulfilled,People
533,68,2023-08-18,5303.76,fulfilled,Marketing
534,63,2024-05-22,17177.16,fulfilled,Operations
535,76,2023-09-21,5170.3,open,Support
536,77,2024-08-06,23644.98,fulfilled,Marketing
537,23,2024-11-01,27674.61,fulfilled,Sales
538,44,2024-01-13,31330.07,fulfilled,Finance
539,37,2023-07-01,3159.74,fulfilled,Product
540,26,2024-07-20,29503.68,fulfilled,People
541,80,2023-12-10,20683.37,fulfilled,Operations
542,11,2024-08-05,6053.32,fulfilled,Sales
543,74,2024-01-14,29804.5,fulfilled,Operations
544,55,2024-10-03,36086.47,fulfilled,People
545,70,2023-08-18,9172.21,open,Sales
546,27,2024-06-06,33592.4,fulfilled,Support
547,56,2024-07-07,38969.15,canceled,Finance
548,5,2024-02-18,11745.91,fulfilled,Finance
549,14,2024-06-06,31524.75,fulfilled,Product
550,42,2024-11-16,31300.28,fulfilled,Operations
551,63,2024-04-28,22797.57,fulfilled,Operations
552,33,2024-01-31,1000.17,open,Finance
553,32,2024-03-19,29020.47,fulfilled,Marketing
554,55,2024-07-28,35943.43,open,People
555,38,2024-02-18,28951.87,fulfilled,Marketing
556,49,2024-06-07,10860.46,fulfilled,Engineering
557,61,2023-09-29,14845.26,fulfilled,Product
