event_id,customer_id,product_id,event_ts,event_type,units
103,178,4,2024-12-21 01:30:00,alert_fired,130
104,147,6,2023-10-15 22:53:00,alert_fired,470
105,476,4,2024-11-06 13:39:00,dashboard_view,87
106,373,2,2024-08-05 08:24:00,dashboard_view,478
107,186,2,2024-10-28 23:56:00,api_call,396
108,79,3,2023-11-22 05:17:00,api_call,192
109,98,4,2024-11-05 05:21:00,report_run,391
110,161,4,2024-12-11 22:43:00,report_run,54
111,342,2,2024-10-03 23:26:00,report_run,347
112,196,4,2023-08-28 13:58:00,report_run,203
113,322,4,2024-10-07 11:52:00,login,154
114,400,4,2024-01-21 01:40:00,api_call,278
115,33,5,2024-11-04 15:25:00,alert_fired,242
116,151,4,2024-07-14 05:35:00,export,263
117,268,1,2024-06-10 22:59:00,api_call,241
118,167,4,2024-11-10 07:54:00,dashboard_view,232
119,42,2,2023-09-08 09:16:00,export,236
120,26,6,2024-07-27 04:27:00,export,438
121,343,5,2024-03-28 02:59:00,login,62
122,116,1,2024-12-12 04:03:00,dashboard_view,18
123,368,4,2023-07-28 01:13:00,dashboard_view,321
124,234,6,2023-08-09 17:16:00,login,203
125,385,6,2024-11-20 07:15:00,api_call,367
126,105,2,2023-09-17 21:43:00,report_run,368
127,380,1,2023-08-21 08:44:00,report_run,37
128,275,1,2024-09-28 10:59:00,alert_fired,253
129,232,3,2024-12-19 00:03:00,report_run,299
130,19,2,2023-09-20 23:30:00,alert_fired,373
131,178,6,2024-09-11 02:43:00,dashboard_view,299
132,422,2,2024-04-09 04:10:00,alert_fired,456
133,386,4,2024-12-10 05:34:00,export,143
134,66,3,2024-04-03 22:53:00,alert_fired,326
135,105,5,2024-06-04 06:59:00,dashboard_view,256
136,411,3,2024-06-14 03:21:00,login,50
137,131,6,2024-08-16 18:28:00,dashboard_view,490
138,244,5,2024-10-06 04:15:00,report_run,296
139,425,1,2024-09-18 03:27:00,alert_fired,198
140,368,6,2024-11-24 01:23:00,api_call,324
141,315,2,2024-06-10 17:05:00,dashboard_view,242
142,402,2,2023-11-05 04:31:00,dashboard_view,292
143,416,5,2024-07-28 04:12:00,export,20
144,205,4,2024-12-21 20:39:00,report_run,296
145,236,3,2024-05-03 17:20:00,login,12
146,144,5,2024-03-15 00:55:00,alert_fired,29
147,66,2,2024-09-10 15:29:00,report_run,347
148,178,6,2023-12-16 13:58:00,alert_fired,189
149,428,2,2024-08-28 21:07:00,export,396
150,429,1,2024-10-20 22:21:00,report_run,87
151,182,1,2024-09-24 20:51:00,alert_fired,89
152,238,6,2024-12-07 17:08:00,api_call,105
153,205,2,2023-07-28 14:15:00,report_run,298
154,339,2,2024-10-06 22:24:00,dashboard_view,389
155,186,4,2024-03-28 02:21:00,api_call,454
156,424,2,2024-04-28 02:18:00,alert_fired,199
157,415,2,2024-05-05 18:36:00,alert_fired,318
158,403,3,2023-12-06 13:11:00,report_run,407
159,462,1,2023-10-28 13:17:00,dashboard_view,111
160,436,5,2024-09-03 02:58:00,login,291
161,300,2,2024-08-07 11:46:00,api_call,282
162,242,4,2024-02-14 17:30:00,report_run,441
163,112,3,2024-10-14 14:19:00,export,418
164,162,6,2023-10-05 02:45:00,alert_fired,296
165,385,5,2023-07-22 05:23:00,dashboard_view,388
166,104,1,2023-11-22 22:26:00,alert_fired,95
167,258,3,2024-10-11 20:19:00,api_call,181
168,60,1,2024-09-26 12:49:00,report_run,218
169,315,1,2024-03-28 02:29:00,login,31
170,108,3,2024-09-17 23:06:00,dashboard_view,392
171,104,1,2023-07-11 09:54:00,alert_fired,335
172,352,4,2024-07-14 00:50:00,dashboard_view,64
173,433,4,2024-12-17 10:23:00,report_run,338
174,4,2,2024-06-09 22:57:00,api_call,21
175,389,2,2024-08-13 12:13:00,dashboard_view,347
176,351,1,2024-01-15 01:20:00,export,219
177,177,2,2024-04-03 08:28:00,login,459
178,477,2,2024-11-28 02:13:00,export,268
179,118,5,2024-12-06 17:53:00,dashboard_view,345
180,398,5,2023-11-06 16:53:00,export,206
181,414,5,2024-11-10 03:11:00,export,170
182,131,3,2023-12-21 13:29:00,alert_fired,159
183,338,2,2023-09-02 14:55:00,alert_fired,355
184,394,4,2024-12-25 03:05:00,login,286
185,341,2,2024-10-01 04:07:00,export,434
186,406,2,2024-11-03 18:52:00,dashboard_view,93
187,390,5,2024-12-19 08:34:00,login,298
188,252,4,2024-05-07 09:42:00,alert_fired,288
189,233,4,2024-02-22 15:58:00,report_run,323
190,310,3,2024-07-13 04:54:00,login,34
191,60,1,2024-05-14 16:03:00,dashboard_view,456
192,441,4,2024-06-27 07:50:00,api_call,162
193,443,6,2023-10-24 19:42:00,report_run,246
194,81,5,2024-11-04 02:28:00,report_run,268
195,414,2,2024-08-19 01:51:00,alert_fired,46
196,221,1,2024-03-25 12:00:00,api_call,262
197,164,4,2024-12-11 22:28:00,api_call,165
198,370,4,2024-08-24 09:25:00,export,385
199,331,1,2024-08-28 01:46:00,report_run,434
200,283,3,2024-08-06 06:31:00,report_run,404
201,145,4,2024-06-12 06:19:00,dashboard_view,243
202,51,6,2024-10-19 06:32:00,report_run,63
203,190,3,2024-11-27 13:16:00,export,3
204,385,1,2024-10-20 21:40:00,dashboard_view,372
205,187,5,2024-02-10 22:51:00,alert_fired,448
206,398,2,2023-09-20 08:35:00,api_call,281
207,333,4,2024-10-25 23:25:00,report_run,295
208,316,4,2024-02-07 11:12:00,export,462
209,175,2,2024-06-26 22:10:00,dashboard_view,209
210,288,3,2024-04-06 09:13:00,api_call,480
211,103,4,2023-07-14 22:07:00,report_run,172
212,296,3,2024-10-09 14:28:00,export,234
213,108,2,2024-01-28 10:55:00,dashboard_view,242
214,79,5,2023-11-06 22:45:00,api_call,227
215,330,2,2024-11-05 05:38:00,api_call,188
216,73,5,2024-12-21 22:34:00,api_call,195
217,115,2,2024-12-24 18:35:00,api_call,251
218,47,2,2024-06-22 02:46:00,login,3
219,183,4,2024-10-23 21:45:00,alert_fired,387
220,314,1,2024-11-19 08:09:00,api_call,376
221,92,2,2024-09-07 20:50:00,login,258
222,471,4,2024-08-03 04:02:00,report_run,379
223,479,1,2024-01-15 00:01:00,export,263
224,40,3,2024-08-05 14:29:00,api_call,85
225,69,1,2024-03-11 14:27:00,report_run,307
226,92,3,2024-10-27 17:58:00,api_call,248
227,180,5,2024-07-20 05:47:00,login,244
228,392,6,2024-09-18 20:53:00,alert_fired,260
229,133,2,2023-09-21 11:41:00,dashboard_view,108
230,227,6,2024-02-08 16:49:00,report_run,243
231,86,2,2024-12-24 22:00:00,login,228
232,334,2,2024-07-09 20:39:00,export,112
233,107,6,2024-04-15 12:20:00,report_run,12
234,23,3,2024-03-25 08:02:00,dashboard_view,436
235,66,2,2024-06-27 02:33:00,export,6
236,456,3,2024-11-25 02:28:00,report_run,80
237,63,2,2024-08-26 21:17:00,api_call,263
238,145,3,2024-06-16 02:37:00,dashboard_view,101
239,19,2,2024-07-13 16:38:00,export,220
240,194,3,2024-06-26 12:04:00,dashboard_view,11
241,389,5,2023-12-24 20:56:00,dashboard_view,138
242,423,5,2024-11-08 13:18:00,login,286
243,426,3,2024-09-04 17:23:00,export,151
244,409,2,2024-12-16 09:03:00,export,12
245,348,5,2024-07-21 16:20:00,api_call,250
246,168,4,2023-12-03 13:01:00,api_call,439
247,223,6,2024-10-20 09:00:00,dashboard_view,399
248,326,4,2024-05-13 04:25:00,login,125
249,206,1,2024-10-28 05:07:00,dashboard_view,480
250,435,1,2024-09-28 23:52:00,export,329
251,471,3,2024-07-15 09:28:00,alert_fired,78
252,186,1,2024-12-22 18:07:00,login,472
253,212,3,2024-06-28 15:11:00,dashboard_view,379
254,346,2,2024-02-06 18:12:00,dashboard_view,494
255,359,3,2024-02-16 16:32:00,export,103
256,222,2,2024-09-28 11:55:00,alert_fired,76
257,200,1,2024-03-20 19:02:00,login,434
258,291,4,2024-07-13 15:15:00,login,315
259,98,2,2024-11-28 18:10:00,alert_fired,38
260,463,6,2024-12-24 18:33:00,export,473
261,447,1,2024-07-05 15:24:00,report_run,70
262,226,4,2024-09-27 05:32:00,dashboard_view,149
263,372,3,2024-11-27 03:28:00,alert_fired,344
264,354,4,2024-11-15 11:12:00,alert_fired,367
265,263,5,2024-12-04 08:48:00,export,317
266,445,6,2024-01-12 06:32:00,api_call,144
267,99,4,2024-12-14 18:42:00,api_call,472
268,348,2,2024-09-18 05:37:00,dashboard_view,184
269,312,5,2024-01-24 08:15:00,dashboard_view,59
270,95,1,2024-09-26 14:32:00,alert_fired,461
271,38,4,2024-12-26 08:49:00,dashboard_view,209
272,89,6,2024-02-22 20:27:00,dashboard_view,330
273,206,6,2024-10-11 02:25:00,alert_fired,334
274,55,2,2023-09-28 11:08:00,report_run,311
275,469,1,2024-03-18 06:04:00,export,303
276,328,1,2023-09-01 18:16:00,login,30
277,471,3,2024-04-03 04:57:00,alert_fired,209
278,370,3,2023-08-18 14:54:00,report_run,45
279,361,3,2024-12-24 22:41:00,api_call,479
280,60,6,2024-02-28 05:45:00,report_run,136
281,56,2,2024-05-02 11:00:00,export,356
282,417,3,2024-10-07 18:52:00,dashboard_view,211
283,301,5,2023-11-07 19:36:00,alert_fired,115
284,419,3,2023-10-01 12:27:00,api_call,227
285,95,6,2024-11-16 06:21:00,dashboard_view,444
286,411,2,2024-10-02 09:05:00,api_call,346
287,414,1,2023-12-06 15:39:00,api_call,482
288,338,4,2023-11-28 19:49:00,api_call,110
289,295,5,2024-03-03 02:41:00,api_call,306
290,57,4,2024-07-16 12:42:00,login,60
291,18,5,2024-11-06 12:23:00,api_call,194
292,21,5,2024-12-09 12:18:00,report_run,157
293,376,2,2024-02-05 12:22:00,dashboard_view,336
294,265,5,2024-10-05 13:24:00,login,379
295,148,5,2024-12-05 14:25:00,export,221
296,341,1,2023-09-17 08:14:00,api_call,140
297,172,2,2024-10-28 11:59:00,login,326
298,419,5,2024-09-17 12:02:00,export,355
299,411,4,2024-11-20 11:32:00,api_call,226
300,211,5,2024-06-11 08:38:00,login,368
301,85,1,2024-11-17 18:14:00,export,271
302,207,5,2023-07-16 07:45:00,login,351
303,89,1,2024-03-19 06:53:00,dashboard_view,38
304,169,4,2023-10-09 14:48:00,api_call,327
305,427,2,2024-07-05 16:12:00,dashboard_view,388
306,427,6,2024-06-08 15:24:00,alert_fired,78
307,32,3,2024-07-12 04:51:00,export,103
308,35,6,2024-09-07 21:27:00,alert_fired,171
309,10,2,2024-10-07 10:29:00,dashboard_view,216
310,76,1,2024-11-01 01:45:00,login,392
311,283,3,2024-12-04 06:53:00,api_call,309
312,51,3,2024-09-28 05:40:00,login,223
313,15,4,2024-12-16 09:40:00,export,261
314,40,2,2024-12-09 11:17:00,dashboard_view,415
315,150,6,2024-12-04 07:36:00,export,123
316,39,2,2023-12-08 22:43:00,export,78
317,322,2,2024-05-12 09:21:00,login,313
318,453,2,2024-10-05 00:27:00,api_call,363
319,400,6,2024-10-05 10:42:00,alert_fired,84
320,356,1,2024-06-06 19:28:00,login,359
321,442,4,2024-10-21 19:19:00,export,30
322,203,6,2023-07-23 09:55:00,export,163
323,189,3,2024-10-28 01:08:00,dashboard_view,210
324,443,4,2024-03-25 05:24:00,export,274
325,137,5,2024-12-05 05:45:00,alert_fired,477
326,316,1,2024-02-18 15:35:00,api_call,469
327,156,5,2023-10-28 12:03:00,login,78
328,37,6,2024-02-25 23:35:00,login,454
329,102,5,2024-09-14 09:33:00,login,247
330,379,3,2024-01-25 13:31:00,report_run,154
331,319,1,2024-03-08 04:29:00,export,118
332,478,3,2023-07-13 01:12:00,alert_fired,14
333,287,5,2024-11-24 00:42:00,api_call,497
334,274,2,2024-09-11 17:18:00,export,396
335,193,1,2023-08-28 14:54:00,export,243
336,320,6,2023-09-11 10:36:00,dashboard_view,67
337,60,2,2024-04-03 03:47:00,alert_fired,44
338,29,4,2024-02-09 10:07:00,alert_fired,8
339,78,1,2024-08-06 03:21:00,login,221
340,374,3,2023-08-12 18:27:00,login,479
341,6,2,2023-10-28 11:59:00,api_call,339
342,161,5,2023-12-26 13:32:00,api_call,331
343,197,6,2024-11-18 03:12:00,alert_fired,58
344,476,5,2024-05-22 23:20:00,alert_fired,427
345,140,6,2024-01-28 21:44:00,report_run,436
346,4,3,2024-06-13 10:05:00,alert_fired,381
347,322,4,2024-10-14 16:27:00,report_run,66
348,296,1,2024-03-18 08:51:00,login,205
349,237,6,2024-07-23 09:06:00,login,370
350,327,6,2023-12-24 22:13:00,api_call,401
351,260,3,2024-09-23 11:44:00,report_run,334
352,99,4,2024-05-11 04:32:00,api_call,487
353,303,4,2024-05-28 13:45:00,export,267
354,309,6,2024-10-26 06:48:00,report_run,325
355,304,4,2023-10-17 13:01:00,export,300
356,38,2,2023-07-12 20:40:00,dashboard_view,457
357,310,3,2024-01-13 07:10:00,api_call,498
358,438,6,2024-07-17 02:24:00,login,36
359,322,2,2024-11-28 14:03:00,login,219
360,412,5,2024-06-19 19:40:00,report_run,417
361,452,4,2024-12-06 08:48:00,api_call,277
362,252,4,2023-12-28 05:32:00,api_call,483
363,115,4,2024-11-12 21:55:00,api_call,298
364,197,4,2024-09-27 05:31:00,api_call,221
365,24,2,2024-01-27 13:59:00,alert_fired,478
366,182,2,2024-05-07 07:00:00,report_run,39
367,379,3,2024-10-07 14:15:00,export,378
368,32,4,2024-01-18 23:03:00,export,79
369,263,5,2023-12-25 05:23:00,api_call,482
370,135,1,2024-04-13 19:48:00,dashboard_view,484
371,401,6,2024-09-05 14:06:00,export,86
372,355,3,2024-02-05 21:33:00,dashboard_view,97
373,248,2,2024-05-28 11:44:00,dashboard_view,45
374,229,1,2024-10-14 22:27:00,alert_fired,409
375,202,3,2024-10-11 08:57:00,dashboard_view,74
376,3,4,2024-02-25 05:54:00,api_call,306
377,123,2,2024-03-24 01:41:00,dashboard_view,212
378,423,1,2024-08-11 07:48:00,login,221
379,43,5,2024-01-08 05:00:00,api_call,132
380,32,2,2023-10-10 15:26:00,api_call,5
381,47,5,2024-12-28 01:30:00,api_call,303
382,325,3,2024-02-28 05:23:00,dashboard_view,106
383,252,5,2024-10-13 07:19:00,report_run,288
384,480,3,2024-12-15 11:18:00,login,414
385,288,3,2024-09-12 01:44:00,export,330
386,402,6,2024-01-28 03:24:00,login,186
387,346,3,2024-08-20 02:57:00,report_run,443
388,425,5,2024-01-25 14:03:00,dashboard_view,459
389,302,5,2024-11-01 16:29:00,report_run,201
390,45,1,2024-11-24 04:19:00,export,367
391,46,1,2024-11-03 21:26:00,export,297
392,355,3,2024-03-01 10:14:00,dashboard_view,317
393,200,6,2024-08-27 08:50:00,dashboard_view,354
394,139,2,2023-12-08 23:58:00,dashboard_view,221
395,121,2,2024-10-07 16:10:00,api_call,441
396,379,2,2024-10-24 00:44:00,api_call,448
397,33,3,2024-12-20 05:23:00,api_call,152
398,116,6,2024-06-14 05:15:00,dashboard_view,335
399,290,6,2024-03-22 12:30:00,api_call,352
400,288,3,2024-10-17 09:59:00,dashboard_view,206
401,177,1,2024-10-17 07:46:00,api_call,350
402,246,2,2023-12-21 02:33:00,export,17
403,68,2,2024-10-16 01:59:00,alert_fired,169
404,448,3,2024-10-16 14:38:00,export,120
405,17,2,2024-05-28 02:25:00,api_call,387
406,451,4,2024-05-17 12:28:00,report_run,143
407,258,4,2023-11-06 06:56:00,export,223
408,342,3,2024-12-03 02:46:00,login,266
409,469,1,2024-03-10 04:06:00,export,455
410,243,5,2024-12-28 08:50:00,api_call,342
411,151,1,2024-06-05 23:51:00,report_run,284
412,121,2,2024-02-25 03:35:00,export,428
413,374,5,2023-09-16 21:15:00,dashboard_view,475
414,419,4,2024-10-24 21:11:00,export,260
415,94,1,2024-09-05 09:50:00,dashboard_view,237
416,369,2,2024-01-03 17:28:00,alert_fired,272
417,146,4,2024-04-06 19:56:00,login,104
418,218,1,2024-01-11 13:51:00,api_call,345
419,270,3,2024-09-24 08:40:00,export,324
420,176,1,2023-08-15 04:47:00,dashboard_view,38
421,286,6,2024-10-10 12:52:00,login,81
422,423,2,2024-12-12 21:52:00,export,295
423,372,4,2024-07-26 00:33:00,dashboard_view,165
424,323,3,2024-12-13 14:30:00,login,38
425,334,2,2024-12-19 05:29:00,api_call,196
426,448,4,2024-01-13 12:12:00,api_call,297
427,275,3,2024-09-02 19:44:00,export,360
428,129,6,2024-06-04 06:50:00,export,218
429,198,6,2024-10-05 00:45:00,report_run,296
430,277,5,2024-04-28 03:52:00,alert_fired,366
431,291,2,2023-10-28 03:40:00,dashboard_view,53
432,63,4,2024-11-15 18:56:00,login,142
433,274,5,2024-06-07 16:19:00,export,44
434,241,5,2023-12-28 11:11:00,dashboard_view,284
435,92,3,2024-07-02 09:01:00,export,186
436,55,6,2023-12-12 17:52:00,dashboard_view,7
437,258,5,2024-08-10 21:28:00,api_call,66
438,174,2,2023-10-19 11:18:00,login,36
439,121,3,2024-08-23 03:01:00,export,237
440,1,4,2023-10-13 04:21:00,alert_fired,26
441,438,6,2024-12-27 17:29:00,report_run,148
442,354,4,2024-10-07 10:31:00,report_run,134
443,154,2,2024-06-20 08:34:00,login,375
444,231,6,2024-07-16 07:38:00,api_call,72
445,286,6,2024-11-23 20:10:00,export,265
446,141,5,2024-05-09 07:00:00,api_call,124
447,213,5,2024-03-27 20:36:00,report_run,106
448,371,6,2023-08-25 21:44:00,export,403
449,121,6,2024-10-12 07:50:00,api_call,186
450,393,1,2024-06-26 13:47:00,login,436
451,442,4,2024-12-13 10:57:00,login,46
452,207,2,2024-03-24 12:18:00,alert_fired,490
453,74,5,2024-08-17 19:33:00,api_call,410
454,353,1,2024-01-28 13:49:00,report_run,59
455,172,3,2024-09-13 02:57:00,export,448
456,196,2,2024-11-23 20:28:00,export,448
457,9,1,2024-11-13 07:07:00,dashboard_view,3
458,338,4,2024-12-10 16:42:00,dashboard_view,134
459,18,6,2024-11-14 14:11:00,api_call,331
460,431,4,2024-11-17 18:44:00,dashboard_view,155
461,312,4,2024-05-09 16:30:00,login,357
462,322,5,2024-04-06 04:36:00,dashboard_view,219
463,77,2,2024-02-17 10:40:00,login,436
464,55,1,2024-01-22 02:49:00,dashboard_view,311
465,315,5,2024-09-16 21:02:00,alert_fired,370
466,100,2,2023-10-25 18:33:00,dashboard_view,312
467,417,4,2024-12-09 01:36:00,api_call,333
468,113,2,2024-06-17 11:34:00,report_run,157
469,72,1,2024-09-08 00:47:00,export,490
470,41,5,2024-12-24 17:34:00,alert_fired,117
471,322,4,2024-09-17 13:24:00,report_run,307
472,457,3,2024-06-22 03:21:00,api_call,130
473,342,2,2024-11-15 12:34:00,login,180
474,222,2,2023-11-02 15:39:00,alert_fired,230
475,297,6,2024-05-28 21:51:00,api_call,227
476,128,1,2024-09-04 07:58:00,report_run,417
477,27,3,2024-01-27 12:09:00,report_run,305
478,260,1,2024-02-16 13:26:00,report_run,206
479,398,5,2024-11-22 19:19:00,alert_fired,401
480,117,3,2024-10-25 06:18:00,dashboard_view,61
481,177,2,2024-12-20 15:04:00,report_run,223
482,464,3,2024-07-23 12:34:00,api_call,352
483,368,5,2023-12-09 05:44:00,login,308
484,425,6,2023-09-10 19:14:00,api_call,445
485,149,4,2024-10-06 06:45:00,report_run,218
486,125,3,2023-10-27 00:43:00,export,394
487,445,4,2024-05-11 09:20:00,api_call,212
488,166,3,2024-05-12 12:17:00,api_call,4
489,181,6,2024-03-24 06:59:00,alert_fired,363
490,280,5,2024-02-23 23:27:00,api_call,29
491,288,5,2024-04-21 11:36:00,dashboard_view,172
492,266,1,2024-11-09 13:55:00,login,353
493,103,2,2023-12-16 01:00:00,alert_fired,316
494,239,5,2024-08-28 05:08:00,alert_fired,266
495,476,3,2024-10-12 11:47:00,alert_fired,218
496,354,2,2024-11-12 12:15:00,alert_fired,389
497,359,1,2024-01-04 12:08:00,api_call,235
498,473,3,2024-11-21 23:45:00,report_run,457
499,328,5,2024-02-05 17:18:00,api_call,406
500,295,3,2023-11-20 21:47:00,dashboard_view,9
501,298,1,2024-09-07 03:43:00,dashboard_view,472
502,128,4,2024-11-10 17:34:00,export,97
503,358,2,2024-11-12 22:20:00,report_run,289
504,167,3,2024-12-26 15:18:00,alert_fired,350
505,315,2,2024-04-24 22:52:00,alert_fired,77
506,392,3,2024-10-11 14:03:00,alert_fired,194
507,478,5,2024-10-28 06:12:00,dashboard_view,358
508,194,6,2024-04-10 01:48:00,export,149
509,285,3,2024-06-26 09:59:00,api_call,10
510,407,5,2024-10-24 20:20:00,api_call,92
511,368,3,2024-11-15 09:01:00,dashboard_view,454
512,33,4,2023-09-23 08:17:00,login,60
513,226,3,2024-04-01 17:59:00,alert_fired,272
514,120,3,2024-03-23 15:39:00,login,446
515,199,5,2024-03-19 23:39:00,export,151
516,441,2,2024-11-26 08:27:00,dashboard_view,495
517,92,3,2024-09-17 19:37:00,alert_fired,310
518,303,1,2024-05-26 21:22:00,report_run,10
519,185,5,2023-10-28 23:51:00,api_call,460
520,314,5,2023-12-14 02:18:00,export,368
521,439,4,2024-06-28 16:22:00,report_run,10
522,144,2,2024-08-16 02:33:00,dashboard_view,189
523,433,5,2024-12-16 03:30:00,login,310
524,26,5,2023-12-28 18:02:00,login,180
525,43,6,2023-08-03 18:27:00,export,15
526,230,3,2024-11-24 16:16:00,alert_fired,21
527,285,2,2024-07-23 18:05:00,dashboard_view,304
528,229,2,2024-02-28 14:35:00,api_call,50
529,142,5,2024-01-17 06:55:00,api_call,317
530,71,3,2024-10-10 10:18:00,dashboard_view,397
531,447,1,2023-08-28 08:01:00,api_call,155
532,405,3,2024-12-22 14:21:00,export,176
533,118,1,2024-12-02 14:31:00,api_call,147
534,477,3,2024-11-18 12:15:00,report_run,401
535,387,6,2024-10-19 12:53:00,report_run,284
536,40,3,2024-10-28 00:21:00,report_run,318
537,470,3,2024-09-21 05:16:00,report_run,100
538,318,3,2023-11-06 00:10:00,alert_fired,234
539,273,5,2023-11-28 01:25:00,alert_fired,438
540,384,2,2024-04-28 00:50:00,api_call,491
541,455,4,2024-07-15 00:42:00,export,355
542,85,6,2023-08-25 13:50:00,login,112
543,318,5,2024-04-20 08:55:00,dashboard_view,229
544,77,1,2024-05-03 23:24:00,export,30
545,221,5,2024-12-28 01:07:00,api_call,330
546,385,3,2024-07-15 10:26:00,report_run,473
547,62,4,2024-12-01 10:23:00,dashboard_view,111
548,232,4,2024-11-08 05:51:00,dashboard_view,59
549,40,3,2023-08-21 16:03:00,login,328
550,258,3,2023-07-03 06:00:00,login,120
551,113,5,2023-12-04 04:55:00,api_call,152
552,320,4,2023-08-22 15:30:00,dashboard_view,268
